bin,pred_quantile,empirical_quantile
1,0.08967471867799759,0.0
2,0.15162919461727142,0.0
3,0.215685173869133,0.0
4,0.2975975573062897,0.000244140625
5,0.40738487243652344,0.0009765625
6,0.5757763981819153,0.005719782784581184
7,0.8439013957977295,0.07503664493560791
8,1.0817872285842896,0.4345703125
9,1.390533447265625,1.5727485418319702
