bin,pred_quantile,empirical_quantile
1,0.4863455891609192,0.0
2,0.5071781277656555,0.0
3,0.5582753419876099,0.0
4,0.5814145803451538,0.000244140625
5,0.5863114595413208,0.0009765625
6,0.5988171696662903,0.005719782784581184
7,0.6271417737007141,0.07503664493560791
8,0.6770313382148743,0.4345703125
9,0.7520316243171692,1.5727485418319702
