iteration,mu,alpha,beta
0,1.155,0.5775,1
1,0.596874555,0.394164846,1.522275894
2,0.7798427693,0.4522198878,1.357563794
3,0.7560390394,0.4527012676,1.438690374
4,0.8047847373,0.47522295,1.446468429
5,0.7744001204,0.4718099102,1.496800418
6,0.8076999221,0.5016011408,1.556881552
7,0.7805231703,0.4993222306,1.600689416
8,0.8064168132,0.5280951112,1.64901284
9,0.7828661504,0.5261725884,1.687879778
10,0.8045141625,0.5521688286,1.728636046
11,0.784247285,0.5503432939,1.763095585
12,0.8028648045,0.5730574423,1.797535329
13,0.7854171336,0.5712529868,1.827870876
14,0.8015784725,0.5907131494,1.856507346
15,0.7865221973,0.5889195688,1.883004826
16,0.8005847698,0.6053796023,1.906319107
17,0.7875595707,0.603610176,1.929310227
18,0.7997972628,0.6174098843,1.947887481
19,0.7885059499,0.6156850775,1.967732856
20,0.7938099765,0.6214073823,1.974966788
21,0.7867488324,0.6226477494,1.995591973
22,0.7974301638,0.6296189447,1.994537486
23,0.7899688417,0.6286220228,2.008533593
24,0.7970731349,0.6369753038,2.02053532
25,0.7906181059,0.6359972641,2.032446642
26,0.7967643673,0.6428638159,2.041647746
27,0.7911736849,0.6419220815,2.051767928
28,0.7938259524,0.6447344532,2.055233954
29,0.7903293243,0.6452567859,2.065544413
30,0.7929944301,0.6469781938,2.065131827
31,0.7909337024,0.6493116382,2.078388987
32,0.7931987259,0.6507351595,2.077886681
33,0.7914338724,0.6525459693,2.088637486
34,0.7933635691,0.6537246487,2.088080125
35,0.7918477221,0.6551216333,2.09679134
36,0.7934950372,0.6560990299,2.096207068
37,0.7921902372,0.6571703202,2.103263528
38,0.7935988314,0.6579821245,2.102674219
39,0.792473909,0.6587984407,2.108390997
40,0.7936800414,0.6594738658,2.10781295
41,0.7927090903,0.6600915482,2.112446618
42,0.7937430517,0.6606545,2.111891423
43,0.7929043237,0.6611181685,2.115650089
44,0.7937915453,0.6615882173,2.115125504
45,0.7934290082,0.6617606025,2.116650945
46,0.7940100741,0.6622400446,2.116924781
47,0.7936170514,0.6622265396,2.117858148
48,0.7940142346,0.6628462167,2.1190964
49,0.7936744949,0.6628251948,2.119870556
50,0.7940144678,0.6633241998,2.120818234
51,0.7937207854,0.6632986339,2.121461405
52,0.7940119368,0.6637009347,2.122183134
53,0.79375808,0.6636729897,2.122718403
54,0.7940075566,0.6639977312,2.123265
55,0.7937881408,0.6639689585,2.123711246
56,0.7940020203,0.6642314457,2.12412253
57,0.7938123895,0.6642029311,2.124495208
58,0.7939958422,0.6644154039,2.124802298
59,0.7938319689,0.664387883,2.125114076
60,0.7939106788,0.6644740027,2.125227651
61,0.7938084529,0.6644910179,2.125545702
62,0.7938874577,0.6645432544,2.125536118
63,0.7938268601,0.66461469,2.125946346
64,0.7938948565,0.6646579276,2.125931872
65,0.7938420284,0.6647125752,2.126261995
66,0.7939005648,0.6647484335,2.126244599
67,0.7938545515,0.6647900622,2.126510601
68,0.793904955,0.6648198581,2.126491713
69,0.7938649104,0.6648514133,2.126706342
70,0.7939083196,0.6648762189,2.126686978
71,0.7938734956,0.6648999989,2.126860407
72,0.7939108875,0.6649206888,2.126841277
73,0.7938806243,0.6649384845,2.126981628
74,0.7939128383,0.6649557733,2.126963208
75,0.7938996966,0.6649623755,2.127020088
76,0.7939208833,0.6649801496,2.127031123
77,0.7938923113,0.6649794109,2.127100229
78,0.7939138597,0.6649913195,2.127089149
79,0.7938964132,0.6650015142,2.127169836
80,0.7939149789,0.6650114663,2.127159175
81,0.7939074024,0.6650152467,2.127191877
82,0.7939196124,0.6650254688,2.12719816
83,0.7939031423,0.6650250219,2.127237923
84,0.7939155619,0.6650318766,2.127231504
85,0.7939055028,0.6650377158,2.127277888
86,0.7939162037,0.6650434447,2.127271717
87,0.7939118353,0.665045609,2.127290517
88,0.7939188725,0.6650514879,2.127294093
89,0.7939093776,0.6650512179,2.127316972
90,0.7939165363,0.6650551635,2.127313252
91,0.793910736,0.6650585077,2.127339917
92,0.7939169042,0.6650618057,2.127336344
93,0.7939143853,0.6650630447,2.127347152
94,0.7939184413,0.6650664257,2.127349187
95,0.7939157044,0.6650663442,2.127355769
96,0.7939184833,0.6650707238,2.127364622
97,0.7939161162,0.6650705865,2.127370073
98,0.7939184933,0.665074109,2.127376837
99,0.7939164465,0.6650739375,2.12738136
100,0.7939184812,0.6650767745,2.127386505
101,0.7939167117,0.6650765848,2.127390265
102,0.7939184544,0.6650788728,2.12739416
103,0.7939169249,0.6650786761,2.127397291
104,0.7939184184,0.6650805242,2.127400221
105,0.7939170965,0.6650803284,2.127402835
106,0.7939183772,0.6650818234,2.127405023
107,0.7939172348,0.6650816339,2.127407207
108,0.7939177842,0.6650822395,2.127408017
109,0.7939170718,0.6650823626,2.127410252
110,0.7939181742,0.6650830954,2.127410132
111,0.793917412,0.6650829819,2.127411636
112,0.7939181501,0.6650838413,2.127412889
113,0.7939174915,0.6650837315,2.127414147
114,0.7939178082,0.6650840797,2.127414611
