iteration,mu,alpha,beta
0,1.14,0.57,1
1,0.5600057078,0.4206039274,1.412793076
2,0.6747777833,0.5084176774,1.165873286
3,0.5179381277,0.543193976,1.155654444
4,0.5522782786,0.5830651724,1.073557438
5,0.5407249312,0.5672242545,1.108405637
6,0.5471642222,0.5748442842,1.095276492
7,0.5452565353,0.5721580425,1.103262746
8,0.5467815726,0.5739365755,1.101925912
9,0.5465859385,0.5735921809,1.106999277
10,0.5477044548,0.575075059,1.10583239
11,0.5473697509,0.5748727321,1.109771191
12,0.5482195502,0.5760798176,1.108787424
13,0.5478748178,0.5759412295,1.111868722
14,0.5485342616,0.5769118241,1.111053644
15,0.548224833,0.5768046914,1.113474298
16,0.5487426967,0.5775801038,1.11280522
17,0.548480089,0.5774912662,1.114711147
18,0.5488893981,0.5781086106,1.114164801
19,0.5486722887,0.5780326057,1.115667203
20,0.548996894,0.5785231873,1.115222501
21,0.548819732,0.5784575315,1.11640752
22,0.5490776085,0.578846984,1.116046312
23,0.5489340227,0.5787902863,1.116981286
24,0.5491390649,0.5790992873,1.11668833
25,0.5490231166,0.579050534,1.117426148
26,0.5491862181,0.5792956321,1.117188815
27,0.5491394965,0.5792747849,1.117479928
28,0.5492225476,0.5794483691,1.117578925
29,0.5491849065,0.5794305839,1.117808815
30,0.5492506024,0.5795670776,1.117883131
31,0.5492203041,0.5795519975,1.118064671
32,0.5492722825,0.5796593232,1.118120347
33,0.5492479108,0.5796466042,1.118263708
34,0.549289041,0.5797309973,1.118305324
35,0.5492694469,0.5797203182,1.11841854
36,0.5493019961,0.5797866829,1.118449565
37,0.5492862496,0.5797777518,1.11853898
38,0.5493120101,0.5798299438,1.118562042
39,0.5492993603,0.5798225002,1.118632664
40,0.5493197496,0.5798635504,1.118649749
41,0.5493095907,0.5798573651,1.118705534
42,0.5493257303,0.5798896556,1.118718143
43,0.5493175741,0.5798845298,1.118762212
44,0.5493303507,0.5799099327,1.118771477
45,0.549323804,0.579905695,1.118806294
46,0.5493339194,0.579925682,1.118813069
47,0.549328666,0.579922186,1.118840579
48,0.5493366752,0.5799379139,1.118845504
49,0.5493324604,0.5799350354,1.118867244
50,0.5493388027,0.5799474133,1.118870799
51,0.5493354218,0.5799450474,1.118887981
52,0.5493404447,0.5799547902,1.118890527
53,0.5493377332,0.5799528488,1.118904108
54,0.5493417115,0.5799605185,1.118905913
55,0.5493395374,0.5799589277,1.11891665
56,0.5493426887,0.5799649664,1.118917914
57,0.5493409457,0.5799636646,1.118926403
58,0.5493434423,0.5799684197,1.118927274
59,0.5493420451,0.5799673559,1.118933987
60,0.5493440231,0.5799711008,1.118934576
61,0.5493429034,0.5799702323,1.118939884
62,0.5493444707,0.5799731821,1.118940271
63,0.5493435734,0.5799724739,1.11894447
64,0.5493448155,0.5799747977,1.118944714
65,0.5493440966,0.5799742208,1.118948035
66,0.549345081,0.5799760517,1.11894818
67,0.5493445051,0.5799755822,1.118950808
68,0.5493452854,0.579977025,1.118950884
69,0.549344824,0.5799766432,1.118952963
70,0.5493454426,0.5799777803,1.118952994
71,0.5493450731,0.5799774701,1.118954639
72,0.5493455636,0.5799783664,1.11895464
73,0.5493452677,0.5799781146,1.118955942
74,0.5493456565,0.5799788212,1.118955924
75,0.5493454196,0.5799786169,1.118956955
76,0.549345728,0.5799791741,1.118956927
77,0.5493455383,0.5799790085,1.118957743
78,0.5493457828,0.5799794478,1.118957709
79,0.549345631,0.5799793136,1.118958355
80,0.5493458249,0.5799796601,1.118958319
81,0.5493457034,0.5799795515,1.118958831
82,0.5493458572,0.5799798249,1.118958795
83,0.54934576,0.5799797369,1.118959201
