iteration,mu,alpha,beta
0,1.115,0.5575,1
1,0.603695772,0.3916693934,1.46886144
2,0.7619203744,0.4340124629,1.363888253
3,0.7703272837,0.4251264883,1.790118314
4,0.8354776604,0.4443424552,1.762795843
5,0.7871905169,0.4683221356,1.881789201
6,0.8264700775,0.4828119079,1.874747303
7,0.770386387,0.5293570794,2.122826031
8,0.8270838164,0.5473313154,2.097813087
9,0.7917068356,0.5621283366,2.235611521
10,0.8273658605,0.5754152423,2.227516369
11,0.803750271,0.5916810302,2.349448976
12,0.8283182531,0.6022797218,2.349623849
13,0.7956082648,0.6353968685,2.575083931
14,0.8348723606,0.6490124699,2.555869428
15,0.8208835642,0.6541880619,2.61110274
16,0.8428193364,0.6675118869,2.62906719
17,0.8137074115,0.6684728648,2.697487563
18,0.8351323361,0.6773680964,2.694034969
19,0.8197494262,0.688506523,2.784870536
20,0.8363510022,0.695921931,2.784604223
21,0.8243951926,0.7064199489,2.865784003
22,0.8376134962,0.7127006725,2.867389239
23,0.8281046019,0.7224142835,2.940071371
24,0.8388586477,0.7277943508,2.942731344
25,0.8234985305,0.7456606949,3.074337284
26,0.8431124494,0.7527642859,3.0642045
27,0.8353205915,0.7551502361,3.096077151
28,0.8477966225,0.7623742455,3.104488658
29,0.8393120141,0.7622480081,3.124518711
30,0.8481261039,0.7721646362,3.156621754
31,0.8405888278,0.7720437635,3.174582389
32,0.8484570588,0.7808619295,3.203278802
33,0.8417231447,0.7807363938,3.219392632
34,0.848776038,0.7885764337,3.244928421
35,0.8427288424,0.7884399434,3.259394855
36,0.8490751168,0.7954091594,3.282027601
37,0.8436194421,0.7952583337,3.295024411
38,0.849349862,0.8014528478,3.315011459
39,0.8444074614,0.8012864106,3.326696889
40,0.8495981884,0.8067922874,3.344288367
41,0.8451042878,0.8066104167,3.3548032
42,0.8498196049,0.8115045892,3.370237586
43,0.8457201944,0.8113084215,3.379707044
44,0.8500146843,0.8156595402,3.393208414
45,0.8462644018,0.8154508039,3.401743861
46,0.850184685,0.8193200314,3.413520332
47,0.8467451539,0.8191007796,3.421220803
48,0.8503312798,0.8225425319,3.431463864
49,0.8471697996,0.8223149527,3.438417429
50,0.8488114915,0.8238448461,3.442856797
51,0.8467292661,0.8243772756,3.451359934
52,0.8500881526,0.8262366156,3.453176658
53,0.8477694139,0.8261291408,3.458638724
54,0.8502168572,0.8286204818,3.46647331
55,0.8480787475,0.8285004525,3.471402435
56,0.8503262562,0.8307152058,3.47819019
57,0.8483518242,0.8305853012,3.482642341
58,0.8493845237,0.8315696177,3.485574621
59,0.8480786183,0.8319248723,3.491065174
60,0.8501946549,0.8331147712,3.492318017
61,0.8487349848,0.8330547695,3.495825659
62,0.8502848311,0.834658628,3.500959952
63,0.8489339079,0.8345883005,3.50412616
64,0.8503608867,0.8360136435,3.508562696
65,0.8491094399,0.8359352225,3.511423241
66,0.8504245737,0.8372025834,3.515248945
67,0.8492643491,0.8371180113,3.517835668
68,0.8498706964,0.8376815768,3.51948121
69,0.8490986278,0.8378744775,3.52264502
70,0.8503462118,0.8385612928,3.52329979
71,0.8494826884,0.8385175615,3.525338979
72,0.8503970975,0.8394350774,3.528212907
73,0.849595495,0.8393855188,3.530055713
74,0.8504395222,0.8402012463,3.532529814
75,0.8496950339,0.8401472686,3.53419664
76,0.8500847371,0.8405100201,3.53525927
77,0.8495883302,0.8406342689,3.537299512
78,0.8503909809,0.8410763399,3.537722161
79,0.8498352207,0.8410480672,3.539037261
80,0.8504243111,0.8416386619,3.540888831
81,0.8499077069,0.8416064438,3.542077576
82,0.850179814,0.841868938,3.542873492
83,0.8498357528,0.8419650206,3.544346899
84,0.8503951104,0.8422817046,3.544691404
85,0.8500089844,0.8422663284,3.545630976
86,0.8504209482,0.8426941298,3.54701248
87,0.8500617845,0.8426754147,3.547861223
88,0.8504425038,0.8430555428,3.549050045
89,0.8501083564,0.8430342455,3.549817422
90,0.850284344,0.8432032147,3.550327987
91,0.8500615124,0.8432644763,3.551277682
92,0.8504235946,0.8434686398,3.551495951
93,0.8501734777,0.8434582105,3.552102582
94,0.8504402015,0.8437335482,3.552988207
95,0.8502073995,0.843720968,3.553536324
96,0.8504540253,0.843965642,3.554297833
97,0.8502373198,0.8439514073,3.55479352
98,0.8503513797,0.8440601803,3.555120322
99,0.8502067139,0.844099104,3.555732389
100,0.8504415761,0.8442308032,3.555869766
101,0.8502792126,0.8442236438,3.556261607
102,0.8504521897,0.8444008556,3.556828396
103,0.8503010049,0.8443923292,3.557182523
104,0.8504610067,0.8445498226,3.55766956
105,0.8503202271,0.844540251,3.557989889
106,0.8503942506,0.8446102768,3.558198764
107,0.8503001867,0.8446349474,3.558593213
108,0.8504527287,0.844719936,3.558679262
109,0.8503471858,0.8447149961,3.558932441
110,0.8504594864,0.8448290549,3.559294774
111,0.8503611855,0.8448232541,3.559523639
112,0.8504650895,0.8449246347,3.559834808
113,0.8503735348,0.8449181801,3.560041877
114,0.850421617,0.8449632635,3.560175249
115,0.8503603952,0.8449788726,3.56042945
116,0.8504595543,0.8450337329,3.560483149
117,0.8503908871,0.8450303206,3.56064677
118,0.8504638459,0.8451037345,3.560878225
119,0.8503998806,0.8450997835,3.561026167
120,0.8504336384,0.8451324143,3.561125498
121,0.8503909378,0.8451443732,3.561309047
122,0.8504604122,0.8451837353,3.561352045
123,0.8504124347,0.8451818167,3.561469088
124,0.8504636844,0.845234998,3.561641051
125,0.8504189857,0.8452326437,3.561746809
126,0.850466405,0.8452798978,3.561894583
127,0.8504247633,0.8452772081,3.561990229
128,0.8504467075,0.8452982148,3.562053616
129,0.8504188894,0.845305778,3.562171886
130,0.8504640851,0.845331189,3.562198723
131,0.8504328448,0.84532984,3.562274367
132,0.8504661601,0.8453640672,3.562384167
133,0.850437053,0.8453624463,3.562452534
134,0.8504678824,0.8453928634,3.562546845
135,0.8504407647,0.8453910345,3.562608689
136,0.8504550334,0.8454045585,3.562649123
137,0.8504369056,0.8454093377,3.562725333
138,0.8504663148,0.8454257443,3.56274205
139,0.8504459674,0.8454248004,3.562790944
140,0.8504676292,0.8454468297,3.562861031
141,0.8504486707,0.8454457165,3.562905231
142,0.8504687184,0.8454652966,3.562965404
143,0.8504510553,0.8454640549,3.563005396
144,0.8504603349,0.8454727621,3.563031181
145,0.8504485197,0.8454757798,3.563080291
146,0.8504676598,0.8454863738,3.563090684
147,0.850454405,0.8454857165,3.56312229
148,0.8504684918,0.8454998955,3.563167018
149,0.8504561416,0.8454991331,3.563195596
150,0.8504626608,0.8455054354,3.563214787
151,0.8504544141,0.845507745,3.563250247
152,0.8504678325,0.8455153475,3.563258552
153,0.8504585655,0.8455149764,3.563281164
154,0.8504684657,0.8455252478,3.563314379
155,0.8504598305,0.8455247922,3.563334812
156,0.850468992,0.8455339188,3.56336335
157,0.8504609461,0.8455333981,3.563381829
158,0.8504651863,0.8455374553,3.563394069
159,0.8504598102,0.8455389147,3.563416916
160,0.8504685444,0.8455438234,3.563422091
161,0.8504625066,0.8455435614,3.563436707
162,0.8504689453,0.845550172,3.563457905
163,0.8504633192,0.8455498575,3.563471115
164,0.850469278,0.8455557323,3.563489321
165,0.8504640359,0.8455553775,3.563501271
166,0.850466794,0.8455579896,3.563509075
167,0.8504632891,0.8455589111,3.563523798
168,0.8504689746,0.8455620808,3.563527017
169,0.8504650406,0.8455618971,3.563536465
170,0.8504692283,0.8455661518,3.563549992
171,0.8504655626,0.8455659355,3.563558533
172,0.8504694385,0.8455697173,3.563570146
173,0.850466023,0.8455694762,3.563577874
174,0.8504678172,0.8455711579,3.563582849
175,0.8504655322,0.8455717396,3.563592336
176,0.8504692333,0.8455737864,3.563594336
177,0.85046667,0.8455736584,3.563600444
178,0.8504693937,0.8455763969,3.563609075
179,0.8504670053,0.8455762487,3.563614597
180,0.8504682659,0.8455774659,3.5636183
181,0.8504666708,0.845577911,3.56362515
182,0.8504692658,0.8455793799,3.563626748
183,0.8504674734,0.8455793074,3.563631118
184,0.8504693879,0.8455812912,3.563637527
185,0.8504677176,0.8455812025,3.563641475
186,0.8504694893,0.8455829652,3.563646982
187,0.8504679331,0.8455828639,3.563650553
188,0.8504687531,0.8455836475,3.563652914
189,0.8504677131,0.8455839287,3.563657328
190,0.8504694024,0.8455848772,3.563658323
191,0.8504682345,0.845584826,3.563661147
192,0.8504694797,0.8455861028,3.563665237
193,0.8504683914,0.8455860415,3.56366779
194,0.8504695438,0.8455871762,3.563671303
195,0.8504685297,0.8455871071,3.563673612
196,0.8504690632,0.8455876117,3.563675118
197,0.8504683851,0.8455877892,3.563677961
198,0.8504694848,0.8455884016,3.56367858
199,0.8504687238,0.8455883658,3.563680406
200,0.8504695337,0.8455891875,3.563683016
201,0.8504688246,0.8455891454,3.563684667
