iteration,mu,alpha,beta
0,1.02,0.51,1
1,0.5824997722,0.3965286141,1.347459321
2,0.7426969358,0.4779186924,1.211845457
3,0.642545439,0.454628837,1.330760288
4,0.6745066387,0.5197154941,1.367296499
5,0.6041706977,0.508812185,1.50695292
6,0.6799060248,0.5654331095,1.446888613
7,0.6348968299,0.5527513714,1.531913733
8,0.6681259831,0.6511359249,1.664911867
9,0.6341351439,0.6375203962,1.740938793
10,0.6499851521,0.6722033634,1.78824421
11,0.6267728652,0.6686518372,1.861202077
12,0.654964673,0.6958611187,1.838048567
13,0.6388567417,0.6903149948,1.880147435
14,0.652856878,0.7345011395,1.953520567
15,0.6409922518,0.7292671248,1.984107545
16,0.6515395062,0.7556459598,2.022803785
17,0.6427183019,0.7511638174,2.044449522
18,0.646401092,0.7589176449,2.053022693
19,0.640923816,0.7572823413,2.070324921
20,0.6442868481,0.7604475532,2.066334257
21,0.6424991929,0.7661308248,2.091192949
22,0.6447182633,0.7680993979,2.088160514
23,0.6434701252,0.7708029437,2.101888638
24,0.6449536194,0.7720537918,2.09962109
25,0.6445048518,0.7726719226,2.103405272
26,0.6453968027,0.7736325318,2.102697825
27,0.6448988586,0.7734515023,2.104206963
28,0.6453534042,0.7749474871,2.107002576
29,0.6450078033,0.7747928614,2.107962694
30,0.6453065288,0.7756030912,2.109267313
31,0.6450669545,0.7754813915,2.109887017
32,0.6451655329,0.7757042784,2.110174844
33,0.6450245401,0.7756683352,2.110652345
34,0.6451123656,0.775754683,2.110556346
35,0.6450665972,0.7759239996,2.11128154
36,0.6451266276,0.7759784517,2.111201531
37,0.6450924645,0.7760577001,2.111594691
38,0.6451335666,0.7760926356,2.111532469
39,0.6451211106,0.7761103804,2.111640595
40,0.645146181,0.7761375584,2.111621148
41,0.6451322128,0.7761325255,2.111663851
42,0.6451450322,0.776175019,2.111744051
43,0.6451353569,0.7761707207,2.111771074
44,0.6451437211,0.7761936801,2.111808387
45,0.6451370303,0.7761902953,2.111825773
46,0.6451397907,0.7761965893,2.111834039
47,0.6451358597,0.776195615,2.111847452
48,0.6451383114,0.7761980379,2.11184481
49,0.6451370412,0.7762028576,2.111865332
50,0.6451387183,0.7762043848,2.111863114
51,0.6451377665,0.7762066434,2.111874226
52,0.6451389155,0.7762076227,2.111872495
