iteration,mu,alpha,beta
0,1.19,0.595,1
1,0.5938711026,0.3958929035,1.495791931
2,0.7968029638,0.4582559867,1.24994736
3,0.7635915346,0.4478189802,1.254470601
4,0.7751319005,0.4485410456,1.154677997
5,0.7426275113,0.4356452565,1.170186128
6,0.7551375175,0.4359616923,1.130377041
7,0.7406333482,0.4289737998,1.13217103
8,0.7487354818,0.4237904938,1.080458758
9,0.7335613633,0.4166149701,1.086636294
10,0.7398965368,0.4151287394,1.065204548
11,0.7264032546,0.4070476581,1.064357169
12,0.7351899334,0.4084861294,1.049978123
13,0.7232600569,0.398339968,1.038449624
14,0.7329658193,0.4003657781,1.024905713
15,0.7269741064,0.3958514543,1.022040134
16,0.7347064003,0.3962184097,1.007358765
17,0.728068509,0.3929290338,1.010066104
18,0.7311551337,0.3920046847,1.00077695
19,0.7253239475,0.3882376917,1.000312468
20,0.7293532542,0.3887746199,0.9940009087
21,0.724193078,0.3839168406,0.9887590404
22,0.728692329,0.3847741683,0.9826650226
23,0.7259780088,0.3826288841,0.9813046657
24,0.7296347094,0.3827185563,0.9745570918
25,0.7265699639,0.3811822822,0.9757516743
26,0.7295095985,0.3801940015,0.9671689812
27,0.7261021117,0.3786580673,0.9690086146
28,0.7278160242,0.3784517646,0.9651645673
29,0.7248767153,0.3767743825,0.9656961377
30,0.7270140978,0.3771587644,0.9628333621
31,0.7257374946,0.3761232098,0.9621549258
32,0.7274874708,0.3761395848,0.9589474517
33,0.7260359094,0.3754058311,0.9594885791
34,0.7274438905,0.3748928548,0.9553793606
35,0.7258345711,0.3741626429,0.9562211307
36,0.7266465388,0.3740447138,0.9543828654
37,0.7252648775,0.3732407535,0.9545899936
38,0.7262738793,0.3734117408,0.9532329005
39,0.7256735542,0.3729094374,0.9528798699
40,0.7265019082,0.3729020553,0.9513425644
41,0.7258174537,0.3725508241,0.9515811212
42,0.726483283,0.3722829303,0.9495939158
43,0.7257256982,0.3719350246,0.9499751601
44,0.72610775,0.3718685451,0.949088748
45,0.7254586243,0.3714818997,0.9491611259
46,0.7259329912,0.3715572825,0.9485147058
47,0.7256506787,0.3713129417,0.9483280138
48,0.726040335,0.3713013964,0.9475877405
49,0.7257183936,0.3711330144,0.9476905585
50,0.7260309945,0.3709930875,0.9467241698
51,0.7256750165,0.3708270892,0.9468954159
52,0.7258540792,0.3707901751,0.9464659887
53,0.725549209,0.3706038205,0.946486623
54,0.7257717123,0.3706367253,0.9461778466
55,0.7255061714,0.3703985924,0.945979831
56,0.725755185,0.3704485136,0.945671882
57,0.7256105486,0.3703416536,0.9456292381
58,0.7258164135,0.3703542608,0.9452933145
59,0.7256494801,0.370275025,0.9453695024
60,0.7257331183,0.3702547788,0.9451609639
61,0.7255901006,0.3701648678,0.9451636281
62,0.7256942174,0.3701790277,0.9450159628
63,0.7255694142,0.3700628364,0.9449111035
64,0.7256859947,0.3700852368,0.9447644308
65,0.7256180474,0.3700333438,0.9447396629
66,0.72571436,0.3700375584,0.944577968
67,0.7256360652,0.3699996815,0.944611643
68,0.7256751077,0.3699887215,0.944510159
69,0.7256079772,0.3699452715,0.9445078925
70,0.7256566939,0.3699512861,0.9444371477
71,0.7255979897,0.3698945183,0.9443819148
72,0.7256525631,0.3699045255,0.9443119583
73,0.7256206304,0.3698792932,0.9442979421
