iteration,mu,alpha,beta
0,1.075,0.5375,1
1,0.5882018698,0.398563254,1.388101618
2,0.6984095114,0.443464895,1.270587402
3,0.6454289303,0.4892471443,1.36404645
4,0.6730682887,0.5026443266,1.347973967
5,0.6694025321,0.5131352849,1.498013234
6,0.6916789927,0.5265360945,1.479690828
7,0.6694862617,0.5500519154,1.582539526
8,0.6899291014,0.56106934,1.567541625
9,0.6844977977,0.5668447585,1.620067205
10,0.7012295782,0.5788547667,1.617384518
11,0.6823147532,0.5749806449,1.660454098
12,0.6950419482,0.5828197406,1.652326694
13,0.686371309,0.5964010967,1.733654059
14,0.6984008933,0.603660682,1.724458767
15,0.6893600777,0.6141663621,1.793485209
16,0.7008757874,0.6208752399,1.783410745
17,0.6963546366,0.6245884063,1.812573243
18,0.7063922586,0.6318040071,1.809067464
19,0.7005226843,0.6303773335,1.822095589
20,0.708501553,0.6439243441,1.849891243
21,0.7021741296,0.6419983635,1.8626455
22,0.7062268803,0.6477232958,1.872303678
23,0.7004535341,0.6467904822,1.887374225
24,0.7043785359,0.6494320124,1.885092433
25,0.70153509,0.6545778442,1.914908923
26,0.7054954167,0.6570613329,1.911800201
27,0.7039146927,0.6588351717,1.924021212
28,0.7075430143,0.6616465778,1.923298482
29,0.7054455318,0.6612022218,1.928411271
30,0.7083635232,0.6667208509,1.94077157
31,0.7061282406,0.6660854157,1.94561207
32,0.7075774956,0.6683525053,1.949884134
33,0.7055659256,0.6681220544,1.955624827
34,0.7069516898,0.6691064407,1.954966731
35,0.705973097,0.6712697823,1.966867674
36,0.7073962584,0.672193515,1.965831461
37,0.7062684729,0.6736659239,1.975468544
38,0.7077350795,0.6745494409,1.974120304
39,0.7071071754,0.6750154687,1.978075847
40,0.7084666262,0.6759922783,1.977456671
41,0.7076659902,0.6757766118,1.979259338
42,0.7087165994,0.6775168785,1.982720309
43,0.7078675863,0.6772394852,1.984441008
44,0.7083926092,0.6779585293,1.985569777
45,0.7076259438,0.6778083515,1.987527976
46,0.7081440021,0.6781511428,1.987171046
47,0.7077376119,0.6787327624,1.990859472
48,0.7082746199,0.6790605192,1.990377705
49,0.7080453243,0.6792452614,1.991883726
50,0.7085462062,0.6796108924,1.991674398
51,0.7082520327,0.6795339525,1.992349267
52,0.7086408038,0.6801947358,1.993696683
53,0.7083292312,0.6800945902,1.994337294
54,0.7085227849,0.6803662834,1.994778918
55,0.7082420253,0.6803144372,1.995510418
56,0.7084323157,0.6804418923,1.995384587
57,0.7082843836,0.6806671315,1.996782522
58,0.708482044,0.6807888193,1.996608729
59,0.7083980615,0.6808607138,1.997177916
60,0.7085829009,0.6809972217,1.997106431
61,0.7084745857,0.6809696095,1.99735826
62,0.7086186454,0.6812192199,1.997876548
63,0.7085039533,0.6811828815,1.998114822
64,0.7085755212,0.6812852246,1.998285519
65,0.7084722862,0.6812671192,1.998558582
66,0.7085424214,0.6813145377,1.998513851
67,0.7084883869,0.6814010804,1.999041746
68,0.7085612842,0.6814462776,1.998978836
69,0.7085304842,0.6814740603,1.999193347
70,0.7085987394,0.6815249805,1.999168924
71,0.7085588242,0.6815150535,1.999262787
72,0.708612236,0.6816091635,1.999461211
73,0.7085699679,0.6815959556,1.999549811
74,0.7085964614,0.6816344633,1.999615473
75,0.7085584447,0.6816281249,1.999717383
76,0.7085843277,0.6816457716,1.999701448
77,0.708564568,0.6816789189,1.999900528
78,0.7085914728,0.6816957096,1.999877735
79,0.7085801724,0.6817064134,1.999958497
80,0.7086053837,0.6817254031,1.999950192
81,0.70859067,0.6817218344,1.999985165
82,0.7086104785,0.6817572929,2.000060983
83,0.7085948944,0.6817524908,2.000093927
84,0.7086047067,0.6817669745,2.000119133
85,0.7085906993,0.6817647588,2.000157168
86,0.708600256,0.6817713272,2.000151493
87,0.7085930282,0.6817840057,2.000226536
88,0.7086029611,0.6817902444,2.000218279
89,0.7085988148,0.681794362,2.000248676
90,0.7086081282,0.6818014439,2.000245875
91,0.7086027038,0.6818001621,2.000258905
92,0.7086100513,0.6818135196,2.00028785
93,0.7086043046,0.681811774,2.0003001
94,0.7086079396,0.6818172214,2.000309766
95,0.7086027775,0.6818164496,2.000323962
96,0.7086063068,0.6818188949,2.000321945
97,0.7086036633,0.6818237408,2.000350229
98,0.7086073308,0.6818260591,2.000347239
99,0.7086058096,0.6818276416,2.00035868
100,0.7086092503,0.681830283,2.000357745
101,0.7086072505,0.6818298232,2.0003626
102,0.7086099762,0.681834855,2.000373645
103,0.708607857,0.6818342208,2.000378201
104,0.7086092038,0.6818362697,2.000381905
105,0.7086073014,0.6818360021,2.000387204
106,0.7086086049,0.6818369126,2.000386489
107,0.7086076382,0.6818387639,2.000397149
108,0.7086089924,0.6818396255,2.000396068
109,0.7086084344,0.6818402333,2.000400374
110,0.7086097056,0.6818412186,2.000400066
111,0.7086089683,0.6818410539,2.000401876
112,0.7086099796,0.6818429495,2.000406089
113,0.7086091981,0.6818427193,2.000407783
114,0.7086096972,0.68184349,2.000409202
115,0.708608996,0.6818433977,2.000411181
116,0.7086094775,0.6818437368,2.000410927
