iteration,mu,alpha,beta
0,1.07,0.535,1
1,0.6193134091,0.3789229984,1.361405358
2,0.7620531975,0.3914595127,1.249726043
3,1.176417322,0.01815476674,1.855031183
4,0.9811620831,0.01813444957,1.855288709
5,1.106972047,0.01816802644,1.849682798
6,1.028031722,0.01816476587,1.848089663
7,1.078716926,0.0181837572,1.844091552
8,1.046502884,0.01818814373,1.84168056
9,1.067092308,0.01820176122,1.838280737
10,1.053935797,0.01820948157,1.835522996
11,1.06230449,0.0182210356,1.832360748
12,1.056926533,0.01823021469,1.829460206
13,1.060319566,0.01824100145,1.826395072
14,1.055912607,0.01826070479,1.820484144
15,1.060840168,0.01827194487,1.817393228
16,1.057656593,0.01828178844,1.814457513
17,1.061638823,0.01830345509,1.808397444
18,1.057020112,0.0183132103,1.805492617
19,1.059923834,0.01832438598,1.802446238
20,1.056140474,0.0183451167,1.796543352
21,1.060354318,0.01835671637,1.793475582
22,1.057626775,0.01836710197,1.790541403
23,1.061019524,0.01838962607,1.784512259
24,1.057071656,0.01839996337,1.781605203
25,1.059543279,0.01841155177,1.778577046
26,1.056309804,0.01843333443,1.772684516
27,1.059894014,0.01844532125,1.769638866
28,1.055247488,0.01846720379,1.763781369
29,1.060433034,0.0184796889,1.760708767
30,1.057089387,0.01849061839,1.757801147
31,1.061258916,0.01851467336,1.751785897
32,1.056425926,0.01852550367,1.748910945
33,1.059455284,0.018537905,1.745886564
34,1.055514196,0.01856091684,1.740037864
35,1.059893568,0.01857378099,1.736991481
36,1.057063804,0.0185853084,1.734085439
37,1.060570637,0.01861028744,1.728104998
38,1.056490882,0.01862176282,1.725227366
39,1.059036241,0.01863460681,1.722223475
40,1.055709563,0.01865877354,1.716386238
41,1.059386447,0.01867204979,1.713364689
42,1.054626471,0.0186963289,1.707564107
43,1.059925012,0.01871014416,1.704515295
44,1.056514342,0.01872227388,1.701636988
45,1.060750088,0.01874890964,1.695674489
46,1.055840776,0.01876093731,1.692829832
47,1.058906444,0.01877465822,1.689831963
48,1.054921502,0.01880017883,1.684041179
49,1.059335605,0.01881439727,1.681021478
50,1.056487206,0.018827186,1.678144966
51,1.05999965,0.0188548226,1.672221027
52,1.0559112,0.01886756349,1.669373499
53,1.058450749,0.01888176228,1.666398266
54,1.055131814,0.01890855105,1.660620319
55,1.058785489,0.01892321213,1.657627958
56,1.054059207,0.01895013735,1.65188745
57,1.059302408,0.0189653715,1.648868522
58,1.055931863,0.01897883369,1.646020497
59,1.06009551,0.01900826095,1.640119232
60,1.055266779,0.0190216288,1.637304921
61,1.058267968,0.01903677106,1.634338428
62,1.054366602,0.01906506025,1.628609106
63,1.058669727,0.01908072876,1.625621828
64,1.055895046,0.01909491594,1.622776089
65,1.059294174,0.01912543376,1.616916871
66,1.055331454,0.01913958737,1.6140999
67,1.060232361,0.01917092498,1.608221397
68,1.054566895,0.01918492814,1.605443467
69,1.058088706,0.01920108114,1.602485382
70,1.053532914,0.01923093257,1.596808354
71,1.058564738,0.01924768559,1.593825341
72,1.055332804,0.01926262847,1.591008732
73,1.059297984,0.01929508462,1.585177179
74,1.054692352,0.01930995235,1.582393504
75,1.057538118,0.019326631,1.579463194
76,1.0538342,0.01935797978,1.57379919
77,1.057896486,0.01937520734,1.57084993
78,1.05266409,0.01940669786,1.565227948
79,1.058447226,0.01942460581,1.562249468
80,1.054745738,0.01944034042,1.559463444
81,1.059289775,0.01947484946,1.553661133
82,1.054027802,0.01949046363,1.550912307
83,1.057278218,0.01950821956,1.547994357
84,1.053067105,0.01954132421,1.542383474
85,1.057690015,0.01955969543,1.539443434
86,1.054720258,0.01957629402,1.53665885
87,1.058330085,0.01961203631,1.530906325
88,1.054123613,0.01962859504,1.528152834
89,1.059288175,0.0196652875,1.522380754
90,1.053323933,0.01968167398,1.51966902
91,1.057005731,0.01970057814,1.516763745
92,1.052256196,0.01973552636,1.511208932
93,1.057472742,0.0197551193,1.508278217
94,1.054133573,0.01977261889,1.505524151
95,1.058193255,0.0198105798,1.499806916
96,1.053476758,0.01982800441,1.497087338
97,1.056366802,0.01984749832,1.494214532
98,1.052609358,0.01988421215,1.488673719
99,1.056700141,0.01990432842,1.485782421
100,1.051442724,0.01994122983,1.480285412
101,1.057216198,0.01996211064,1.477365539
102,1.053532384,0.01998056667,1.474642716
103,1.058007994,0.02002086975,1.468963356
104,1.052820704,0.02003921647,1.466278191
105,1.055995143,0.02005992959,1.463422796
106,1.05188355,0.02009873308,1.457938072
107,1.056359111,0.02012012963,1.455062097
108,1.050626569,0.02015910256,1.449624598
109,1.05691775,0.02018134152,1.446717139
110,1.052915597,0.02020081401,1.444026259
111,1.057771244,0.02024359133,1.438387413
112,1.052154558,0.02026292129,1.435737122
113,1.055585528,0.02028492075,1.432900623
114,1.051156192,0.02032594409,1.427473552
115,1.055973743,0.0203486888,1.424614639
116,1.052893305,0.02036926754,1.421923721
117,1.056581405,0.02041351977,1.416345794
118,1.05227778,0.02043407051,1.413687758
119,1.057489353,0.02047946719,1.40809183
120,1.051471345,0.02049984237,1.405477149
121,1.055139316,0.02052320258,1.402660865
122,1.050418148,0.02056658278,1.397293233
123,1.055546698,0.02059075178,1.394452883
124,1.052276464,0.02061250203,1.391793114
125,1.056182321,0.02065942957,1.386262749
126,1.051631192,0.02068113631,1.383637682
127,1.057128207,0.0207292943,1.378088063
128,1.05078903,0.02075079743,1.375508635
129,1.054642065,0.02077558829,1.37271458
130,1.049694988,0.02082148552,1.367407321
131,1.055058797,0.02084714637,1.364588008
132,1.051646892,0.0208701522,1.361959567
133,1.055708218,0.02091990253,1.35648007
134,1.050979896,0.02094285489,1.353887723
135,1.056671803,0.02099391948,1.348388272
136,1.050113866,0.021016648,1.345843225
137,1.054086469,0.02104293949,1.343073737
138,1.04899568,0.0210915326,1.3378274
139,1.054501063,0.0211187508,1.335032031
140,1.051006369,0.02114310709,1.332434839
141,1.055147841,0.02119583359,1.327009831
142,1.050326949,0.02122013417,1.324449607
143,1.056105933,0.0212742543,1.319004606
144,1.049450575,0.0212983215,1.3164926
145,1.053465946,0.0213261838,1.313750304
146,1.048326887,0.02137767178,1.308565091
147,1.05386573,0.02140651084,1.305796953
148,1.05035555,0.02143232402,1.303230704
149,1.054491912,0.02148818684,1.29786407
150,1.049673772,0.02151395188,1.295335074
151,1.055419524,0.02157128117,1.289949154
152,1.048801479,0.02159681676,1.287468462
153,1.05277513,0.02162632089,1.284756209
154,1.047691821,0.0216809237,1.279632052
155,1.053146912,0.02171144604,1.276894715
156,1.04969353,0.02173883443,1.274358938
157,1.053734041,0.02179800206,1.269054741
158,1.049019569,0.02182536147,1.266555875
159,1.054605872,0.02188606017,1.261233884
160,1.048165729,0.02191320996,1.258782531
161,1.052010304,0.02194442906,1.256103303
162,1.047089241,0.02200238798,1.251039976
163,1.052341154,0.02203465665,1.248337157
164,1.045704307,0.02209288232,1.243330461
165,1.052852899,0.0221264214,1.240592604
166,1.048372173,0.02215553011,1.23812201
167,1.053638221,0.02221975364,1.232869686
168,1.047554202,0.02224869466,1.230444707
169,1.051160181,0.02228169596,1.227802068
170,1.046533684,0.02234328575,1.222798641
171,1.051434979,0.0223773533,1.220134811
172,1.045234542,0.02243929335,1.215185919
173,1.051871619,0.02247463905,1.212490437
174,1.047711755,0.02250565115,1.210047097
175,1.052551093,0.02257358405,1.204869071
176,1.046939747,0.02260448819,1.202468713
177,1.053543531,0.02267427887,1.197267783
178,1.045971174,0.02270484829,1.194922441
179,1.050456355,0.02274080127,1.192300303
180,1.04476883,0.02280674267,1.187409328
181,1.050810016,0.02284397103,1.18475945
182,1.047020175,0.02287704015,1.18234311
183,1.051373946,0.02294889827,1.177243008
184,1.046298046,0.0229819327,1.174866611
185,1.052207006,0.02305567041,1.169748444
186,1.045406467,0.02308846347,1.167422564
187,1.049396826,0.02312638594,1.164845211
188,1.044313447,0.02319664985,1.160011786
189,1.049658704,0.02323583112,1.157411222
190,1.042945411,0.02330648291,1.152636385
191,1.050077269,0.02334716369,1.1500019
192,1.045640155,0.02338253244,1.147647726
193,1.050732226,0.02346041459,1.142617654
194,1.044834415,0.02349566137,1.140308675
195,1.051683536,0.02357568833,1.135255443
196,1.043843039,0.02361056601,1.133003531
197,1.048426787,0.02365178736,1.130455294
198,1.042638419,0.02372726591,1.125733114
199,1.048718955,0.02376993118,1.123157666
200,1.044923788,0.0238078109,1.120826217
201,1.049199872,0.0238901055,1.115886747
202,1.044198612,0.02392799351,1.113595194
203,1.049915969,0.02401240645,1.108640134
204,1.043325063,0.02405009422,1.10639816
205,1.047127134,0.02409346848,1.103904252
206,1.042280029,0.02417414089,1.099235659
