iteration,mu,alpha,beta
0,1.02,0.51,1
1,0.5803339948,0.3991401391,1.30999449
2,0.7274640427,0.4779803151,1.124524987
3,0.6246666397,0.44781788,1.221885992
4,0.6360213982,0.4725022455,1.190960743
5,0.6014955106,0.4706596671,1.228343375
6,0.626778735,0.4947668318,1.195237832
7,0.6078339222,0.4888389024,1.223753535
8,0.6106312953,0.5060548239,1.232589336
9,0.5986638534,0.5037116073,1.26139769
10,0.6131890079,0.5162323505,1.251273361
11,0.6049117747,0.5132257984,1.26913537
12,0.6135303787,0.5328040684,1.301110992
13,0.6072188253,0.5302254522,1.3158117
14,0.6152690859,0.5447332625,1.343548366
15,0.6103239537,0.5428436475,1.355013659
16,0.6158784248,0.5546665398,1.377003858
17,0.6086894659,0.5519051126,1.394729907
18,0.6133544758,0.5554925543,1.390486498
19,0.6117406206,0.560602997,1.417093328
20,0.6179299809,0.565611298,1.412198124
21,0.6145744235,0.5641711227,1.419773372
22,0.6181636503,0.5710480918,1.432203828
23,0.6158022112,0.5700741243,1.437791574
24,0.6184474272,0.5753364214,1.448124025
25,0.6151748462,0.5740829177,1.456268287
26,0.6172762494,0.5757184193,1.454317514
27,0.6165191067,0.5780315411,1.466477378
28,0.6193179371,0.5802981204,1.464235949
29,0.6178107622,0.5796429738,1.467698275
30,0.6193994907,0.5826977303,1.47343979
31,0.6183784934,0.5822829865,1.475911888
32,0.6206433117,0.5869621741,1.485429249
33,0.6191278228,0.5861597718,1.488369091
34,0.6197855067,0.5870562347,1.489298067
35,0.618929451,0.5867551714,1.491571548
36,0.6194863524,0.5872028108,1.491103244
37,0.6191383758,0.5886548989,1.498348672
38,0.6199027453,0.5891875569,1.497375116
39,0.6197038621,0.5893160862,1.498701469
40,0.6201592786,0.5897085393,1.498422985
41,0.6196808867,0.5895229153,1.499626879
42,0.6199877219,0.5897623778,1.49933876
43,0.6198773899,0.5900955266,1.501127673
44,0.6200816667,0.5902612733,1.500961276
45,0.6199596825,0.5908186588,1.503703013
46,0.6202397658,0.5910148396,1.503349295
47,0.6201674559,0.5910655957,1.503848543
48,0.6203349791,0.591211353,1.503751398
49,0.6201597142,0.591144728,1.504198812
50,0.6202724667,0.5912333822,1.504095367
51,0.6202331567,0.5913613565,1.504771189
52,0.6203833617,0.5914842375,1.50465265
53,0.6203028765,0.5914494743,1.504841378
54,0.6203870477,0.5916153227,1.505165577
55,0.6203341887,0.5915944195,1.505297322
56,0.6204523176,0.5918470597,1.50583254
57,0.6203756391,0.5918069384,1.505984217
58,0.6204088545,0.5918544009,1.506039758
59,0.6203666221,0.5918407242,1.50615724
60,0.6204221319,0.591886444,1.506114631
61,0.6203924644,0.5918737849,1.50618486
62,0.6204237796,0.5919363218,1.506308888
63,0.6203848637,0.5919211889,1.506406958
64,0.6204098171,0.5919406682,1.506383475
65,0.6204008375,0.5919676817,1.506529049
66,0.6204174535,0.5919811645,1.506515474
67,0.6204075031,0.5920263628,1.506738312
68,0.6204302849,0.59204232,1.506709506
69,0.6204243917,0.5920464157,1.506750105
70,0.6204380332,0.5920582741,1.50674214
71,0.6204237581,0.592052832,1.506778557
72,0.620432938,0.5920600459,1.506770109
73,0.6204297276,0.5920704114,1.506825012
74,0.6204419563,0.5920804085,1.50681532
75,0.6204354024,0.5920775724,1.506830679
76,0.6204422412,0.5920910317,1.506856974
77,0.6204379437,0.5920893297,1.506867681
78,0.6204475319,0.5921098239,1.506911094
79,0.6204413061,0.5921065654,1.50692341
80,0.620444,0.592110415,1.506927915
81,0.6204405746,0.5921093055,1.506937445
82,0.6204450766,0.5921130136,1.506933989
83,0.6204426706,0.5921119869,1.506939685
84,0.6204452094,0.5921170577,1.506949747
85,0.6204420552,0.5921158315,1.506957698
86,0.6204440777,0.5921174106,1.506955795
87,0.6204433502,0.5921196015,1.506967601
88,0.620444697,0.5921206945,1.506966501
89,0.620443891,0.5921243599,1.506984571
90,0.6204457375,0.5921256534,1.506982236
91,0.6204452598,0.5921259856,1.506985528
92,0.6204463656,0.592126947,1.506984883
93,0.6204452085,0.5921265059,1.506987835
94,0.6204459527,0.5921270907,1.506987151
95,0.6204456925,0.5921279313,1.506991602
96,0.6204466838,0.5921287417,1.506990817
97,0.6204461525,0.5921285119,1.506992062
98,0.6204467069,0.5921296031,1.506994195
99,0.6204463586,0.5921294652,1.506995063
