iteration,mu,alpha,beta
0,1.075,0.5375,1
1,0.5867920455,0.401524952,1.334214634
2,0.686953744,0.4445592977,1.180764279
3,0.5616405148,0.4526852095,1.030824543
4,0.5876728214,0.4635425613,0.9896760335
5,0.5835789373,0.4483274379,0.9941674517
6,0.5998466397,0.4496817091,0.9648451261
7,0.591155607,0.4405243373,0.973892421
8,0.6021450636,0.4346679454,0.9432842457
9,0.5939823116,0.427695124,0.9503145309
10,0.6006608603,0.4243097068,0.9244326017
11,0.5938288494,0.4188696248,0.9298963075
12,0.59853822,0.4164814147,0.9089036246
13,0.5930156951,0.4121926879,0.913149879
14,0.5965800978,0.4103211548,0.8963174425
15,0.5921712927,0.4069246882,0.8996084319
16,0.5949440996,0.405384904,0.886134133
17,0.5914428159,0.4026892504,0.8886734882
18,0.5936178549,0.4013937709,0.8778711143
19,0.5908447894,0.3992517428,0.8798202537
20,0.5925523815,0.3981500196,0.8711393227
21,0.5903597784,0.3964464634,0.8726269884
22,0.5916979627,0.3955044893,0.8656335526
23,0.5899663832,0.3941486386,0.8667622598
24,0.5910123465,0.3933411895,0.8611151154
25,0.589646063,0.392261276,0.8619660982
26,0.5904613944,0.3915684811,0.8573963536
27,0.5893840525,0.3907076832,0.8580336041
28,0.5900179386,0.3901132813,0.8543285815
29,0.5891688376,0.3894265835,0.8548022117
30,0.5896604312,0.3889169335,0.8517930543
31,0.5889914361,0.3883686587,0.8521420867
32,0.5893717716,0.3879321313,0.8496942492
33,0.5888447877,0.3874939922,0.8499489127
34,0.5894320853,0.3867475124,0.8459654457
35,0.5885284371,0.3861400834,0.8468298866
36,0.5888530683,0.3861365838,0.8458572696
37,0.5883029845,0.3856526572,0.8460405592
38,0.5886479645,0.3857665552,0.8453593977
39,0.588285719,0.3852512239,0.8448914639
40,0.5885547898,0.3853359836,0.8443488707
41,0.5882684304,0.3849165682,0.8439435399
42,0.5884783955,0.3849793558,0.8435106758
43,0.5882517556,0.3846376007,0.8431609065
44,0.5884156544,0.3846838441,0.8428151113
45,0.5882360945,0.3844050665,0.8425142859
46,0.5883640624,0.3844388804,0.842237701
47,0.5880793115,0.3839837486,0.8417218209
48,0.588314703,0.3840895708,0.8413435281
49,0.5882052113,0.3839766649,0.8413301548
50,0.5883346355,0.384001741,0.8410237785
51,0.588231711,0.383921643,0.8410885883
52,0.588294622,0.3838713464,0.8407539116
53,0.5882136171,0.3838073509,0.8408020369
54,0.5882621921,0.3837635053,0.8405288008
55,0.5881984339,0.3837123386,0.8405642881
56,0.588235889,0.3836742876,0.8403410457
57,0.5881857003,0.3836333479,0.8403669961
58,0.5882145384,0.3836004555,0.840184467
59,0.5881750262,0.383567674,0.8402032514
60,0.5882193622,0.3835110065,0.8399045858
61,0.5881515968,0.3834655526,0.8399687673
62,0.5881758557,0.38346498,0.8398957684
63,0.5881347197,0.3834286389,0.8399087353
64,0.5881605182,0.3834369892,0.8398577167
65,0.5881333453,0.383397974,0.8398217001
66,0.5881535276,0.3834042068,0.839780903
67,0.5881319796,0.3833723673,0.8397496701
68,0.5881477663,0.3833769931,0.8397170208
69,0.5881306693,0.3833509904,0.8396900433
70,0.5881430158,0.3833544003,0.8396638937
71,0.5881294428,0.3833331491,0.8396406724
72,0.588139097,0.3833356423,0.8396197118
73,0.5881175342,0.3833008834,0.8395798575
74,0.5881353245,0.3833088372,0.8395512112
75,0.5881270251,0.3833002291,0.8395500355
76,0.5881368156,0.3833020608,0.8395267134
77,0.5881290177,0.3832959713,0.8395315419
78,0.5881337633,0.3832920457,0.8395059477
79,0.588127627,0.3832871785,0.8395095235
80,0.5881312882,0.3832837573,0.8394886128
81,0.5881264588,0.3832798644,0.8394912416
82,0.5881292795,0.3832768965,0.8394741458
83,0.5881254781,0.3832737805,0.8394760613
84,0.5881276481,0.3832712162,0.8394620752
85,0.5881216626,0.383266224,0.8394648364
86,0.5881254886,0.3832676161,0.839457731
87,0.5881216091,0.3832625103,0.8394539692
88,0.5881246043,0.3832635636,0.8394482983
89,0.5881215317,0.3832594055,0.8394449798
90,0.5881238762,0.3832601995,0.8394404506
91,0.5881214415,0.3832568107,0.8394375419
92,0.5881232764,0.3832574068,0.839433922
93,0.5881213463,0.3832546429,0.8394313863
94,0.5881227821,0.3832550882,0.839428491
95,0.5881212513,0.3832528323,0.8394262908
96,0.5881223746,0.3832531631,0.8394239734
97,0.5881211599,0.3832513206,0.839422072
98,0.5881220385,0.3832515647,0.8394202157
99,0.5881210741,0.3832500588,0.8394185783
100,0.5881217612,0.3832502374,0.8394170903
101,0.5881202289,0.3832477741,0.8394142789
102,0.588121495,0.3832483409,0.8394122428
103,0.5881209047,0.3832477301,0.8394121634
104,0.5881216018,0.383247862,0.8394105077
105,0.588121047,0.3832474295,0.8394108531
106,0.5881213852,0.3832471529,0.8394090387
107,0.5881209487,0.3832468072,0.8394092946
108,0.5881212097,0.3832465661,0.8394078124
109,0.5881208661,0.3832462896,0.8394080006
110,0.5881210672,0.3832460803,0.8394067888
111,0.5881207967,0.383245859,0.8394069261
112,0.5881209515,0.3832456781,0.8394059347
113,0.5881207386,0.3832455008,0.8394060338
114,0.5881209763,0.3832451892,0.8394044107
115,0.5881206113,0.3832449439,0.8394047547
