iteration,mu,alpha,beta
0,1.01,0.505,1
1,0.5973866622,0.3872033994,1.303955765
2,0.6794467176,0.4070707734,1.231819235
3,0.7066637764,0.3856532479,1.25457237
4,0.7028234096,0.3845703057,1.255973912
5,0.7045647393,0.3813310239,1.231549623
6,0.7006920321,0.3802222226,1.233417532
7,0.702224727,0.3786871322,1.22407354
8,0.6984402836,0.3774609193,1.224955606
9,0.7023961416,0.377976523,1.22009224
10,0.70003165,0.3772676294,1.22092953
11,0.7012861316,0.3747090494,1.205422898
12,0.6989398122,0.3740426073,1.206433399
13,0.7003773679,0.372118957,1.193848322
14,0.6980657751,0.3714893652,1.194984351
15,0.6988592637,0.3707704057,1.189860652
16,0.6966946106,0.3700856018,1.190442074
17,0.6989642521,0.3703962096,1.187765702
18,0.6976169046,0.3699996725,1.188276711
19,0.6983407954,0.3686506489,1.180101799
20,0.6970398227,0.3682846147,1.180679677
21,0.6978385832,0.3672671868,1.17407812
22,0.6965865633,0.3669281804,1.174699344
23,0.6970087012,0.3665502,1.172018685
24,0.6958609073,0.3661879346,1.172331124
25,0.6970644404,0.3663528422,1.170926072
26,0.6963515024,0.366143362,1.171197579
27,0.6967281819,0.3654303637,1.166932083
28,0.6960502509,0.3652393892,1.167231195
29,0.6964574769,0.3647011747,1.16379455
30,0.69581381,0.364526334,1.164110396
31,0.6960259476,0.3643257664,1.162719336
32,0.6954423819,0.3641399697,1.16287008
33,0.6960529416,0.3642217494,1.162151543
34,0.6956909568,0.3641146016,1.162285285
35,0.6958752079,0.3637376426,1.160070052
36,0.6955338688,0.3636407254,1.160216618
37,0.6957322704,0.3633555528,1.158435044
38,0.6954105523,0.363267458,1.158589206
39,0.6955136298,0.3631607582,1.15786983
40,0.6952234791,0.3630669743,1.15793779
41,0.6955259644,0.3631059705,1.157575232
42,0.6953461632,0.3630520726,1.157638255
43,0.6954330392,0.3628528436,1.156490198
44,0.6952642573,0.3628043487,1.156559767
45,0.6953583993,0.3626532301,1.155637872
46,0.6951999435,0.3626093608,1.155711371
47,0.6952490629,0.3625525888,1.155339853
48,0.6951064441,0.362505608,1.155368884
49,0.6952544561,0.3625237522,1.155187087
50,0.6950778577,0.362469965,1.155244768
51,0.6951711365,0.3624837025,1.155141599
52,0.6950409427,0.3623434858,1.15468596
53,0.6951289048,0.3623575374,1.154594146
54,0.6950127851,0.3622441402,1.154245811
55,0.695095654,0.3622582393,1.154163587
56,0.6950435355,0.3622122008,1.154031276
57,0.6951150451,0.3622203938,1.153940675
58,0.6950293063,0.3621937599,1.153966099
59,0.6950743985,0.3622001303,1.153914926
60,0.6950098654,0.3621277391,1.153674991
61,0.6950524004,0.3621343227,1.153629573
62,0.6949949899,0.3620758881,1.153445716
63,0.6950350765,0.3620825429,1.153405143
64,0.6950093736,0.3620588638,1.153335112
65,0.6950439152,0.3620625239,1.153289894
66,0.6950022801,0.362049321,1.153300906
67,0.6950458726,0.3620551992,1.153250069
68,0.6950200719,0.3620475865,1.153259707
69,0.6950331966,0.3620210248,1.153104249
70,0.6950090634,0.3620141818,1.153114637
71,0.6950230041,0.3619940923,1.152989713
72,0.6950004175,0.3619879071,1.153000519
73,0.695007598,0.3619803836,1.152950145
74,0.6949873463,0.3619738245,1.152954823
75,0.6950084472,0.3619765269,1.152929514
76,0.6949959053,0.3619727608,1.152933874
77,0.6950018886,0.3619587225,1.152853476
78,0.6949901645,0.3619553461,1.152858265
79,0.6949966224,0.3619446933,1.152793745
80,0.6949856555,0.3619416489,1.152798788
81,0.6949890173,0.3619376422,1.152772811
82,0.694979173,0.3619343819,1.152774729
83,0.694989376,0.3619356132,1.15276212
84,0.694977191,0.3619318852,1.152766014
85,0.6949836208,0.3619328228,1.152758867
86,0.6949745983,0.3619230049,1.15272685
87,0.6949806612,0.3619239663,1.152720493
88,0.6949726172,0.3619160327,1.152696001
89,0.6949783298,0.361916999,1.152690311
90,0.6949747217,0.3619137798,1.152681004
91,0.69497965,0.3619143348,1.152674717
92,0.6949737346,0.3619124887,1.152676428
93,0.6949768424,0.3619129232,1.152672881
94,0.6949723692,0.3619078569,1.152656026
95,0.6949753007,0.3619083071,1.15265288
96,0.6949713234,0.3619042199,1.152639957
97,0.6949740864,0.3619046758,1.152637148
98,0.6949723068,0.3619030204,1.152632223
99,0.6949746867,0.3619032676,1.152629085
100,0.6949718146,0.3619023524,1.152629822
101,0.6949748184,0.3619027527,1.152626298
102,0.6949730389,0.3619022256,1.152626952
103,0.6949739306,0.3619003567,1.152616076
104,0.6949722672,0.3618998833,1.152616783
105,0.6949732171,0.3618984686,1.152608047
106,0.6949716612,0.3618980411,1.152608785
107,0.6949721513,0.3618975107,1.152605264
108,0.6949707564,0.3618970564,1.152605574
109,0.6949722079,0.3618972397,1.15260382
110,0.6949713442,0.3618969791,1.152604114
111,0.6949717489,0.3618959916,1.15259849
112,0.6949709418,0.3618957582,1.152598815
113,0.6949713804,0.3618950083,1.152594303
114,0.6949706257,0.361894798,1.152594646
