iteration,mu,alpha,beta
0,0.9187019702,1.412321197,12.56935538
1,0.9187052128,1.412323029,12.56936637
2,0.9187030024,1.412325532,12.56939984
3,0.9187069779,1.412328739,12.5694238
4,0.9187036683,1.412329619,12.56944261
5,0.9187061138,1.4123325,12.56946727
6,0.9187021045,1.412334471,12.56949992
7,0.9187056215,1.412336124,12.5695082
8,0.9187032011,1.412338179,12.56953736
9,0.9187053541,1.412339599,12.56954688
10,0.9187024469,1.412343731,12.56960006
11,0.9187058169,1.412345216,12.56960692
12,0.9187034909,1.41234699,12.56963275
13,0.9187055531,1.412348258,12.56964085
14,0.9187027557,1.412351845,12.56968779
15,0.9187059851,1.412353182,12.56969342
16,0.9187037501,1.412354711,12.56971632
17,0.9187057255,1.412355843,12.56972319
18,0.91870438,1.412357399,12.56974392
19,0.9187068022,1.412359383,12.56975885
20,0.9187047867,1.412359934,12.56977046
21,0.918706277,1.412361718,12.56978579
22,0.9187038357,1.412362946,12.56980599
23,0.9187059782,1.412363966,12.56981117
24,0.9187045046,1.412365245,12.56982923
25,0.9187058164,1.412366123,12.56983517
