iteration,mu,alpha,beta
0,1.04,0.52,1
1,0.5674458853,0.4146500898,1.271519046
2,0.6837171047,0.5281087189,1.00347802
3,0.5653636027,0.479976484,1.109457286
4,0.5654897827,0.5280338289,1.008647246
5,0.5295609373,0.5119578102,1.038391401
6,0.5189021022,0.5307953615,0.9940846656
7,0.4908752244,0.517716476,1.00859688
8,0.4965473569,0.5307522445,0.9772738504
9,0.4835561536,0.5240309107,0.9768879022
10,0.4847549302,0.528697015,0.9615570607
11,0.4709054013,0.5193955025,0.9524179819
12,0.4743526281,0.5246255394,0.9366671618
13,0.4695686795,0.5180834794,0.9365219025
14,0.471037058,0.520180179,0.9271715909
15,0.4651694196,0.5112373214,0.9219644257
16,0.4677425612,0.5146881196,0.9112316841
17,0.464789912,0.5097052495,0.9114645933
18,0.4660132481,0.5111916942,0.9048216669
19,0.4641142977,0.5077624488,0.9033039844
20,0.4651943049,0.5087567422,0.8945468177
21,0.4633571534,0.505735359,0.8966918899
22,0.4637530309,0.5057697573,0.8904812756
23,0.4626087027,0.5038067517,0.8911338824
24,0.4626809024,0.5029119587,0.8819206525
25,0.4611863833,0.5004638348,0.8839792669
26,0.4616253012,0.5007010493,0.8792205202
27,0.4606936317,0.4991192275,0.8800183754
28,0.4608156937,0.4989326704,0.8765242607
29,0.4596193728,0.4968091477,0.8767592269
30,0.4601720511,0.4974745189,0.8739682379
31,0.4593770026,0.4959882151,0.8734911434
32,0.4599145647,0.4965114979,0.8697225997
33,0.4590924324,0.4951550754,0.870800208
34,0.459321297,0.4952518361,0.8681175265
35,0.4588016929,0.4943628647,0.8685256878
36,0.4589195795,0.4941064783,0.8645450599
37,0.4582138692,0.4929597157,0.8656278559
38,0.4584615879,0.4931549966,0.8634955443
39,0.458018994,0.4924128436,0.8639758182
40,0.4581116215,0.4923969629,0.8624226359
41,0.4575425852,0.4914043318,0.8627112032
42,0.4578346539,0.4917748942,0.8613896389
43,0.457457717,0.4910858393,0.8613129764
44,0.4576090406,0.4912539861,0.8604250027
45,0.4570899081,0.4902558099,0.8599024722
46,0.4573623241,0.4906158038,0.8587911539
47,0.4570482072,0.4900559884,0.858853301
48,0.4571943348,0.4902329035,0.8581189008
49,0.4569819744,0.4898356404,0.8580016739
50,0.4570556396,0.4899090696,0.8574977845
51,0.4567569914,0.489321461,0.8570879011
52,0.4568965277,0.4895003452,0.8564705523
53,0.4567199601,0.4891790855,0.8564506953
54,0.4567934978,0.4892627558,0.8560352825
55,0.4566719097,0.4890303058,0.8559266049
56,0.4567431618,0.4890903086,0.8553458192
57,0.4566204022,0.4888851255,0.8554862668
58,0.4566487394,0.4888863039,0.8550631381
59,0.4565695145,0.4887487469,0.8551101783
60,0.4565784984,0.4886892098,0.8544690332
61,0.456470916,0.4885127895,0.8546209591
62,0.456504911,0.4885341012,0.8542816014
63,0.4564364407,0.4884179971,0.854345838
64,0.4564477991,0.4884088227,0.8540944653
65,0.4563583595,0.4882508377,0.8541247631
66,0.4564020062,0.4883050314,0.8539162022
67,0.4563417129,0.4881934282,0.8538934209
68,0.4563642969,0.4882173789,0.853750849
69,0.4562799434,0.4880532895,0.8536516566
70,0.4563219669,0.4881081956,0.8534739247
71,0.4562711999,0.4880168682,0.8534772015
72,0.4562937748,0.4880435853,0.8533581773
73,0.4562590389,0.4879780064,0.8533342537
74,0.4562816442,0.4879993167,0.8531689946
75,0.4562456492,0.4879396614,0.8532145114
76,0.4562553549,0.4879430975,0.8530951748
77,0.4562322355,0.4879033768,0.8531125123
78,0.4562371642,0.4878911054,0.8529332645
79,0.4562053954,0.4878394023,0.8529814712
80,0.45621651,0.4878480754,0.85288491
81,0.4561963832,0.4878142747,0.8529065985
82,0.4562006194,0.4878135613,0.8528357672
83,0.4561744946,0.4877679497,0.8528491995
84,0.4561879738,0.4877851287,0.8527884852
85,0.4561705018,0.4877532127,0.852785517
86,0.456177623,0.487761217,0.8527443676
87,0.4561655165,0.4877379903,0.8527329006
88,0.4561724033,0.4877435945,0.8526750182
89,0.4561602396,0.4877232163,0.8526885477
90,0.4561629343,0.4877230824,0.8526462003
91,0.4561550534,0.4877093633,0.8526505973
92,0.4561557762,0.4877030609,0.8525861914
93,0.4561450757,0.487685484,0.8526010567
94,0.4561483859,0.4876874457,0.8525670364
95,0.4561415566,0.487675842,0.8525732578
96,0.4561426342,0.487674803,0.8525479823
97,0.4561336872,0.4876589642,0.8525507396
98,0.4561380118,0.4876643111,0.8525298625
99,0.4561319616,0.4876530878,0.8525273877
100,0.4561341984,0.4876554379,0.8525130723
101,0.4561257101,0.4876388931,0.8525028377
102,0.4561298986,0.4876443538,0.8524850047
103,0.4561247951,0.4876351577,0.8524852127
104,0.4561270457,0.4876378098,0.8524732418
105,0.4561235463,0.4876311926,0.8524707473
106,0.4561257969,0.4876332911,0.8524540908
107,0.4561221793,0.4876272896,0.8524586159
108,0.4561231399,0.4876276019,0.8524465682
109,0.4561208132,0.4876235998,0.8524482749
110,0.4561212858,0.4876223128,0.8524301515
111,0.4561180901,0.4876171079,0.852434967
112,0.4561191981,0.4876179578,0.8524252171
113,0.4561171715,0.4876145512,0.8524273742
114,0.4561175899,0.4876144611,0.8524202129
115,0.4561149564,0.4876098582,0.8524215254
116,0.4561163087,0.4876115783,0.8524154032
117,0.4561145453,0.4876083532,0.8524150728
118,0.4561152592,0.4876091522,0.8524109182
119,0.4561140358,0.4876068024,0.8524097372
120,0.4561147247,0.4876073558,0.8524038859
121,0.4561134981,0.4876052991,0.8524052368
122,0.4561137656,0.4876052763,0.8524009515
123,0.4561129702,0.4876038904,0.8524013846
124,0.4561130365,0.4876032395,0.8523948609
125,0.4561119572,0.4876014655,0.8523963506
126,0.4561122881,0.4876016567,0.8523929087
127,0.4561115988,0.4876004847,0.8523935288
128,0.4561117052,0.4876003744,0.8523909692
129,0.4561108015,0.4875987731,0.8523912355
130,0.4561112363,0.4875993096,0.8523891262
131,0.4561106247,0.4875981739,0.8523888667
132,0.4561108494,0.4875984088,0.8523874191
133,0.4561099905,0.4875967331,0.8523863699
134,0.4561104121,0.4875972821,0.8523845683
135,0.4561098963,0.4875963518,0.8523845823
136,0.4561101227,0.4875966178,0.852383372
137,0.4561097687,0.4875959478,0.8523831144
138,0.4561099947,0.487596157,0.852381429
139,0.4561096294,0.4875955506,0.8523818828
140,0.4561097254,0.4875955799,0.8523806628
141,0.4561094903,0.4875951753,0.8523808327
142,0.4561095365,0.4875950417,0.8523789961
143,0.4561092138,0.4875945159,0.85237948
144,0.4561093249,0.4875946001,0.852378493
145,0.4561091202,0.4875942558,0.852378709
146,0.4561091619,0.4875942453,0.8523779836
147,0.4561088957,0.4875937798,0.8523781132
148,0.4561090319,0.4875939527,0.8523774942
149,0.4561088536,0.4875936263,0.8523774584
150,0.4561089254,0.4875937064,0.8523770382
151,0.4561086778,0.4875932303,0.8523767955
152,0.4561088088,0.4875934043,0.8523762638
153,0.4561086575,0.487593135,0.852376299
154,0.4561087288,0.4875932221,0.8523759453
155,0.456108626,0.4875930304,0.8523758944
156,0.4561086626,0.4875930677,0.8523756508
