iteration,mu,alpha,beta
0,1.015,0.5075,1
1,0.5863838248,0.3950239715,1.297872054
2,0.6603731311,0.4241759454,1.19606031
3,0.6093748393,0.4427205485,1.09979426
4,0.6279669632,0.4284461111,1.07721717
5,0.619687772,0.4248218629,1.083170992
6,0.6199825663,0.4244045731,1.069538477
7,0.6146619181,0.4214325685,1.07110394
8,0.6196301219,0.4229071959,1.061194919
9,0.6161817104,0.421063882,1.063390182
10,0.6169500112,0.4187311971,1.048677079
11,0.6145994428,0.4174178765,1.05037856
12,0.6156515051,0.4157025765,1.041178156
13,0.6139876146,0.4148067672,1.042411034
14,0.6146645861,0.4137907187,1.036271212
15,0.6135056641,0.4131718353,1.0371688
16,0.6140246589,0.4125227677,1.033143143
17,0.6132161716,0.4120973816,1.033788347
18,0.6134017955,0.4118957279,1.032455517
19,0.6128860987,0.4115527619,1.032584353
20,0.6134090172,0.4116709666,1.031548228
21,0.6130614494,0.4114696007,1.031752627
22,0.613167561,0.411130397,1.030110722
23,0.6129269764,0.4109930369,1.030260317
24,0.6130066321,0.4107762031,1.029179739
25,0.6128400962,0.4106824675,1.029288453
26,0.6128989409,0.4105441666,1.028576275
27,0.6127836885,0.4104801551,1.028654867
28,0.6128268662,0.4103920403,1.028185123
29,0.6127471094,0.4103483018,1.028241686
30,0.6127785667,0.4102922692,1.027931588
31,0.6127233757,0.4102623649,1.027972145
32,0.6127461724,0.4102268068,1.027767287
33,0.6127079805,0.410206349,1.027796275
34,0.6127244249,0.4101838391,1.027660844
35,0.6126979955,0.4101698357,1.027681506
36,0.6127098118,0.4101556255,1.027591911
37,0.6126915213,0.4101460346,1.027606602
38,0.6126957525,0.4101415636,1.027576945
39,0.6126841516,0.4101338735,1.027579955
40,0.6126959493,0.4101365628,1.027556752
41,0.6126881229,0.4101320412,1.027561399
42,0.6126905532,0.4101244891,1.027524801
43,0.6126851429,0.410121407,1.027528185
44,0.6126869474,0.4101165757,1.027504059
45,0.6126832067,0.4101144733,1.02750651
46,0.6126845357,0.4101113876,1.027490596
47,0.612681949,0.4101099524,1.027492364
48,0.6126829212,0.4101079852,1.027481861
49,0.6126811323,0.4101070049,1.027483132
50,0.6126818394,0.4101057532,1.027476196
51,0.612680602,0.4101050831,1.027477107
52,0.6126811139,0.4101042886,1.027472524
53,0.6126802579,0.4101038303,1.027473174
54,0.6126806269,0.4101033272,1.027470144
55,0.6126800347,0.4101030135,1.027470607
