iteration,mu,alpha,beta
0,1.175,0.5875,1
1,0.6010839981,0.3922897028,1.549568007
2,0.8081181746,0.4499558965,1.366953533
3,0.7767269214,0.4414934551,1.453318009
4,0.8117517162,0.451308494,1.447756511
5,0.7965769952,0.4541027467,1.551120452
6,0.8248159616,0.4634202925,1.543386491
7,0.8041011117,0.4702346053,1.620480039
8,0.8285928871,0.4787892021,1.612001773
9,0.8182641478,0.482181274,1.643750838
10,0.8353786051,0.4916674602,1.651015214
11,0.823352944,0.4915112469,1.671082786
12,0.8365028026,0.5048867875,1.699150252
13,0.8245909067,0.5043425897,1.717793806
14,0.8373968959,0.5161981235,1.739869829
15,0.8255620329,0.5152730588,1.75735474
16,0.8382210109,0.5257165275,1.774330035
17,0.8264049635,0.5244449315,1.79084644
18,0.8326794889,0.5290323609,1.797097685
19,0.8240872305,0.529776371,1.815891435
20,0.8308339196,0.5327533024,1.814969951
21,0.8249577794,0.5364182103,1.840394071
22,0.8314651268,0.5391195537,1.838793425
23,0.8257129834,0.5419147783,1.860866314
24,0.8320143693,0.5443829312,1.858691597
25,0.8291841853,0.5454168138,1.868274462
26,0.8339168206,0.5482080806,1.870425487
27,0.8306072299,0.5481306801,1.87648636
28,0.8343466238,0.5519495641,1.884727174
29,0.8310361523,0.5517356402,1.890289967
30,0.8347160216,0.5550268929,1.896570194
31,0.8313990486,0.5546992135,1.901719018
32,0.8332129141,0.5561259981,1.904034611
33,0.8308025045,0.5564191839,1.909996282
34,0.8327477151,0.5573253516,1.909903753
35,0.8310829464,0.5585115523,1.918113135
36,0.8330005078,0.5593369597,1.917738581
37,0.8313167868,0.5602290578,1.924797517
38,0.8332105481,0.560987731,1.924190153
39,0.8323605259,0.5613128172,1.927240625
40,0.8338109504,0.5621791852,1.927968235
41,0.83280542,0.5621563708,1.929878703
42,0.8339624612,0.5633403209,1.932522296
43,0.8329522457,0.5632742704,1.934266213
44,0.8340882163,0.5642919791,1.936262664
45,0.8330735071,0.5641903313,1.937869764
46,0.8336327578,0.5646309237,1.938600957
47,0.8328943613,0.5647204627,1.940461204
48,0.833494179,0.5650004987,1.940435103
49,0.8329816049,0.5653636003,1.942996147
50,0.8335768148,0.5656193931,1.942876977
51,0.8330533745,0.5658904267,1.945074786
52,0.8336447442,0.5661263305,1.944879213
53,0.8333785188,0.5662241103,1.945828718
54,0.833833792,0.5664926181,1.946045348
55,0.8335182471,0.5664833283,1.94664225
56,0.8338818838,0.5668481947,1.947451091
57,0.8335644638,0.5668255743,1.947995904
58,0.8339214352,0.5671393471,1.948602836
59,0.833602385,0.5671057881,1.949105
60,0.8337781486,0.5672417488,1.949325616
61,0.8335456514,0.5672672118,1.949903169
62,0.8337344287,0.5673542463,1.949890318
63,0.8335723835,0.567463625,1.950681145
64,0.8337601213,0.5675433141,1.950639262
65,0.833594283,0.5676244198,1.951318264
66,0.8337811802,0.5676980968,1.951252583
67,0.8336966949,0.5677270719,1.951546259
68,0.8338406945,0.5678103194,1.951607921
69,0.8337406642,0.5678064943,1.951794021
70,0.833855525,0.567918798,1.952037826
71,0.8337548792,0.5679108971,1.952207936
72,0.8338676892,0.5680075977,1.952389791
73,0.8337665205,0.5679963557,1.952546822
74,0.8338220917,0.5680383204,1.952612373
75,0.8337482716,0.5680453231,1.952791482
76,0.8338080607,0.5680724327,1.952785479
77,0.833756426,0.5681051953,1.95302899
78,0.8338159353,0.568130072,1.953014078
79,0.8337630975,0.568154201,1.953223421
80,0.8338223842,0.5681772515,1.953201209
81,0.833795469,0.5681857814,1.953291894
82,0.8338411247,0.568211604,1.953309043
83,0.8338093172,0.5682100984,1.953367049
84,0.8338456593,0.5682446613,1.953440147
85,0.8338136596,0.5682419127,1.953493271
86,0.8338493758,0.5682717195,1.953547458
87,0.8338172137,0.5682679522,1.953596591
88,0.8338348177,0.5682809097,1.953615941
89,0.8338113208,0.5682827863,1.953671486
90,0.8338302945,0.568291239,1.953668943
91,0.8338138051,0.5683010267,1.953743879
92,0.8338326977,0.5683088,1.953738615
93,0.8338242672,0.5683123779,1.953770875
94,0.8338388806,0.5683213845,1.953779512
95,0.8338288276,0.5683212775,1.953799417
96,0.8338405688,0.5683336879,1.953828319
97,0.8338304452,0.5683331185,1.953846404
98,0.8338419518,0.5683437582,1.953868266
99,0.8338317689,0.5683428101,1.953884864
100,0.8338374269,0.5683474054,1.953892913
101,0.8338300232,0.5683484446,1.953912318
102,0.833836079,0.5683513349,1.953912324
103,0.8338309484,0.5683552332,1.953939263
104,0.8338369736,0.5683578705,1.953938256
105,0.833831705,0.5683607894,1.953961318
106,0.833837706,0.5683632198,1.953959482
107,0.8338350149,0.5683642783,1.953969426
108,0.8338396513,0.5683670688,1.953971882
109,0.8338364503,0.5683670009,1.953978077
110,0.8338401657,0.5683708164,1.95398675
111,0.8338369431,0.5683706077,1.95399239
112,0.8338405872,0.5683738839,1.953998918
113,0.8338373464,0.5683735597,1.954004106
114,0.8338391395,0.5683749771,1.954006492
115,0.8338367799,0.5683752671,1.954012502
116,0.8338387028,0.5683761674,1.954012429
117,0.8338370617,0.5683773349,1.95402071
118,0.8338389754,0.5683781581,1.954020329
119,0.8338372921,0.5683790272,1.954027428
120,0.8338391985,0.5683797875,1.954026794
121,0.8338383395,0.5683800999,1.95402986
122,0.8338398107,0.5683809649,1.954030553
123,0.8338387915,0.5683809329,1.954032481
124,0.8338399675,0.5683821064,1.954035081
125,0.8338389416,0.5683820315,1.954036841
126,0.8338400959,0.5683830407,1.954038788
127,0.8338390644,0.5683829307,1.95404041
128,0.8338396328,0.568383368,1.954041116
129,0.8338388808,0.5683834479,1.954042978
130,0.8338394915,0.5683837285,1.954042932
