step,price,regime_signal,regime_active,latency_ms,short_vol,aggressiveness,pnl,pnl_delta,executed,fill_prob,dataset
0,100.0,low_vol,low_vol,0.0,0.0,1.1,0.0,0.0,0.0,1.0,nasdaq_micro
1,70.32723837015459,low_vol,low_vol,0.8996296106270621,0.2967276162984541,0.9241741172776357,0.0,0.0,0.0,0.7934315717507063,nasdaq_micro
2,31.427563278961948,high_vol,low_vol,1.2121298443888324,0.553123881908334,0.8080777139315772,-0.06095019237336885,-0.06095019237336885,4.0,0.7102424684266888,nasdaq_micro
3,44.53313558400054,high_vol,low_vol,0.5432326392601727,0.41700885902954005,0.8019956111359758,52.27562211748864,-0.08571691029236206,4.0,0.7839072699519333,nasdaq_micro
4,37.77999199240316,high_vol,low_vol,1.255009098183354,0.151643119287194,0.8080664414790455,-1.7495266152903923,0.0,0.0,0.7050695558775996,nasdaq_micro
5,39.073343377206314,transition,low_vol,0.7893396967431109,0.03423376545614993,0.843086435826246,8.518223169205896,-0.07906129392893035,4.0,0.7748816183759648,nasdaq_micro
6,21.4623462497051,high_vol,low_vol,0.9072522256656279,0.4507164118895109,0.7856760372775131,-202.85421224357378,-0.0404698827651373,4.0,0.7506292280858194,nasdaq_micro
7,13.770023107323862,high_vol,low_vol,0.6987419563225798,0.35841016880840476,0.7660117936623799,-325.9566977219117,-0.025315200238139823,4.0,0.7738570439455573,nasdaq_micro
8,7.404720999450015,high_vol,low_vol,0.6452220551752958,0.4622579104089036,0.7424337476764585,-453.2627398793887,0.0,0.0,0.7747890928908177,nasdaq_micro
9,4.22760527436103,high_vol,low_vol,1.0572356777292287,0.4290662302232542,0.7328110835194922,-516.8050543811684,0.0,0.0,0.7199242183316542,nasdaq_micro
10,4.655137250061982,high_vol,low_vol,1.7277902769132183,0.1011286409102064,0.7517754977294346,-508.2544148671493,0.0,0.0,0.6485772970525192,nasdaq_micro
11,4.447023908213842,high_vol,high_vol,1.3759463418736588,0.04470616668614208,0.43747488086534203,-512.4225180878755,-0.0058363837633805815,-5.0,0.6933979173187951,nasdaq_micro
12,4.0022617982974324,transition,high_vol,1.4242681848089827,0.10001342900246493,0.446595962695211,-519.097167045751,-0.003217309129354362,-3.0,0.6915559953022621,nasdaq_micro
13,4.750414262067379,transition,high_vol,1.6951808591517004,0.18693241508794134,0.4525466170078035,-510.12320709153823,-0.003869611026630082,-3.0,0.6624572413425592,nasdaq_micro
14,5.717744771179657,transition,high_vol,1.3219290327666318,0.20363076897030372,0.45743830973511973,-501.42148594572296,-0.004253436195256199,-2.7103874229205056,0.7059870992679561,nasdaq_micro
15,3.5675050007147373,transition,high_vol,1.7090694410783032,0.3760643149556486,0.4551105737789758,-514.9456610497756,0.0,0.0,0.6597936778097027,nasdaq_micro
16,4.776612769121789,transition,high_vol,2.2061048257069187,0.3389225153615232,0.45488962138172717,-507.3447527193914,-0.003911096833292049,-3.0,0.6062060947340677,nasdaq_micro
17,4.093352654941114,transition,transition,1.313596540098556,0.14304281029385102,0.6477871122162131,-509.6003686477038,-0.007954863286897762,5.0,0.7053637388898498,nasdaq_micro
18,1.3424463479379245,high_vol,transition,1.5824258401017497,0.6720423425239337,0.6345704591314316,-532.4043161686047,0.0,0.0,0.6686013607429439,nasdaq_micro
19,1.2183756225653664,high_vol,transition,1.33344684162111,0.09242136608523535,0.6419543871316915,-533.4351608388288,-0.002346424728330021,5.0,0.6995274964148268,nasdaq_micro
20,1.5056114453513971,transition,transition,1.3353425287331229,0.23575309409198267,0.6446451929911714,-529.620819791286,-0.002911755542186256,5.0,0.6997708429956125,nasdaq_micro
21,1.0,high_vol,transition,1.6106164886389356,0.33581801394541844,0.6435629634197686,-538.8701879301905,-0.0019306888902974606,5.0,0.6675801271694729,nasdaq_micro
22,1.2474690371394583,high_vol,transition,1.5552395716979124,0.24746903713945834,0.6456553721411034,-533.1075564940137,-0.0008265636240594176,1.7103874229205047,0.6740566584324273,nasdaq_micro
23,1.0,transition,transition,1.7098871867183285,0.19837689735925126,0.6482983359088269,-539.2942824225001,0.0,0.0,0.6577001381373266,nasdaq_micro
24,1.0879839373791254,transition,transition,1.5339288686480843,0.08798393737912535,0.653951628198082,-537.094683988022,0.0,0.0,0.6792417363560345,nasdaq_micro
25,1.0,transition,transition,0.985994261698798,0.08086878340416706,0.6592373698524461,-539.2942824225001,0.0,0.0,0.7462924295757155,nasdaq_micro
26,1.0,transition,transition,1.5885350409285433,0.0,0.6662072471707766,-539.2942824225001,0.0,0.0,0.6776090176048584,nasdaq_micro
27,1.0,transition,transition,1.9709665684530515,0.0,0.6725938366758996,-539.2942824225001,0.0,0.0,0.638090818207073,nasdaq_micro
28,1.0,transition,transition,2.2296775984379957,0.0,0.6784466300746513,-539.2942824225001,0.0,0.0,0.6132684325931655,nasdaq_micro
29,1.0,transition,transition,0.44922968934433083,0.0,0.684044415881033,-539.2942824225001,0.0,0.0,0.8278184611980672,nasdaq_micro
30,1.0,transition,transition,1.259122909481169,0.0,0.6847580023157076,-539.2942824225001,0.0,0.0,0.7232910335762471,nasdaq_micro
31,1.0,low_vol,transition,1.3019470365782504,0.0,0.6923062286480033,-539.2942824225001,0.0,0.0,0.7212382978947326,nasdaq_micro
32,2.041432532156939,transition,transition,1.380938791119994,1.0414325321569389,0.6824667517224418,-513.2584691185767,0.0,0.0,0.7068158535413874,nasdaq_micro
33,1.112549795372614,transition,transition,0.5291164687759603,0.4550151534044992,0.6812607394748381,-536.4805375381848,0.0,0.0,0.8141953925569255,nasdaq_micro
34,1.352781891682362,transition,transition,1.8385252510803483,0.2159292980044005,0.6804160180801145,-530.4747351304411,0.0,0.0,0.6539652730564708,nasdaq_micro
35,1.0,transition,transition,1.4909351357224403,0.26078253549330954,0.6756168684812286,-539.2942824225001,0.0,0.0,0.6907637294937108,nasdaq_micro
36,1.0,transition,transition,1.5450709860228535,0.0,0.6862514264933236,-539.2942824225001,0.0,0.0,0.6889399088755299,nasdaq_micro
37,1.4751922937366024,transition,transition,1.767890485478274,0.47519229373660243,0.6843047975058425,-527.414475079085,0.0,0.0,0.6627187468461825,nasdaq_micro
38,1.0,transition,transition,1.5641080956908529,0.32212227229913165,0.6876207788158745,-539.2942824225001,0.0,0.0,0.6869872305361145,nasdaq_micro
39,1.0,transition,transition,1.5154899189568498,0.0,0.6980057690330002,-539.2963764398072,-0.0020940173070584933,-5.0,0.6968959211532924,nasdaq_micro
40,1.0,transition,transition,2.134253051165955,0.0,0.7011586049150468,-539.2981913018531,-0.0018148620458759979,-4.313959859031446,0.6295431207480119,nasdaq_micro
41,1.0,transition,transition,1.4435983109310004,0.0,0.7026224811008474,-539.2991832246529,-0.000991922799812528,-2.3529060211452837,0.7068105273491678,nasdaq_micro
42,1.2934467022299787,transition,transition,1.7142006633832831,0.2934467022299787,0.6984202096265738,-535.3866189868007,0.0,0.0,0.6737244016100157,nasdaq_micro
43,1.1891592864369886,transition,transition,1.916745180364773,0.08062753232366852,0.7013678931130924,-536.7770970885784,0.0,0.0,0.6523763273833443,nasdaq_micro
44,1.0,transition,transition,0.47025010194031636,0.15906976348286866,0.7023304533111749,-539.3010567284742,-0.0018735038213435473,-4.445921936300685,0.8307755616344628,nasdaq_micro
45,1.308556948260563,transition,transition,1.6413714436881999,0.308556948260563,0.7043893211161272,-536.5613960027852,-0.0025503442027456913,-4.61149940279687,0.684144280016861,nasdaq_micro
46,1.0,transition,transition,1.162898535779247,0.23579940381709885,0.7071551867792787,-537.8818157767179,-0.0011188866733391478,2.6370606581596236,0.7420692727087317,nasdaq_micro
47,1.0,low_vol,transition,1.9833086548565553,0.0,0.7109578261757423,-537.8822580988518,-0.0004423221339493466,-1.0369160158328032,0.6486161364644535,nasdaq_micro
48,1.7909312052934412,transition,transition,1.3789754187660046,0.7909312052934412,0.7086640700611019,-533.2386666108958,-0.0038075057914284116,-5.0,0.7160778780427959,nasdaq_micro
49,2.2261718035079063,low_vol,transition,1.46796415362176,0.24302474429393378,0.7053581942972313,-532.8621686477064,-0.004710745570605468,-5.0,0.7039627773957987,nasdaq_micro
50,2.9716773272619315,transition,transition,0.9675976581433519,0.3348822955080508,0.7030781708884326,-535.9430076839491,-0.0062679643791625494,-5.0,0.7640706357421804,nasdaq_micro
51,2.860291885367858,transition,transition,1.5134553311617116,0.03748234738416329,0.7104358787214593,-534.9267110311113,0.0,0.0,0.700713889502747,nasdaq_micro
52,1.1791586740495934,transition,transition,1.5297607342716957,0.587748830781323,0.7028041823307756,-519.5902980731452,-0.0024861529433337637,5.0,0.6953052941013339,nasdaq_micro
53,1.0,transition,transition,1.677560882695298,0.15193771456924235,0.7041023901196573,-518.8514221574678,0.0,0.0,0.6788492349656557,nasdaq_micro
54,1.0,transition,transition,1.2735168998144433,0.0,0.7063617782271997,-518.8535412428025,-0.0021190853346979566,5.0,0.7270790456167925,nasdaq_micro
55,1.0,transition,transition,0.6946172325629185,0.0,0.7082637105080156,-518.8556660339341,-0.002124791131564052,5.0,0.8016839078861507,nasdaq_micro
56,1.217106845988883,low_vol,transition,1.4313930124047536,0.21710684598888297,0.7034947956644517,-517.5812939907012,-0.0013168293664875819,-2.5632363808472878,0.7067797176914506,nasdaq_micro
57,1.0601468100981257,low_vol,transition,1.6577106418606378,0.12896159150532863,0.7006069869205499,-518.1017648759923,-0.000521767614145574,1.1708072250085078,0.6793360292046194,nasdaq_micro
58,1.0,low_vol,transition,1.3231862039087792,0.05673441595561526,0.6994323483999191,-518.3714428240156,-1.4039446568858693e-05,-0.033454382789479986,0.7176954246310838,nasdaq_micro
59,1.2432187532897923,low_vol,transition,1.596614232046041,0.24321875328979226,0.693974108589619,-517.2891257236738,0.0,0.0,0.6833215580685448,nasdaq_micro
60,1.864049653547548,low_vol,transition,0.7304767462648415,0.4993738218756108,0.6825795265462234,-514.5302615172731,-0.0038170863898585594,-5.0,0.7838776278624396,nasdaq_micro
61,1.5485280357966866,low_vol,low_vol,1.7926573823071204,0.16926674520197432,0.831580635327929,-514.3567163874814,0.0,0.0,0.6551517271649588,nasdaq_micro
62,1.5192175491924766,low_vol,low_vol,1.3413668196873734,0.01892796638268827,0.8590781161851492,-514.3408192656647,-0.00022441127589445387,-0.28657664894558277,0.716677348610002,nasdaq_micro
63,1.279602616744322,low_vol,low_vol,1.7230884182280504,0.15772259382832918,0.8685895507362879,-514.140356750758,0.0,0.0,0.675449667612118,nasdaq_micro
