step,price,regime_signal,regime_active,latency_ms,short_vol,aggressiveness,pnl,pnl_delta,executed,fill_prob,dataset
0,100.0,low_vol,low_vol,0.0,0.0,1.1,0.0,0.0,0.0,1.0,binance_futures
1,125.74901870846382,low_vol,low_vol,3.656879415657291,0.2574901870846382,0.8881312389170972,0.0,0.0,0.0,0.5059535807736044,binance_futures
2,198.88186665854656,low_vol,low_vol,3.1746564631730148,0.5815778818889532,0.7742975406940051,0.0,0.0,0.0,0.5128235599830013,binance_futures
3,237.62818235637218,low_vol,low_vol,1.7393671912955921,0.19482075640585092,0.7989821929960912,-0.4556656470161897,-0.4556656470161897,-4.0,0.6569722424355112,binance_futures
4,492.98141416268385,transition,low_vol,2.932518635081418,1.0745915289767993,0.49284335865236184,-1021.8685928722629,0.0,0.0,0.5075278952560096,binance_futures
5,333.36668448645327,transition,low_vol,2.9616670697839234,0.32377433528063543,0.6376364551267458,-383.91983436962846,-0.5101602022879206,-4.0,0.5077742785587389,binance_futures
6,430.70437065917105,transition,low_vol,3.5723758153019842,0.2919838445244315,0.5568722487447144,-1163.1969572988105,-0.5756335474397929,-4.0,0.4611261573918958,binance_futures
7,384.28445613701604,transition,low_vol,2.137330479073844,0.10777674359587228,0.6637275862700123,-606.7701274997817,-0.6121444668319782,-4.0,0.5929025549307997,binance_futures
8,490.9729310693703,transition,low_vol,3.958313558264278,0.27762891063778716,0.5237028039836189,-2313.78572641745,0.0,0.0,0.4390271303611327,binance_futures
9,855.7818469923475,transition,transition,3.0640014712700805,0.7430326456662287,0.2,-8151.2418502932815,-0.5134691081966594,-5.0,0.5025656622021969,binance_futures
10,723.1090694478104,transition,transition,1.2525593962196668,0.15503107247579123,0.25361479056882735,-5365.113521858002,0.0,0.0,0.684611228648101,binance_futures
11,1149.8360800255182,transition,transition,3.794526411603174,0.5901281405633184,0.2,-14326.932665308277,-0.5519213184106775,-4.0,0.4452750236906625,binance_futures
12,1264.8131771909782,transition,transition,3.3026503574253576,0.09999433759541476,0.2,-17201.360094444775,0.0,0.0,0.4869730035764243,binance_futures
13,1289.7192521036352,low_vol,transition,3.9691440738279824,0.019691504928791834,0.2,-17824.011967261205,0.0,0.0,0.43959052172545354,binance_futures
14,2226.6861576747388,transition,transition,3.1611610350646258,0.7264890432881695,0.2,-41248.184606538794,0.0,0.0,0.4983198174904452,binance_futures
15,5757.93697249311,high_vol,transition,2.410052580278766,1.585877202607641,0.2,-129529.45497699808,0.0,0.0,0.5505793290216353,binance_futures
16,5520.080798840307,transition,transition,3.5872920138080655,0.041309270106479654,0.2,-123583.05063567798,0.0,0.0,0.45590756019239004,binance_futures
17,6284.773231559076,transition,transition,3.0685600361025926,0.13852921009406607,0.2,-142700.3614536472,0.0,0.0,0.49960959920879133,binance_futures
18,3725.9325720206307,transition,transition,3.652977892130659,0.4071492423448457,0.2,-78729.34496518609,0.0,0.0,0.4531885123716145,binance_futures
19,1864.8768179743754,transition,transition,3.7359942322781894,0.49948723388651556,0.2,-32204.070040120496,-1.118926090784953,5.0,0.4462307186726133,binance_futures
20,2346.873442841921,transition,transition,2.600601266701847,0.2584603016252244,0.2,-41845.41066153711,-1.408124065703305,5.0,0.5404489192178248,binance_futures
21,1915.79313747909,transition,transition,1.0320751386728113,0.18368280857992025,0.2,-35380.355556977134,-1.149475882484694,5.0,0.7042315258928658,binance_futures
22,2858.890625350725,transition,transition,4.936938232274962,0.4922752198145026,0.2,-44813.0457700687,-1.7153343752142973,-5.0,0.36678750195800763,binance_futures
23,2345.335127915393,transition,transition,2.0356533950675284,0.17963453826511094,0.2,-37111.120509615466,-1.4072010767486063,5.0,0.5966582619324875,binance_futures
24,1829.4207755691746,transition,transition,1.9340172000289995,0.2199746834495159,0.2,-31951.97698615328,0.0,0.0,0.6082187975215395,binance_futures
25,2675.6777422287705,transition,transition,4.364989449020294,0.46258191552258177,0.2,-40414.54665274924,0.0,0.0,0.4051504189427882,binance_futures
26,3198.9286113563467,transition,transition,2.6785668228616304,0.19555825459448703,0.2,-45648.97470119182,-1.9193571668220102,-5.0,0.53790981190419,binance_futures
27,2032.987046364811,transition,transition,2.371066875909034,0.3644787698144899,0.2,-28159.85122631878,0.0,0.0,0.5662655052961374,binance_futures
28,3539.267153422086,transition,transition,3.0147753248742557,0.7409196776490327,0.2,-50754.0528321779,0.0,0.0,0.5064616004995756,binance_futures
29,3373.4746436187397,transition,transition,4.311419746296447,0.04684373985248409,0.2,-48267.16518512771,0.0,0.0,0.40961374380646254,binance_futures
30,7644.692230815847,transition,transition,3.2558161792005644,1.2661181833029447,0.2,-112335.42899308432,0.0,0.0,0.4815504888291321,binance_futures
31,12033.140996918873,transition,transition,4.737816989300601,0.5740517255113471,0.2,-178169.38036922787,-7.219884598162025,-5.0,0.37487709330972036,binance_futures
32,14609.020069074835,transition,transition,2.5023738921051235,0.21406539429858956,0.2,-229686.9618123471,0.0,0.0,0.5462837423241875,binance_futures
33,1.0,transition,transition,3.3723442769369045,0.9999315491391434,1.2214409551821774,62473.4395691496,0.0,0.0,0.4685000522605396,binance_futures
34,1.0,transition,transition,2.5607462541541453,0.0,1.2317797748692663,62473.4395691496,0.0,0.0,0.5425928165293847,binance_futures
35,1.0134797061969805,transition,transition,3.03182789932227,0.013479706196980468,1.2305244291066177,62473.16623369105,-0.0037413346144603565,5.0,0.5033498546504552,binance_futures
36,1.4915662902075668,transition,transition,2.175581627073682,0.4717278314378652,1.2211676806962892,62465.98947057325,-0.005464357636810746,5.0,0.5794009777806828,binance_futures
37,2.741475508149782,transition,transition,4.905202831893833,0.8379843565439372,1.2023281611462848,62453.49037839383,0.0,0.0,0.3647093142849648,binance_futures
38,2.4316894384640193,transition,transition,3.451479792197777,0.11299975825603381,1.1989329610609731,62456.588239090685,0.0,0.0,0.465522114568949,binance_futures
39,3.214604595533204,transition,transition,3.2070003680298447,0.3219634648591123,1.199781753033182,62448.75908751999,0.0,0.0,0.48711318404619786,binance_futures
40,8.483834093246568,high_vol,transition,2.906079263374081,1.6391532274405152,1.17318271514262,62396.03693328031,-0.02985926254768856,5.0,0.5041322074109481,binance_futures
41,2.1213191064366117,high_vol,transition,3.213276720344312,0.7499574976218291,1.1651114888472676,62427.84209349457,-0.0074147197883576155,5.0,0.4781841100221194,binance_futures
42,1.0,high_vol,transition,4.686568407645978,0.5285952042925789,1.1523781695710134,62427.84209349457,0.0,0.0,0.37244732131834396,binance_futures
43,1.3522357493452881,high_vol,transition,5.241981254140023,0.3522357493452881,1.1413522772426044,62427.84209349457,0.0,0.0,0.33839175842892866,binance_futures
44,1.0,high_vol,transition,2.051824704270274,0.2604839795988459,1.1421476096759027,62427.84209349457,0.0,0.0,0.5785738144463446,binance_futures
45,1.0,high_vol,high_vol,2.0051190914880745,0.0,0.9994812820710641,62427.84209349457,0.0,0.0,0.5928572928045694,binance_futures
46,1.0,transition,high_vol,1.4590290434672264,0.0,0.994040694636219,62427.84209349457,0.0,0.0,0.649638883870481,binance_futures
47,1.2126117046990386,high_vol,high_vol,3.1246390380070697,0.21261170469903856,0.9881386083409345,62427.84117857265,-0.0009149219185928814,1.272603629733582,0.4917705633732834,binance_futures
48,1.5318636542683894,high_vol,high_vol,4.1225962312915385,0.2632763219522006,0.9845621779494518,62428.245854797606,-0.0016049648620537482,1.7735809640349063,0.4170672052377948,binance_futures
49,1.1583430180406153,transition,high_vol,1.917279170147813,0.2438341266123751,0.982135150974814,62427.108041990075,0.0,0.0,0.6040150102002801,binance_futures
50,1.0,transition,high_vol,3.8470222438561876,0.1366978654634264,0.9792319085183194,62426.62569992799,0.0,0.0,0.43848227380303806,binance_futures
51,1.0,transition,high_vol,2.4160296246661757,0.0,0.9764648145884911,62426.62569992799,0.0,0.0,0.5577214783842223,binance_futures
52,1.197597966109199,transition,high_vol,2.3109796693975397,0.1975979661091991,0.9750418002049306,62427.22608001756,-0.001539790551760234,-2.197739004573718,0.569454186731193,binance_futures
53,1.1420233580028705,transition,high_vol,3.1005330591805262,0.04640506219869552,0.9720792558267226,62427.17892798644,0.0,0.0,0.49999453562110985,binance_futures
54,1.0,transition,transition,2.3114781264415214,0.12436116740312197,1.1347277342273758,62427.055024711575,-0.0034041832041111775,5.0,0.5708898898384294,binance_futures
55,1.203179502025698,transition,transition,2.421760169145889,0.2031795020256979,1.1345920673507943,62428.239213620254,-0.004095353753655218,5.0,0.5621659631318812,binance_futures
56,1.0,transition,transition,3.1395346084849156,0.16886881939363219,1.1306263069546743,62426.03503184769,0.0,0.0,0.4989354624448742,binance_futures
57,1.0,transition,transition,2.583545084443377,0.0,1.1324744109436522,62426.03163442446,-0.003397423235583119,5.0,0.5497124439857964,binance_futures
58,1.8830969919775569,transition,transition,3.8870032346750283,0.8830969919775569,1.1256062184568427,62440.02099017474,-0.006358877057209611,5.0,0.4416353712859579,binance_futures
59,2.9380051524293425,transition,transition,2.7709533398648807,0.5601985266536702,1.1127242957454357,62462.014185559514,0.0,0.0,0.5287736582494728,binance_futures
60,2.742652098467318,transition,transition,4.5386772164266205,0.06649173293671501,1.1331281764039978,62457.9413780433,0.0,0.0,0.39942406001591363,binance_futures
61,1.0,transition,transition,1.7327612850508447,0.635389409922304,1.1326063889242488,62421.609790587514,0.0,0.0,0.6371067376639276,binance_futures
62,1.0,transition,transition,3.068404110361986,0.0,1.1375367566933683,62421.60695706007,-0.0028335274473647587,4.151554410805229,0.5112806746526859,binance_futures
63,1.0,transition,transition,4.518260353539652,0.0,1.160188825687602,62421.60695706007,0.0,0.0,0.40655466421687403,binance_futures
64,1.4646746388506504,transition,transition,3.0718221154636005,0.4646746388506504,1.1492571282273367,62433.22382303133,0.0,0.0,0.5143666107564203,binance_futures
65,1.6859047981468096,transition,transition,2.61193878025058,0.1510438929083673,1.150147091221581,62438.75457701374,0.0,0.0,0.5543934762611561,binance_futures
66,1.0,transition,transition,3.40730634100485,0.40684669674157997,1.1491425139803413,62421.60695706007,0.0,0.0,0.485955950907445,binance_futures
67,1.7513402693516602,transition,transition,3.433308786705557,0.7513402693516602,1.1576870704396347,62440.39046379386,0.0,0.0,0.4843765142037424,binance_futures
68,2.0512385652679366,transition,transition,4.498367942897346,0.17123930806849866,1.1775521524748238,62447.88792119177,0.0,0.0,0.4052999423433053,binance_futures
69,2.9182799702435926,transition,transition,4.07747151512404,0.422691645748383,1.1658816798315221,62469.56395631615,0.0,0.0,0.4342094800261684,binance_futures
70,1.7141158513489192,low_vol,transition,4.616224557087512,0.4126280312968602,1.2197251685774493,62439.45985334379,0.0,0.0,0.4031737448010219,binance_futures
71,2.4999030401226285,low_vol,transition,3.8876296068184164,0.45842128357621575,1.2353408279442233,62459.10453306313,0.0,0.0,0.4569864658066547,binance_futures
72,1.0,transition,transition,5.978044058628168,0.5999844858179193,1.2334365421482865,62421.60695706007,0.0,0.0,0.3222419398037234,binance_futures
73,1.0,low_vol,transition,2.256757120318171,0.0,1.3013838256567904,62421.60695706007,0.0,0.0,0.601983842495949,binance_futures
74,1.0,low_vol,transition,2.6445937260816406,0.0,1.4344900116908497,62421.60695706007,0.0,0.0,0.5663033382681243,binance_futures
75,1.899322747783324,transition,transition,4.592508875953733,0.8993227477833241,1.4097422449871218,62444.09002575465,0.0,0.0,0.4044181571101793,binance_futures
76,1.0,transition,transition,1.6969516495781471,0.4734965391389707,1.4173942860896447,62421.60695706007,0.0,0.0,0.6512658631058994,binance_futures
77,1.0,low_vol,transition,1.5247126106522684,0.0,1.3500836081235779,62421.60695706007,0.0,0.0,0.672066399187322,binance_futures
78,1.6659185781581258,low_vol,transition,2.977005401211442,0.6659185781581258,1.2530190579335874,62438.25492151402,0.0,0.0,0.5248731713569587,binance_futures
79,5.3312280811034265,transition,transition,4.279905538832145,2.2001732563651117,1.240053794043929,62529.88765908765,0.0,0.0,0.41253436483422007,binance_futures
80,7.253426775173756,transition,transition,2.145008519587587,0.36055457857516454,1.2211744402839515,62577.94262643941,0.0,0.0,0.5873135666077265,binance_futures
81,11.701595863511155,transition,transition,6.132856933132132,0.6132507056612347,1.230144420036178,62689.13299087063,-0.013862777210306376,-1.6050841179236173,0.3000622407148181,binance_futures
82,3.7260688013758,transition,transition,2.2385803034548806,0.6815760136619721,1.2050511019560686,62502.54188194064,-0.004324196110246703,1.6050841179236173,0.5711780018806918,binance_futures
83,1.0,transition,transition,2.9052583972096753,0.7316206293263389,1.1828665295198115,62434.390161906245,0.0,0.0,0.5073625488032041,binance_futures
84,1.0,transition,transition,2.474933461337751,0.0,1.2050984147137516,62434.390161906245,0.0,0.0,0.5458075990321045,binance_futures
85,3.0311933727933336,transition,transition,4.263262197446544,2.0311933727933336,1.1898655816381538,62485.169996226075,0.0,0.0,0.3976214936545668,binance_futures
86,1.0,transition,transition,1.3489786596237663,0.6700969298179513,1.141452788171737,62434.390161906245,0.0,0.0,0.6431195422700959,binance_futures
87,1.2150567557642435,transition,transition,2.5300973995230853,0.21505675576424355,1.1901807666814537,62439.76658080035,0.0,0.0,0.527111895613599,binance_futures
88,1.6311577469850942,high_vol,transition,2.8689518295878957,0.34245395472010887,1.1927711425638248,62450.16910558087,0.0,0.0,0.5007778634588215,binance_futures
89,1.0,high_vol,transition,1.8569478984943548,0.38693850925925305,1.2903942464201563,62434.390161906245,0.0,0.0,0.5937922234338074,binance_futures
90,1.0,high_vol,transition,3.236138784517585,0.0,1.346900743507047,62434.390161906245,0.0,0.0,0.47216089514891507,binance_futures
91,1.0,high_vol,transition,4.542135453073822,0.0,1.3845295989633426,62434.390161906245,0.0,0.0,0.38222541016973327,binance_futures
92,1.0,transition,transition,1.7329529348445147,0.0,0.5515331764282967,62434.390161906245,0.0,0.0,0.6104568430689922,binance_futures
93,1.8174643158171562,high_vol,transition,3.2321820210755,0.8174643158171562,0.540285746685679,62454.82676980167,0.0,0.0,0.4716271092410373,binance_futures
94,1.3825354332641864,high_vol,transition,3.7434559989984155,0.23930532157789297,0.5433993167298958,62443.95354773785,0.0,0.0,0.4340651863754885,binance_futures
95,1.5057122172008042,high_vol,transition,2.747559359887349,0.08909484775069787,0.5445584606198139,62447.032967336265,0.0,0.0,0.5127513088191101,binance_futures
96,1.9879239059733347,high_vol,transition,3.227643911101254,0.32025488221712556,0.546201331532602,62459.08825955558,0.0,0.0,0.47372974857914085,binance_futures
97,1.0,high_vol,transition,4.580423903676209,0.4969626367512411,0.5490259687915129,62434.390161906245,0.0,0.0,0.37906915988157247,binance_futures
98,1.1347864361893398,high_vol,high_vol,2.048456892389407,0.13478643618933983,0.39676428267471475,62437.75712135462,-0.002701456360227894,-10.0,0.5782926819264798,binance_futures
99,1.0406351983592275,high_vol,high_vol,3.1614914658162556,0.08296824391581217,0.40123293491821443,62436.344101220355,-0.0007515668112318963,-3.0,0.4820372523108833,binance_futures
100,1.0,high_vol,high_vol,2.462704425556357,0.039048456580458836,0.40488899173408266,62435.85575003986,-0.0007288001870620064,-3.0,0.5436656381591407,binance_futures
101,1.0,transition,high_vol,3.810841633260421,0.0,0.4102760091036422,62435.85575003986,0.0,0.0,0.43635341442721787,binance_futures
102,1.0,transition,high_vol,3.897995349442933,0.0,0.41694793320874846,62435.85575003986,0.0,0.0,0.4328387684290654,binance_futures
103,1.2622108504354363,transition,high_vol,3.9651182229816575,0.26221085043543635,0.41423022390159625,62438.21470657119,-0.0009411225910298526,-3.0,0.4268119952653462,binance_futures
104,1.79720455409884,transition,high_vol,3.389288771726326,0.42385446415616057,0.4095692532510619,62441.42466879317,0.0,0.0,0.4676879427896714,binance_futures
105,1.0,transition,high_vol,1.5111972034747352,0.4435803104775554,0.41403491720875085,62436.64144146858,0.0,0.0,0.6426970346469992,binance_futures
106,1.0,transition,transition,2.0195952900203817,0.0,0.5803017778870068,62436.64144146858,0.0,0.0,0.5935313602095552,binance_futures
107,1.0,transition,transition,3.606390383703836,0.0,0.5802651669416532,62436.64144146858,0.0,0.0,0.45560408746869185,binance_futures
108,1.4545279714950807,transition,transition,2.4332864864268693,0.45452797149508073,0.5840551162651478,62439.36860929755,0.0,0.0,0.555281668418474,binance_futures
