strategy,lambda,order_size,aggressiveness,latency_sensitivity,risk_cap,seed_count,realized_pnl,return_volatility,sharpe,max_drawdown,trade_count,fill_rate,avg_latency_ms,liquidity_pressure,inventory_volatility,inventory_turnover,market_price_volatility,market_mean_net_flow,market_net_flow_volatility
mean_reversion,0.12,6.0,0.5,0.8,50.0,2.0,-3387.7063724128557,11.935657094449944,-4.020798594160927,3677.615858999996,2544.0,0.566759864561333,3.397319185363318,1.4245195603951308,31.42187606196802,2.8490391207902617,0.3916119222703477,0.002859027726273135,2.042509370085841
mean_reversion,0.12,6.0,0.9,0.4,20.0,2.0,-138.37072787822177,5.5915827321596225,-0.3305857827139403,522.9509823756393,2815.5,0.6701846323393217,3.519726384508152,2.5567523608444516,13.37525998802241,2.8408359564939305,0.4588421452418212,-0.002308116803239585,3.5985655691926413
mean_reversion,0.12,6.0,0.9,0.4,35.0,2.0,-1419.9456090298202,9.772679693951787,-2.055569130365559,1721.5450492714567,3012.0,0.6797088800698813,3.527486944484145,2.947424139968154,22.19580645928402,3.274915711075859,0.47661212509375467,0.003807027702382026,3.920703537572922
mean_reversion,0.12,6.0,0.9,0.4,50.0,2.0,-3903.6786526475094,14.410758747474738,-3.824707027144952,4213.667869180806,2956.5,0.6630629543118001,3.52396205856866,2.9926731184849014,32.28390020908083,3.3251923538722536,0.47929187325656836,0.0027315689431078533,3.975677534514732
mean_reversion,0.12,6.0,0.9,0.8,20.0,2.0,-491.883325942171,5.558600162885224,-1.2489109616027738,723.0968212884038,2362.0,0.5649923261539096,3.4359798589076522,2.172417944831109,13.474511190607977,2.4137977164790825,0.444516031379873,0.0013864274859731573,3.321645510514721
mean_reversion,0.12,6.0,0.9,0.8,35.0,2.0,-1264.897503521562,9.60038075911799,-1.8666557983994663,1720.6972161780511,2560.5,0.571222252615225,3.4150483520243897,2.54080008670448,22.075285209706443,2.823111207449533,0.4642177619611375,0.000764197316251346,3.6480694801222437
mean_reversion,0.12,6.0,0.9,0.8,50.0,2.0,-3049.288385114045,13.16787259068942,-3.276514988670937,3527.4512608587265,2615.5,0.5731273811400255,3.4160262278759776,2.6495300951510883,30.29099513784994,2.943922327945769,0.4660235430284253,0.0030781723753881564,3.740036397760027
mean_reversion,0.12,6.0,1.3,0.4,20.0,2.0,887.0991720471774,6.452644246373101,1.9440534543626407,381.760028560701,2910.5,0.6689319563685046,3.532118581941271,3.935270942273844,13.047488619165104,3.027131494056926,0.5575906495097102,0.004420000000000004,5.396803838101745
mean_reversion,0.12,6.0,1.3,0.4,35.0,2.0,-574.5791968001536,11.170652815938546,-0.726424779991967,1298.0308611230123,3037.5,0.6782607011309651,3.5211385039677783,4.394650347267644,21.55476208429904,3.380500267129122,0.5832114053661384,0.00509293840635389,5.780150943475925
mean_reversion,0.12,6.0,1.3,0.4,50.0,2.0,-723.7678844295897,15.759631052204501,-0.608061132149813,2094.44734023858,3211.0,0.6823129623465469,3.5300321461533146,4.767204049697449,29.01653135744796,3.6670800382290025,0.6023019042625003,-0.0015867383188753212,6.04670173987655
mean_reversion,0.12,6.0,1.3,0.8,20.0,2.0,482.28802925377994,6.011483750330574,1.1343882289156375,469.2517325066781,2452.0,0.567310011307331,3.4216613515226246,3.353698872085537,12.871601920157262,2.5797683631428097,0.5324238220573534,0.0026921266687371243,4.992683312618524
mean_reversion,0.12,6.0,1.3,0.8,35.0,2.0,-980.3991761259455,10.868457933370198,-1.215363567727356,1825.4396020587599,2564.0,0.5658241164673481,3.408286421202891,3.6955563329129775,21.679310908146924,2.842735640702406,0.5505703806401363,0.004130839564338332,5.294113938284674
mean_reversion,0.12,6.0,1.3,0.8,50.0,2.0,-1723.2700561691488,14.972447385117395,-1.6326173667133443,2506.822374082881,2693.0,0.5772710291920131,3.417199009415458,3.9953029188923432,28.811330613374714,3.073309937609634,0.5662579549228883,0.009871591739618917,5.533842207574168
mean_reversion,0.25,2.0,0.5,0.4,20.0,2.0,-1337.7603127401744,3.2820045603372647,-5.777359005561289,1401.481658695315,3524.0,0.7107693672056028,3.538351667776346,0.6616318541608206,9.081067574975998,1.3232637083216412,0.36283378562497837,-0.00010281926108777384,0.8045745315839942
mean_reversion,0.25,2.0,0.5,0.4,35.0,2.0,-2164.2007875006307,4.979812814205399,-6.058023973581616,2238.7616519727494,3619.5,0.7271649887162557,3.5457970316840735,0.6996666883626199,13.774599919722482,1.3993333767252398,0.364112611509914,0.0005463078098080771,0.8317094249746315
mean_reversion,0.25,2.0,0.5,0.4,50.0,2.0,-2666.5849205957543,6.311723296249038,-5.939896998565384,2783.547686922743,3661.5,0.7334664325041538,3.5230630603127677,0.7160249098625848,17.61594063652285,1.4320498197251696,0.3612487452980635,0.00028421283713934715,0.8431805971115579
mean_reversion,0.25,2.0,0.5,0.8,20.0,2.0,-1163.5553121864791,3.1553156230706785,-5.196285793757812,1180.465517156395,3044.0,0.6139577475331303,3.415460421974368,0.5747076256925476,8.716171491884705,1.1494152513850953,0.3642490148382868,-0.0002579769436950812,0.7504736649107426
mean_reversion,0.25,2.0,0.5,0.8,35.0,2.0,-1848.305800327833,4.73382523008595,-5.529335881452425,1894.6181139062126,3097.5,0.620803603599261,3.396069237860843,0.5992587599556002,12.93020608323659,1.1985175199112004,0.3669460746314944,0.000955232630295619,0.7697336633586687
mean_reversion,0.25,2.0,0.5,0.8,50.0,2.0,-1607.559675902784,5.382575594929172,-4.225037447763009,1655.1325661569563,3200.0,0.640128025605121,3.408035570358647,0.6278515480963958,14.947750021095782,1.2557030961927915,0.3649474783651686,0.001178055825128507,0.7897084506335768
mean_reversion,0.25,2.0,0.9,0.4,20.0,2.0,-1621.8106272377868,3.3551545983079025,-6.826524638783145,1684.421762241076,3534.0,0.7126419543700604,3.5483819173433853,1.1881342891075701,9.060342784160515,1.320149210119448,0.3760092507775036,-7.072344765052668e-05,1.445059232840341
mean_reversion,0.25,2.0,0.9,0.4,35.0,2.0,-2276.0293048447365,5.0218373698609655,-6.41701514608974,2331.311106145515,3627.0,0.7286085660971862,3.5335237846549763,1.2613300340510447,13.525415390540463,1.4014778156121874,0.3755018489083033,2.126647716805825e-05,1.497744858811037
mean_reversion,0.25,2.0,0.9,0.4,50.0,2.0,-2979.9897532321647,6.480498109979319,-6.491760086617434,3042.1509717642098,3684.5,0.737858248931343,3.5554686995898255,1.2945533262031708,17.33554922145417,1.4383925846701007,0.3764062363705871,0.0027560650002981745,1.5202123384879438
mean_reversion,0.25,2.0,0.9,0.8,20.0,2.0,-1375.2049542373763,3.15825165448584,-6.157132975391409,1394.7287953198538,3045.0,0.6145815187767396,3.408127051165383,1.029641704951281,8.549825222699013,1.1440463388346989,0.375137411452931,-0.00027631589836786823,1.346917094059098
mean_reversion,0.25,2.0,0.9,0.8,35.0,2.0,-1965.1758972331227,4.702947686863056,-5.855571246224583,1991.4479599429042,3122.0,0.6257110352673493,3.4166767409940038,1.0807878089728677,12.580112752327182,1.2008753433031223,0.3755328488578935,0.0016052301794156323,1.3856242475384883
mean_reversion,0.25,2.0,0.9,0.8,50.0,2.0,-1899.7018680580934,5.610068478211062,-4.7928516495730245,1953.0454067410728,3186.0,0.6373274654930986,3.4023621955932075,1.1192309430631933,14.996187001033066,1.2435899367368113,0.37909913374326804,0.0036945591625654937,1.4138371243216619
mean_reversion,0.25,2.0,1.3,0.4,20.0,2.0,-1529.312859757545,3.328024616125922,-6.486804746580784,1551.9038906674998,3576.0,0.7199365893124374,3.5262029228079137,1.7447254063656685,8.583728549661146,1.3420964664350528,0.3930345846736173,-0.0006229602329208013,2.105603657921642
mean_reversion,0.25,2.0,1.3,0.4,35.0,2.0,-2092.4619573384957,4.809453711291301,-6.150141746926074,2131.805302159458,3676.5,0.7363348722395006,3.539912940007196,1.8390990352202516,12.51292606836785,1.4146915655539494,0.3952320881776201,0.000953182442310377,2.1716774833939443
mean_reversion,0.25,2.0,1.3,0.4,50.0,2.0,-2557.6567856957927,6.278734157249869,-5.748101082307039,2597.7629279413068,3706.5,0.7414482896579315,3.5395920276350146,1.884204877913131,15.991241746806573,1.4493883676253887,0.3957871980870097,0.0019044758624528425,2.2050392400034458
mean_reversion,0.25,2.0,1.3,0.8,20.0,2.0,-1415.3017956137105,3.1940838882904643,-6.265421610575121,1431.7019854196571,3026.5,0.6096912305649437,3.415277137802399,1.4773046409362043,8.322995123046832,1.1363881853354894,0.3910951396971031,-0.00045433213446247436,1.937616995760742
mean_reversion,0.25,2.0,1.3,0.8,35.0,2.0,-2114.0940264199717,4.831086620893351,-6.165458315769414,2125.4623135369325,3125.0,0.6265045936236693,3.398087210922675,1.5668996747083437,12.553916094089058,1.205307442083279,0.39337642845607923,0.0026092767552694405,2.005891723402243
mean_reversion,0.25,2.0,1.3,0.8,50.0,2.0,-1788.7649961073598,5.461353695585641,-4.636121332206152,1861.9847586200992,3199.0,0.6399279855971194,3.4045807718484564,1.624704005379113,14.091253375462944,1.2497723118300186,0.39533865110191935,0.0024463604939013762,2.0465093084607897
mean_reversion,0.25,4.0,0.5,0.4,20.0,2.0,-1019.6018915463109,3.8698496447403823,-3.721192126054807,1074.023078276046,3391.0,0.6978092073001863,3.551343612251544,1.1830570781916063,10.266557417199362,2.3661141563832127,0.3797279253474586,0.0013256780367308012,1.5001713573075697
mean_reversion,0.25,4.0,0.5,0.4,35.0,2.0,-2369.7995744439686,6.030166697736735,-5.564298361603116,2427.604189160936,3496.0,0.7058254958837824,3.5466513400391126,1.2996917733356184,16.182568477876757,2.5993835466712367,0.3800433387409967,-0.0007015036745837122,1.5920593997051928
mean_reversion,0.25,4.0,0.5,0.4,50.0,2.0,-4121.888179083144,8.266085366566985,-7.052245563924981,4212.330791322836,3546.0,0.7145596247020068,3.542910416510428,1.3453647082145839,22.25399444419032,2.6907294164291677,0.38038027127893725,-0.0010874763324285426,1.625867410525051
mean_reversion,0.25,4.0,0.5,0.8,20.0,2.0,-1511.5190442346513,3.8933495501190274,-5.4919650346465545,1550.2171448467286,2858.0,0.5884833250725766,3.41101133856003,1.000680346994561,10.454655593736579,2.001360693989122,0.3781797943873084,-0.00042683612083030766,1.381623450412743
mean_reversion,0.25,4.0,0.5,0.8,35.0,2.0,-1864.8138247905242,5.761809045459023,-4.557718198547978,1932.6175618167533,3018.0,0.6099441795009946,3.3851962905973556,1.1189828665314994,15.325590374860148,2.2379657330629987,0.3791120185334249,0.0005374494103746471,1.4762231673716157
mean_reversion,0.25,4.0,0.5,0.8,50.0,2.0,-2814.52787789593,7.35886659105862,-5.399685625207009,2940.1412176478093,3058.0,0.6137406604696114,3.4005300312773046,1.1651196139381619,19.758470167156723,2.3302392278763238,0.37971534533977724,0.001046995778163432,1.5138322036105742
mean_reversion,0.25,4.0,0.9,0.4,20.0,2.0,-1061.7326393767148,4.014633758020916,-3.7473682492573506,1207.6697050316538,3430.0,0.7014990797674321,3.533671361144328,2.1599437929848957,9.917085700439507,2.399937547760877,0.41966110573965887,0.0019933933791302033,2.7211576882936734
mean_reversion,0.25,4.0,0.9,0.4,35.0,2.0,-2478.6205924687065,6.680493643438133,-5.230375815624454,2547.8125155918883,3531.5,0.7126607485637826,3.557539833189714,2.367133400595455,16.05273926390464,2.630148222883692,0.4264260493899614,0.0007711628204176871,2.8829881107017723
mean_reversion,0.25,4.0,0.9,0.4,50.0,2.0,-2770.2915285808313,8.22672825679704,-4.757344599019172,2841.922326662687,3626.0,0.7292862422397233,3.528184233933797,2.480395472256636,19.821017278170643,2.7559949691738788,0.4262648678439269,0.0006766480249566253,2.9619296874698975
mean_reversion,0.25,4.0,0.9,0.8,20.0,2.0,-1413.3944303221617,4.017154134996097,-4.97710563410601,1533.2651127297904,2910.5,0.594562425364767,3.389503262648791,1.8372478549566544,10.057263571699028,2.041386505507308,0.41406836652941437,-0.001470080133443385,2.510354236090969
mean_reversion,0.25,4.0,0.9,0.8,35.0,2.0,-2211.823977251288,6.142512092869861,-5.092312373657586,2326.673931522717,3031.5,0.6130861297937202,3.401083284837502,2.03092101794686,15.111562613139778,2.256578908829733,0.41838257281604596,-0.0007341170999342941,2.6700424862824113
mean_reversion,0.25,4.0,0.9,0.8,50.0,2.0,-2743.2144169787935,8.17367188599693,-4.734186655578858,2794.5573895548746,3066.5,0.6155787168657438,3.4046557179493124,2.09723680855616,19.74236476980853,2.330263120617836,0.4221125882489697,-0.00013919535141271961,2.7237562649098486
mean_reversion,0.25,4.0,1.3,0.4,20.0,2.0,-882.713108059538,4.447606545016187,-2.773654735189526,1073.0348081204002,3462.5,0.704618793424366,3.521936735508363,3.1852752262031037,9.700370661158697,2.4502117124638056,0.4796361765206816,0.001756821205743444,3.9831277897704886
mean_reversion,0.25,4.0,1.3,0.4,35.0,2.0,-1560.620127186056,6.862375957331292,-3.2178628759121044,1682.3318311935598,3603.0,0.724730407400736,3.5361899801658483,3.5012614970603444,14.588747615870169,2.693278074661646,0.4921667609222615,-0.000937064676207474,4.216941657926585
mean_reversion,0.25,4.0,1.3,0.4,50.0,2.0,-1583.877148648159,8.561429910545666,-2.6090800148277578,1677.021552757394,3694.5,0.7404429480273564,3.534273061181527,3.659182285220754,17.598984272209798,2.8147556040157875,0.496782216091033,0.003868841106911471,4.327901518099116
mean_reversion,0.25,4.0,1.3,0.8,20.0,2.0,-891.1281023860299,4.262255217362892,-2.89796326784979,1033.758567950453,2964.5,0.6014317271641827,3.390753763510996,2.739513508331436,9.53303879556702,2.1073180833317986,0.467768386325491,0.0015100087987361967,3.6934354740829796
mean_reversion,0.25,4.0,1.3,0.8,35.0,2.0,-2113.1605509219535,6.748803039357818,-4.427246151186213,2228.5838961546724,3015.5,0.6080508524535804,3.4005705919851437,2.9404535530946285,15.0075845279252,2.2618873485342297,0.4713246615275286,0.0024438594953678935,3.8668263409346615
mean_reversion,0.25,4.0,1.3,0.8,50.0,2.0,-2217.0496926142087,8.917594518783503,-3.5164565200191884,2389.472626566511,3087.0,0.6196915612545486,3.427929290704891,3.0708217077301576,18.990215858964625,2.3621705444076944,0.48357686777716447,-5.055923683386192e-06,3.9668961231061104
mean_reversion,0.25,6.0,0.5,0.4,20.0,2.0,-605.8597026190506,4.232441381490574,-2.0086691499351073,852.378970010467,3314.5,0.6886932087411536,3.5261038322301204,1.6056238295483398,10.946543424856053,3.2112476590966796,0.3977833637313764,0.0003659024240996019,2.1086210825892326
mean_reversion,0.25,6.0,0.5,0.4,35.0,2.0,-1912.0215861344727,6.719099484598376,-4.028151333670541,2047.1075208651027,3422.0,0.7004436633367267,3.535643677106931,1.8279660028586524,17.211577870637377,3.655932005717305,0.3990886007448936,0.001678813747798314,2.294439504611364
mean_reversion,0.25,6.0,0.5,0.4,50.0,2.0,-3369.756711198287,9.362507679435756,-5.091363880410267,3542.6801474982194,3497.0,0.7082279649284725,3.5554377023558503,1.933706302410066,23.412566388783585,3.867412604820132,0.40504932601867,-0.0007509893822091016,2.374477596063678
mean_reversion,0.25,6.0,0.5,0.8,20.0,2.0,-760.5090778997809,4.136131568360854,-2.5953778267186487,1023.9977282000578,2804.5,0.5848168141900003,3.418431819815419,1.3779550419105484,10.848106379836373,2.755910083821097,0.3921322962115241,-0.0007582058112993593,1.9557663163169243
mean_reversion,0.25,6.0,0.5,0.8,35.0,2.0,-2630.4905621692997,6.766693032262233,-5.494150186855307,2887.72835939877,2915.0,0.5957367599044465,3.392556523283491,1.5627210536378526,17.538000930075313,3.1254421072757053,0.3979530191586108,-0.0008460376027275401,2.12124540804186
mean_reversion,0.25,6.0,0.5,0.8,50.0,2.0,-2108.059066158317,8.327474856925443,-3.5683962783631906,2254.190121265956,3041.0,0.6135385453410742,3.387463785229013,1.6976597170212004,21.364861057816213,3.395319434042401,0.40301529225024657,0.0008171045484465368,2.2285156624291496
mean_reversion,0.25,6.0,0.9,0.4,20.0,2.0,349.42518181253115,4.6226790248534595,1.0692302393872528,339.51963169315377,3353.5,0.6884629920371774,3.5449632902499424,3.037648735630129,10.401681317051832,3.3751652618113788,0.47549113097227014,0.0005841884094083314,3.91121130380564
mean_reversion,0.25,6.0,0.9,0.4,35.0,2.0,-352.84746646070835,7.543273064101827,-0.6504355862314289,744.1731188886315,3506.0,0.7075681438420816,3.5189128370149447,3.4187888368991763,15.895855838954272,3.798654263221423,0.49532885804728843,0.0006080012119950349,4.220842900556556
mean_reversion,0.25,6.0,0.9,0.4,50.0,2.0,-1165.0322457229813,9.826916578079716,-1.6777324073106719,1697.0935753769363,3578.5,0.7198139399765655,3.5355767133866136,3.59578927783131,20.51622395686184,3.9953214198126408,0.4993513760753048,-0.0023101217692295386,4.351920324395136
mean_reversion,0.25,6.0,0.9,0.8,20.0,2.0,-592.2088813469074,4.645316014522711,-1.7511601905442458,905.6419501021564,2855.0,0.5892018540388628,3.4142895682191035,2.568820590022435,10.65300256690138,2.8542451000250244,0.46158214415362797,-0.001531127257976818,3.5990476669335205
mean_reversion,0.25,6.0,0.9,0.8,35.0,2.0,-988.0861759784793,7.1648091245824395,-1.8996454643124863,1284.667770065097,2995.0,0.6086690095707823,3.4027411414385726,2.9231472990256155,15.716877111666705,3.2479414433619276,0.4789368122221501,0.003280723222999751,3.9008927716549744
mean_reversion,0.25,6.0,0.9,0.8,50.0,2.0,-2010.9666718157189,9.709891579914238,-2.9284815676735865,2276.104914393786,3050.0,0.6142385948518405,3.402747432733587,3.0718782696739533,21.04799836581549,3.413198077415653,0.4798102450831903,0.0011521679061761315,4.024456259607174
mean_reversion,0.25,6.0,1.3,0.4,20.0,2.0,1360.0773711984857,5.339591358907789,3.6002821962678206,260.8308134783713,3425.0,0.6993624140087555,3.5300735535160452,4.600998972284005,10.027216624623293,3.5392299786801615,0.5895873747645539,0.0009430805350895851,5.829017880992691
mean_reversion,0.25,6.0,1.3,0.4,35.0,2.0,744.7240575417707,8.879718925310353,1.2020058996512568,657.3816969195067,3537.5,0.7148576588025632,3.5267998029116776,5.086739710863917,15.552965898578558,3.912876700664759,0.614913077471813,-0.0016358941794078874,6.210788949864062
mean_reversion,0.25,6.0,1.3,0.4,50.0,2.0,-122.48584672612452,11.947457184233734,-0.11003583994460014,1087.261892672282,3595.0,0.7241469561003977,3.5454788826016834,5.297566033810247,20.23405996189006,4.075050795238882,0.6248555586666753,0.002682108578367445,6.367512931096096
mean_reversion,0.25,6.0,1.3,0.8,20.0,2.0,1055.522573676446,5.089721434621483,2.951194605515431,259.1473581760894,2916.5,0.5951536376242489,3.3991635146930257,3.9099485967464114,10.050640265187708,3.0076527667281256,0.5604987392104199,0.00046860122270498636,5.3702465157701855
mean_reversion,0.25,6.0,1.3,0.8,35.0,2.0,544.5951910007016,8.207839683371152,0.9361626056867697,623.2767400898281,3032.0,0.6119689870019951,3.4194225584961986,4.332414166962061,14.986635471654008,3.3326262822786656,0.5839210957849559,0.003540828356585976,5.722176673749253
mean_reversion,0.25,6.0,1.3,0.8,50.0,2.0,-538.2862521503587,11.081336636457074,-0.6619784305413983,1517.7314292006047,3057.5,0.613949083431198,3.416367936860052,4.5073737337837825,19.862948033348033,3.467210564449234,0.5887483404923929,-0.0013507902817046858,5.870526827339871
trend_following,0.05,2.0,0.5,0.4,20.0,2.0,999.5729261973494,3.085607052982814,4.589899717892144,111.50108722706699,3545.0,0.7091418283656732,3.529890324061986,0.5077544597831123,8.55341494168481,1.0155089195662246,0.3631296886229137,-0.0005695691973923693,0.6660736797580535
trend_following,0.05,2.0,0.5,0.4,35.0,2.0,1516.487870870471,5.292126655166246,4.054835275842284,226.7913033095358,3565.5,0.713242648529706,3.5524452703278997,0.618144854429693,14.614829385481105,1.236289708859386,0.3648758204006778,-0.0014345767337343115,0.7663046120063629
trend_following,0.05,2.0,0.5,0.4,50.0,2.0,1612.8492745465444,7.09042087245847,3.2195525822531263,252.07183781697967,3603.0,0.7207441488297659,3.5539547874835935,0.6711947526797652,19.847400629568728,1.3423895053595305,0.3642752078247736,-0.002698159253415219,0.8090526852429167
trend_following,0.05,2.0,0.5,0.8,20.0,2.0,860.1428455745622,2.9832456422652527,4.033414707748751,125.39147788214729,3069.0,0.6139227845569113,3.3924129434673898,0.45279855820792236,8.213349155481259,0.9055971164158447,0.36538798914065274,-0.00014920099985478983,0.6331533013321738
trend_following,0.05,2.0,0.5,0.8,35.0,2.0,1224.0819730942317,5.1675841821000965,3.3510414049876704,211.78920003739472,3088.0,0.6177235447089418,3.4186187187131054,0.5501255802944951,14.097638192329672,1.1002511605889902,0.36505188338342176,-0.0008234603549622869,0.72642179376992
trend_following,0.05,2.0,0.5,0.8,50.0,2.0,950.813899305662,6.82183768516254,1.975931715652695,486.50595592808054,3108.5,0.6218243648729745,3.4227087871736366,0.5823200785616152,18.567347662681108,1.1646401571232303,0.36635437138617954,-0.001597805059504212,0.7548733402855421
trend_following,0.05,2.0,0.9,0.4,20.0,2.0,778.4099760775107,3.223326225651296,3.425952982493553,171.66169118163344,3525.5,0.7052410482096418,3.5284012034540284,0.9224269245161214,8.780852970317701,1.0249188050178792,0.37130800140541564,0.0001633572496080065,1.2112000876832765
trend_following,0.05,2.0,0.9,0.4,35.0,2.0,991.374046914493,5.791699691682497,2.420128277937901,248.17033667679266,3541.5,0.7084416883376675,3.5380844201458768,1.1414162197661748,15.451205467078456,1.2682402441845722,0.37924099573637504,-0.002757088461572119,1.4062252584608368
trend_following,0.05,2.0,0.9,0.4,50.0,2.0,448.36970548791874,7.696739426750629,0.8275650213748942,464.3806911863752,3582.5,0.7166433286657332,3.550151974624854,1.2234938540720206,20.907746198615563,1.3594376156355004,0.37563540220112523,0.0010316653664650395,1.4706847402086072
trend_following,0.05,2.0,0.9,0.8,20.0,2.0,844.6271052053823,3.220887773121416,3.6866862289663183,175.09224653480396,3017.0,0.6035207041408281,3.395864715805019,0.8164356119142845,8.63739190369947,0.907150679904733,0.373141823455286,0.001044956119889049,1.1474570543923623
trend_following,0.05,2.0,0.9,0.8,35.0,2.0,908.2501001548804,5.543414440440143,2.33635678494771,410.07973023530934,3029.0,0.6059211842368473,3.4129106392390343,0.9801100068544184,14.788313533101503,1.0890111187270821,0.3744544692216707,-0.00018754794236546868,1.3034936591981272
trend_following,0.05,2.0,0.9,0.8,50.0,2.0,523.4617521749981,7.510387772495802,0.9850244147068575,591.4750817791376,3072.0,0.6145229045809162,3.401663076659948,1.0514780887961934,19.99900203922751,1.1683089875512653,0.3789076595644125,-0.0023517766319575205,1.3641565689832993
trend_following,0.05,2.0,1.3,0.4,20.0,2.0,933.0882099771845,3.622724797485238,3.645559539158816,165.31562608176216,3500.5,0.7002400480096019,3.5305799949956898,1.3658099737203806,9.497730276180093,1.0506230567079542,0.3888185289813839,0.0002974145072477225,1.785431585573921
trend_following,0.05,2.0,1.3,0.4,35.0,2.0,-246.65448744501077,6.358978125707605,-0.5444846106096453,808.9079678152084,3514.0,0.7029405881176236,3.5568101408171042,1.6745399367850657,16.180792731190618,1.2881076436807501,0.39666956942451626,-0.0006684677217988571,2.0560456390288433
trend_following,0.05,2.0,1.3,0.4,50.0,2.0,-872.1114773838553,8.580500888713278,-1.4416281157828301,1402.685648093542,3557.0,0.7115423084616923,3.5370186757324067,1.7811092011798586,22.12093121127015,1.3700840009074984,0.39607186175880316,0.007845190693990764,2.1378274960429424
trend_following,0.05,2.0,1.3,0.8,20.0,2.0,437.89445000419795,3.4143206451316472,1.7927260443527797,218.05361000630683,3020.5,0.6042208441688337,3.3748603830487673,1.2169084189742598,8.896118701853236,0.9360833992109481,0.3862202489256923,0.0023084522423904,1.695852241974325
trend_following,0.05,2.0,1.3,0.8,35.0,2.0,350.8398002996364,6.079126845626911,0.8284819788378426,685.0515780927021,2999.5,0.6000200040008001,3.4148116974611957,1.4362770373127094,15.709072140691045,1.1048284902404988,0.3934512431003572,-0.0002766273176016431,1.905702223297063
trend_following,0.05,2.0,1.3,0.8,50.0,2.0,-1308.6789321253966,8.260344126167773,-2.2375536040611945,1567.4975787090561,3032.5,0.606621324264853,3.4281308782642164,1.5274256119730527,21.20525133897862,1.1749427784407511,0.395426467122037,0.001952748152676513,1.982753542775873
trend_following,0.05,4.0,0.5,0.4,20.0,2.0,1321.2716436183255,3.2022048982228886,5.833599473142703,97.46729716763966,3524.5,0.7050410082016403,3.522829370075078,0.638237887740421,8.829387573302977,1.276475775480842,0.3673679161885897,-0.0001585712237077142,0.9259722984233095
trend_following,0.05,4.0,0.5,0.4,35.0,2.0,1676.5815905460322,5.6586168139804585,4.196859701413347,280.0399852463761,3546.0,0.7093418683736747,3.516770718277982,0.9720139863746479,15.487002270414669,1.9440279727492957,0.37290217219720423,0.00015754732494919615,1.2917560344551247
trend_following,0.05,4.0,0.5,0.4,50.0,2.0,2492.344542449532,8.427006172048756,4.190538418697332,305.8435591396693,3505.5,0.7012402480496099,3.5356810517435324,1.130659286023545,22.478783151502334,2.26131857204709,0.37997914855993487,-0.0004996089139401967,1.4456336124992992
trend_following,0.05,4.0,0.5,0.8,20.0,2.0,992.1466257070738,3.094041303479231,4.450966934012186,131.62171406492664,3046.0,0.6093218643728746,3.396814345919542,0.5866940235745015,8.484407551280219,1.173388047149003,0.36800295378207326,7.498608353357695e-05,0.9097928839381098
trend_following,0.05,4.0,0.5,0.8,35.0,2.0,1598.4045730638657,5.5849529243977365,4.014548072017287,239.49825383249697,3024.0,0.6049209841968394,3.3998131015174655,0.8590241296967386,15.029582668897952,1.7180482593934772,0.37460998130432077,2.4592295676933605e-05,1.2243832360456461
trend_following,0.05,4.0,0.5,0.8,50.0,2.0,2062.7471948836824,8.215581901171792,3.546056273036289,405.82498677104945,3001.5,0.6004200840168034,3.420809518572903,0.9990960678101823,21.78153512216098,1.9981921356203647,0.3777241654791643,0.0004180192656993251,1.3660630327468515
trend_following,0.05,4.0,0.9,0.4,20.0,2.0,1172.5561862964992,3.4665695218286823,4.7851868652995195,137.31478434306558,3497.0,0.6995399079815963,3.5447649454036814,1.192600906922228,9.207406619429527,1.325112118802467,0.38660853328526623,0.00014175572757203834,1.7302580773580198
trend_following,0.05,4.0,0.9,0.4,35.0,2.0,1428.1737925846437,6.613766945391109,3.0629411040139503,256.3942612385761,3483.5,0.6968393678735747,3.5352805636502067,1.8316306676299154,17.043072703651056,2.035145186255397,0.40543959567857035,0.0031952514596494575,2.41794477768483
trend_following,0.05,4.0,0.9,0.4,50.0,2.0,1144.626661018053,10.403426899520738,1.5233174271095011,584.7627511423034,3428.0,0.6857371474294859,3.5266969678083844,2.1228219063414384,25.604754329281057,2.358691007045933,0.4221609216565795,-0.0014422462439292608,2.695957200242807
trend_following,0.05,4.0,0.9,0.8,20.0,2.0,1049.8196955420476,3.3664794189735296,4.31938320433655,145.90356701920584,2998.0,0.5997199439887977,3.3830856313727846,1.0637673503185154,8.953820375343621,1.1819637225761217,0.38254565637979415,0.0017421862321709723,1.659925273329947
trend_following,0.05,4.0,0.9,0.8,35.0,2.0,1452.50315707127,6.620566671602907,3.0981754158580217,359.91668260814447,2930.5,0.5862172434486898,3.4024884586243873,1.6001575505955492,16.83273634018102,1.7779528339950033,0.40587936996272894,0.0005042167969938466,2.277274408363774
trend_following,0.05,4.0,0.9,0.8,50.0,2.0,505.8569794383983,9.933276557255603,0.6935303268261556,823.9077348138657,2909.5,0.5820164032806562,3.4220178269203867,1.8464590537092307,24.668044397765033,2.0516211707879446,0.41654530346933266,-0.0017605339716241656,2.5217305412695263
trend_following,0.05,4.0,1.3,0.4,20.0,2.0,1085.525043235138,3.859915991582132,3.967492323395044,97.20258323224002,3447.0,0.6895379075815162,3.555578551629983,1.7959199458556232,9.87901463246435,1.3814768814274077,0.4164601992056266,-0.0020250145063974608,2.6127294198252367
