strategy,lambda,order_size,aggressiveness,latency_sensitivity,risk_cap,seed_count,realized_pnl,return_volatility,sharpe,max_drawdown,trade_count,fill_rate,avg_latency_ms,liquidity_pressure,inventory_volatility,inventory_turnover,market_price_volatility,market_mean_net_flow,market_net_flow_volatility
mean_reversion,0.05,6.0,1.3,0.4,50.0,2.0,-1491.1944025538448,17.056653160256516,-1.2165575432885276,2669.7190590080554,2625.0,0.6757249253265736,3.5426803671142237,3.8984827295616418,34.67604349021698,2.9988328688937043,0.5636776250336881,-0.0022992052071688094,5.461933732818103
mean_reversion,0.05,6.0,1.3,0.8,20.0,2.0,-651.7255282500734,6.699309397722617,-1.3592303535317398,967.264569409973,1709.5,0.5498425476740717,3.4014388153360313,2.3347499312317344,15.784494232031932,1.795961485562899,0.4916738977679783,0.0049318751229077236,4.16939202439165
mean_reversion,0.05,6.0,1.3,0.8,35.0,2.0,-1178.0225642621608,11.561435111021314,-1.4132601588660343,1917.1293346362006,2037.0,0.5613874881156113,3.405082288221176,2.944639951422897,25.557151834743326,2.265107654940755,0.5171543130514212,0.0031378182030157974,4.728112025919248
mean_reversion,0.05,6.0,1.3,0.8,50.0,2.0,-206.87500296159317,15.353144389351161,-0.19000984664859955,1706.926387773444,2413.0,0.5696048423559907,3.389421442951315,3.570441693428802,31.884505418125592,2.7464936103299578,0.5435036016076402,0.0009704884472570971,5.227757647161987
mean_reversion,0.12,2.0,0.5,0.4,20.0,2.0,-2013.5354131918311,4.693068267123797,-6.067230497601613,2136.2178832938057,2878.0,0.665117267718832,3.5297391676870715,0.5452368699856116,13.153549751020186,1.0904737399712232,0.3608621677551444,0.0007588171062944525,0.7312801677449913
mean_reversion,0.12,2.0,0.5,0.4,35.0,2.0,-1999.0498784853094,7.202118049904161,-3.92330962820242,2234.0335534340575,3224.0,0.6831750232907925,3.5323560174003865,0.626533944442561,19.980812281953312,1.253067888885122,0.36102160817866913,-0.00032426319973221355,0.7878320192290631
mean_reversion,0.12,2.0,0.5,0.4,50.0,2.0,-2622.1499801907335,9.665225950958085,-3.832894337488045,2801.5355554721646,3300.5,0.686901905689556,3.530509282312665,0.6484407421438008,26.573280740506362,1.2968814842876015,0.3635407285377987,0.0016009111372066627,0.8027090400055308
mean_reversion,0.12,2.0,0.5,0.8,20.0,2.0,-1908.6303499084092,4.570116144847535,-5.830304956958329,1942.88918403234,2507.5,0.5746602372436865,3.407443478115529,0.47571911029024505,12.754908572589459,0.9514382205804901,0.36101470111595596,-0.0007388281469375329,0.6832878629644855
mean_reversion,0.12,2.0,0.5,0.8,35.0,2.0,-1279.6120152073174,6.897718419593996,-2.568956532383118,1478.8136498715069,2759.5,0.5797406249881323,3.393542882601011,0.5378758198970752,19.201281094504495,1.0757516397941504,0.3609534212411323,0.00015165213281936483,0.730319956445438
mean_reversion,0.12,2.0,0.5,0.8,50.0,2.0,-2044.630559500814,9.089833339142313,-3.147787489936813,2273.997772337615,2838.5,0.5862430147786724,3.401787552709038,0.5594179658237786,25.14460072785547,1.1188359316475571,0.3615672434792937,0.0018263740020738341,0.7461090322913426
mean_reversion,0.12,2.0,0.9,0.4,20.0,2.0,-1993.5488173187882,4.721114288448247,-5.973434472130437,2061.500302549225,2959.5,0.6694970128620263,3.564200370958557,1.0069393062528924,12.832611162166913,1.1188214513920476,0.372727838949396,0.0014400000000000033,1.3332667078030944
mean_reversion,0.12,2.0,0.9,0.4,35.0,2.0,-3522.1976530537636,7.818097384558868,-6.3685920236087785,3626.3053687522975,3112.5,0.671382466162973,3.5268448881545367,1.089096034971138,21.145918523085676,1.21010670552342,0.3746580099882159,-3.9372183481855335e-05,1.3937466358668438
mean_reversion,0.12,2.0,0.9,0.4,50.0,2.0,-3501.3189832445655,9.929944817767929,-4.988690477396225,3737.79690245906,3348.0,0.6979251195938223,3.5581883945960704,1.1836927589144888,26.53640244797306,1.3152141765715766,0.3753869632379238,-0.00016494235751894452,1.4552573783567941
mean_reversion,0.12,2.0,0.9,0.8,20.0,2.0,-1746.5983851790306,4.7078855928316585,-5.248641298520964,1837.4819825983864,2529.5,0.5654440407795398,3.425807558306522,0.8658459370821485,12.53514887954431,0.9620510412023475,0.3762691121548688,-0.0003513783339840684,1.2375880151615721
mean_reversion,0.12,2.0,0.9,0.8,35.0,2.0,-1996.8121088445232,7.036843969444375,-4.034306168253147,2122.3529543053673,2778.0,0.5816609238974786,3.3987063749080892,0.9732507481341716,19.18596834894052,1.0813897201490261,0.3737923044426981,0.0019262553522273692,1.3176575524423324
mean_reversion,0.12,2.0,0.9,0.8,50.0,2.0,-2385.777926493922,9.032990276258612,-3.639549458069724,2698.9989866191468,2881.5,0.5909112362891286,3.415382542317814,1.0179334565199838,24.32529773806068,1.1310371739110339,0.3745155714802477,0.004594606695834972,1.3491125119183456
mean_reversion,0.12,2.0,1.3,0.4,20.0,2.0,-1636.7042569901187,4.569072783290194,-5.065809394751162,1713.9139546390138,3098.0,0.6814720306805966,3.540470515841611,1.5228745225314115,12.141842927976125,1.1714419404087213,0.3887900517229632,0.0023249916683857107,1.970985052739684
mean_reversion,0.12,2.0,1.3,0.4,35.0,2.0,-3027.436695029016,7.618506404935706,-5.607885698163349,3130.949225514366,3206.5,0.6824656941344633,3.540829309743638,1.6194893544592932,19.94600056316225,1.2457610418916958,0.3895125829900168,0.0016460438970222952,2.0415612925614317
mean_reversion,0.12,2.0,1.3,0.4,50.0,2.0,-2865.2669453300196,9.674428859177766,-4.152956974657316,2968.9441797850172,3395.0,0.6978859038590618,3.5273545176883556,1.7334878644039973,25.122525343080632,1.3334522033876088,0.39487966662952284,0.002467608138919731,2.116164010237282
mean_reversion,0.12,2.0,1.3,0.8,20.0,2.0,-1773.9233563470495,4.710229002538666,-5.327846030031049,1878.1709392579394,2582.5,0.571066809728309,3.394892061376834,1.2711236515124043,12.514544780166572,0.9777874242402793,0.3861496311099499,-0.00024972798308404726,1.8015786648061742
mean_reversion,0.12,2.0,1.3,0.8,35.0,2.0,-2340.226125082987,7.132203441751354,-4.640949025382379,2483.4144185047658,2788.5,0.5842514256818285,3.4232570892849976,1.4069220119634833,18.96951686792112,1.0822477015103251,0.3853720648454475,0.0027269215300020425,1.9033573346945913
mean_reversion,0.12,2.0,1.3,0.8,50.0,2.0,-2233.4362482821834,9.197657527058496,-3.3019552375808443,2582.186981212207,2907.5,0.5930645981148736,3.4140853892338807,1.4853779390955935,23.574895890403354,1.1425984146888628,0.3912451515040418,0.009318229350969296,1.9590556769680827
mean_reversion,0.12,4.0,0.5,0.4,20.0,2.0,-1355.243456820509,4.939382661656872,-3.8803580808233624,1463.7186092134707,2757.5,0.6650182482282497,3.5535476008894884,0.9721436042037546,13.522518210333184,1.9442872084075091,0.3745310053896691,-0.0006152846549448668,1.3635442965150342
mean_reversion,0.12,4.0,0.5,0.4,35.0,2.0,-2945.9132478545316,8.387121175200514,-4.965857675971172,3173.4291184819604,2938.0,0.6684508434141805,3.5254933731942315,1.1015837299041689,22.57499234272528,2.2031674598083377,0.3781242721795267,0.0011041901841579403,1.4678927889058282
mean_reversion,0.12,4.0,0.5,0.4,50.0,2.0,-4052.545907453774,11.14177536990488,-5.13138080004628,4260.669207468491,3083.0,0.6762708149953633,3.5257266250857886,1.1811766313144998,30.36402837019083,2.3623532626289996,0.37768636251160403,0.002295772635358878,1.5255171685471656
mean_reversion,0.12,4.0,0.5,0.8,20.0,2.0,-1246.8878614536598,4.903961648406911,-3.584237218244481,1323.782263844344,2380.0,0.5592022176888077,3.415043588811672,0.8462620136584179,13.39606149313546,1.6925240273168358,0.3745390718364067,-0.0006128408079984069,1.273765421512247
mean_reversion,0.12,4.0,0.5,0.8,35.0,2.0,-2935.9442184974428,8.062884502993032,-5.146130313157776,3119.776681932423,2561.5,0.5784062298424852,3.414807648082287,0.9663211719911379,21.779353074789615,1.9326423439822757,0.37331534460889976,0.0010281896957062458,1.3764322075971975
mean_reversion,0.12,4.0,0.5,0.8,50.0,2.0,-3664.480321414515,11.020915592544458,-4.703485433406517,3899.1956832546225,2631.0,0.5700975081256772,3.3894444737532803,1.0093585271433962,30.01176436208349,2.0187170542867925,0.37371133305788773,0.000668010764205232,1.4109362366316711
mean_reversion,0.12,4.0,0.9,0.4,20.0,2.0,-1248.9042197006954,5.121805865559613,-3.401962405822451,1325.4351514848327,2884.0,0.6732763326938307,3.529453818279894,1.8384797488477447,13.073661297014393,2.042755276497411,0.4082771114642484,-3.996429460017582e-05,2.5167055876395232
mean_reversion,0.12,4.0,0.9,0.4,35.0,2.0,-3083.14168801131,8.684505882601057,-5.023106372809329,3262.5402256279376,2989.0,0.674219942979932,3.523995050159307,2.0193451194268164,21.893296140247827,2.2437167993630185,0.4174966622736874,0.002819432535176652,2.6654589586654787
mean_reversion,0.12,4.0,0.9,0.4,50.0,2.0,-5222.47152874066,12.50287994344298,-5.90619320284465,5399.248716126169,3039.0,0.6716652850432114,3.5384827033915927,2.081624081578596,31.116668887069284,2.312915646198319,0.4166459737989345,0.0009073903307298759,2.7143836513226045
mean_reversion,0.12,4.0,0.9,0.8,20.0,2.0,-1136.2106835060981,5.0215875684532225,-3.2057346088094003,1190.083275779484,2451.5,0.5680684775625846,3.4266451875476798,1.5862629562686124,12.92536706119169,1.762514395853953,0.40556788471620797,-0.000232932014609247,2.3436269875806346
mean_reversion,0.12,4.0,0.9,0.8,35.0,2.0,-2406.8737058417264,8.30798912095677,-4.099124335693169,2618.545849718903,2598.0,0.5700611220993117,3.415629599454759,1.7546130477304624,21.253108055307642,1.9495700530337632,0.4090316781883482,0.0009511214450914103,2.485560805697
mean_reversion,0.12,4.0,0.9,0.8,50.0,2.0,-4640.898395458339,12.031518725573996,-5.460434796593655,4836.492957304314,2612.5,0.5691462302555041,3.401502504842415,1.8005533952297856,30.271935064891032,2.00061488358856,0.4110930285143286,0.0041588861081286715,2.5261326515249474
mean_reversion,0.12,4.0,1.3,0.4,20.0,2.0,-949.9485599736787,5.428997128970064,-2.4747664252316395,1115.5654967575251,2946.0,0.6758639781586132,3.5486061356744294,2.739333696475364,12.678427551021674,2.1071797665194314,0.46455544176124963,0.004117530049052343,3.7000371032093793
mean_reversion,0.12,4.0,1.3,0.4,35.0,2.0,-1964.483889936101,9.39316702684826,-2.961529229060245,2207.4580650210874,3142.5,0.6796705408478714,3.518108386257595,3.082795914794368,20.9545536172268,2.3713814729186264,0.47661553991438743,-0.0027997299148084936,3.9626174297765226
mean_reversion,0.12,4.0,1.3,0.4,50.0,2.0,-2111.6275550629234,12.465453919218525,-2.38985535113172,2540.045536396873,3309.5,0.691902213240692,3.5338039070782776,3.311490164103062,27.20574294119562,2.547300126232982,0.48368072304144094,0.0066136858951503785,4.12232398073194
mean_reversion,0.12,4.0,1.3,0.8,20.0,2.0,-1284.0527598754015,5.2768237188475124,-3.4420907302519,1351.7358392206988,2486.5,0.5743581150312511,3.4204252561004482,2.315843838772326,12.816054981394057,1.7814183375171362,0.4442049285352987,-0.0006265176746846281,3.401826430391744
mean_reversion,0.12,4.0,1.3,0.8,35.0,2.0,-3395.5490375485624,9.561011020228552,-5.028196048242205,3480.9740090426694,2496.5,0.5535291997238417,3.410368134843253,2.4339599886356735,22.355988556920025,1.8722769143350821,0.4580663084687492,0.0026439839685353655,3.518068231601845
mean_reversion,0.12,4.0,1.3,0.8,50.0,2.0,-3567.6193044387383,12.567194930049403,-4.017342698202874,3720.155250202925,2696.5,0.5772845792618861,3.3928445317731297,2.7106275068137613,28.595847602772675,2.0850980821643494,0.4669748436896827,0.009460282055243048,3.7329459313462747
mean_reversion,0.12,6.0,0.5,0.4,20.0,2.0,-1440.9703102220556,5.461478196398931,-3.7331488580449355,1609.1428423989332,2555.5,0.651530686859167,3.5117173058464255,1.2629441007517266,14.422136188996895,2.525888201503453,0.39072791510887506,-0.00022493079381254687,1.8769272454426305
mean_reversion,0.12,6.0,0.5,0.4,35.0,2.0,-2692.34619082864,9.031716245387141,-4.21611474515031,2968.103802389047,2828.0,0.6689436371469977,3.5476552019061374,1.5291524715553688,23.315604071497745,3.0583049431107376,0.3971754971919921,-1.2471347208076536e-06,2.1036771231894495
mean_reversion,0.12,6.0,0.5,0.4,50.0,2.0,-3748.8817406531625,12.209277186261055,-4.346754007794451,3926.1057271445497,2989.5,0.6724071261085209,3.5489384352987168,1.6728518049002767,31.404409250064546,3.3457036098005535,0.39905311436214547,0.002183804537827166,2.2128960967694313
mean_reversion,0.12,6.0,0.5,0.8,20.0,2.0,-1160.7419980005334,5.255010318962344,-3.109298637151144,1318.0572797013251,2231.5,0.5534169549640917,3.4162309693136645,1.1139696314999343,14.092279631439347,2.2279392629998687,0.3856776723002486,0.0019034647144426913,1.7654911034745993
mean_reversion,0.12,6.0,0.5,0.8,35.0,2.0,-2626.3256451529487,8.74806705362386,-4.244795863526294,2807.901402339143,2390.0,0.562551718162111,3.3958512553224285,1.2989944521709962,23.159612053163336,2.5979889043419924,0.3904982703833517,0.0011193812835563848,1.9398282179665367
