epoch,train_nll,train_acc,train_mae,val_nll,val_acc,val_mae
1,5.608947894343203,0.7898046138590125,0.6977967127344252,5.124094486236572,0.8249974533971681,0.7974025745358816
2,5.189783029968747,0.822648664552617,0.8830782460606754,4.959394454956055,0.828053376795355,1.08270281702022
3,5.09994366627616,0.828456852681247,1.128161284148986,4.9363694190979,0.8397677498217379,1.1277872369040949
4,5.0811284635879845,0.8394629877842797,1.0980085561462727,4.898329257965088,0.8547417744728533,0.9867900946699603
5,5.050650733922313,0.8536946832739438,0.9891008358805453,4.880570888519287,0.8560660079454009,0.9688651939874707
6,5.0252353109738666,0.8543812045724498,0.9976588338196193,4.876722812652588,0.8562697361719466,1.0311830521989915
7,5.009195863058084,0.8544901762071333,1.0351643377385116,4.848196029663086,0.8562697361719466,1.0084229883429254
8,4.992788507368703,0.8545010733706017,1.0103560937619187,4.837709903717041,0.8563206682285831,0.9795243184654171
9,4.982298782641946,0.8545337648610066,1.011182447802587,4.828339099884033,0.8563206682285831,1.0149469669960274
10,4.966317552678786,0.8545555591879433,1.0181969434137543,4.822783470153809,0.8563206682285831,0.9571682293788836
11,4.956081809181967,0.8545555591879433,0.9783917548996371,4.808972358703613,0.8563206682285831,0.9971590456924213
12,4.94276534656896,0.8545555591879433,1.0181022317390782,4.802736759185791,0.8563206682285831,0.9338359756990425
13,4.9318829498433185,0.8545555591879433,0.9787268852433336,4.79250431060791,0.8563206682285831,1.0165185989546195
14,4.923981462053986,0.8545337648610066,0.9874905458593504,4.786624908447266,0.8563206682285831,0.9168391923767444
15,4.9156949905017555,0.8545337648610066,1.0096532480017326,4.7738356590271,0.8562697361719466,1.0176088632919935
