bin,pred_quantile,empirical_quantile
1,0.2470647543668747,0.0
2,0.40521037578582764,0.0
3,0.47611352801322937,0.0
4,0.5377092957496643,0.000244140625
5,0.6085315346717834,0.0009765625
6,0.7101758718490601,0.005719782784581184
7,0.854037880897522,0.07503664493560791
8,1.0576095581054688,0.4345703125
9,1.3377476930618286,1.5727485418319702
