time,mark
1.10307442276,0.0534304047913
7.61073790084,0.120477495084
16.4618621563,0.725859354619
17.0081173086,0.380268053148
39.4634605703,2.09702606717
39.4676049681,0.326687993047
39.6865074772,0.579263330394
39.8420265483,2.09777194955
40.0196543522,0.757192681213
40.1409057893,0.615081535143
40.1542845383,0.0421991689287
40.4699736526,0.433089404217
41.1752004723,3.8442336706
41.8564492168,0.750647247719
41.8711054337,1.7126039058
42.0906179432,0.176977150023
52.7660310005,0.701734330902
64.3135019186,1.70115547918
66.5173458991,0.363832637277
73.4399092439,1.028827903
73.5109759569,5.00548633589
73.7537805715,1.60203060847
76.5849830587,1.0484346656
78.1154898852,2.41856599252
78.1657717842,1.82590162931
78.8771544581,0.340348195168
79.4354971152,0.161111139426
80.3782431755,0.483141574449
82.1251117905,0.414671080111
88.3326824979,0.700187760527
89.3861040483,0.0728735812974
92.0832418068,2.68030713264
95.8872127634,0.622752422582
96.5654808998,2.81071687746
96.672017277,0.71324179342
96.837465019,0.306308507557
96.8842938843,1.55899979713
96.9870046497,2.55440858656
97.1315557381,0.800231316989
97.2835262482,0.288777640114
97.4330132201,2.86761537225
98.590326407,0.0564074002179
105.346141859,1.90763638756
106.968078971,3.31184251554
107.384918541,0.717819330736
107.403969699,0.418094379105
107.920143157,0.647368424299
109.682295272,0.56693353461
110.103749301,1.76705901525
110.218739097,0.0336797601586
110.825688953,0.129838929207
114.602927587,1.52992471857
114.705589863,0.196597350733
114.752844162,0.830261964548
116.062072252,0.423109265853
116.349454373,0.69690144146
121.529646496,0.473298199454
123.584310566,0.527858486482
131.571735337,1.02636517561
131.669404224,0.790251285009
136.080712524,1.10987393228
136.277637095,0.164944938492
137.129162204,0.117676183171
137.213496843,0.0929304691343
141.74281602,0.419024170203
141.972666486,3.11467457928
142.396428145,2.39619772813
142.747429985,1.05800289661
143.228845321,0.486470206313
143.444689536,1.25451594725
149.088801516,1.8818637091
150.018018628,0.715301477861
150.176028223,1.61667703024
151.779156458,0.328063043315
153.531235311,0.484292798281
153.586039789,0.307882875109
167.297955466,4.32013363737
167.305144476,2.94606169962
167.323776464,1.92766823066
167.354299998,0.985295171124
167.39566936,1.00272161059
167.601960904,0.0974244879253
167.732559293,1.02509442614
167.746135535,0.337423689102
169.657130647,3.77438571567
169.657760667,0.953639729114
169.784654738,1.13624567956
170.029710441,0.433637174715
170.279174833,3.05301393862
170.616127342,0.523351031992
170.670679871,0.458868260292
170.965464606,0.00262651431552
171.081627638,2.18219772929
171.163370269,1.24367363462
171.273000496,0.531665287874
171.347294024,0.699264903572
172.045183652,0.540642608848
172.296359354,0.316525101437
176.609038834,0.283657077734
177.22599201,0.204129503093
178.485635885,0.602144432406
178.878119014,0.182864355701
181.50985575,1.3092864836
181.546148743,3.01289607855
181.650947967,2.46800456186
181.787430135,0.031585969303
182.159972897,1.72821845976
182.316740487,1.58831103192
182.332195485,1.07504927542
182.691196173,1.43566615676
182.706460638,0.219570191305
182.973343981,0.135477743243
183.304616759,1.41879776386
183.387068523,0.117066627845
183.528003713,1.27354512219
183.589622844,0.892006668335
183.922377758,0.363584237096
184.9362063,0.267520178886
186.312489586,0.484449389133
187.428932859,0.0793544491494
187.481175642,4.08843264675
187.499413737,0.122123965337
187.524024593,0.44475677645
191.315813697,0.139878385325
194.943318708,0.217991736865
196.518980515,0.111182025944
199.644461658,1.74280317689
199.814268442,0.350010457855
199.862480463,3.761999161
199.93494575,1.05638463982
