time,lambda_0,lambda_1
3.557565093,4.814845493,37.31001327
3.622326247,3.336277677,29.8431882
3.631624777,17.89817138,25.65730077
3.645034498,28.99515406,20.82751114
3.657621207,23.18235482,33.30370253
3.674410823,32.01420547,25.26002927
3.942645227,2.903936195,21.08867571
4.102607082,2.773805548,21.65041081
4.14808666,2.782269509,27.70123399
4.155483855,2.80706747,40.57844867
4.1568503,2.836340271,55.61906732
4.173944672,2.838407384,56.95938558
4.181433339,2.855323404,65.73108544
4.182798577,2.88329809,80.09504476
4.186202215,2.904783724,91.15276372
4.214303133,2.863304022,70.10933535
4.243325919,2.838329849,57.4352584
4.244374375,2.867396677,72.34699486
4.245153512,2.896556609,87.30552072
4.24546842,2.926742463,102.7886761
4.250644408,2.939155297,109.1712988
4.254901717,2.95374835,116.668073
4.259356241,2.966362172,123.1492176
4.267542928,2.962727698,121.3039266
4.27226396,2.973472382,126.8243249
4.276499306,2.985360326,132.9293815
4.283476993,2.984043004,132.2652471
4.290348224,2.983357549,131.9235511
4.294373291,2.995401409,138.1059455
4.314856964,2.939319186,109.3625359
4.315799027,2.966715037,123.4144449
4.315862178,2.997618964,139.2649076
4.326542931,2.978446191,129.4390596
4.331325955,2.987501011,134.0861777
4.333417407,3.008383134,144.7976841
4.346195485,2.978094583,129.2692791
4.348397169,2.998850221,139.9156472
4.382454093,2.900084438,89.26972035
4.409996252,2.861677926,69.57578142
4.414395888,2.882266099,80.13582889
4.431270155,2.871493608,74.61229817
4.495068242,2.804839378,40.4286847
4.543734602,2.793048566,34.38195308
4.586277771,2.791414119,33.54389816
4.618895087,2.795936184,35.86332053
4.631865711,2.813379198,44.80974396
4.645234008,2.826362108,51.46860608
4.710434895,2.791540527,33.60889711
4.803936013,2.775543217,25.40399941
4.811091969,2.801432175,38.68226826
4.866942553,2.788439815,32.0185774
5.358299859,2.766947486,20.99531062
5.389294611,2.783729358,29.60261712
5.439747168,17.41704566,13.99646439
5.443745637,30.95251368,13.33565388
5.44713729,43.76576278,12.81965687
5.485726799,36.36300815,8.641939206
5.487997466,49.53384298,8.511059457
5.500689176,53.70647113,7.753671461
5.507449609,61.92419346,7.435738927
5.518377751,64.96770658,6.987426794
5.556739108,46.29377268,5.950584168
5.559146077,58.91039081,5.9367054
5.564896038,67.47176697,5.865370945
5.567678796,78.63110333,5.849278691
5.575718875,82.02148838,5.753307698
5.584854385,83.4453305,5.657580242
5.612039588,64.259029,5.410318944
5.625278368,64.61117322,5.344538215
5.670686859,42.35153628,5.166392096
5.672800794,55.37534969,5.190335776
5.684974997,58.66331406,5.178971592
5.707627984,38.31898774,21.1114885
5.719544174,45.4372783,17.72480096
5.958485141,17.75849934,5.132014311
6.063829599,19.22655617,5.041794481
6.570847717,17.40020441,5.025001418
6.616864963,23.24160308,5.037383478
6.620098399,36.62128878,5.065745195
6.83474363,3.22999652,20.99483375
6.941164101,2.825773157,22.89838494
6.94203313,2.855417468,38.5898203
6.948024442,2.873099333,50.79592435
6.953285319,2.890577454,62.22155449
6.976957918,2.863379198,56.63800087
6.985402201,2.87474165,64.61272843
7.036254694,2.817212703,42.55561146
7.042133403,2.839371785,54.38899992
7.048450279,2.858269038,64.52659638
7.049244081,2.887534727,79.58885287
7.055935934,2.899716403,86.24447392
7.064690968,2.90457422,89.19333768
7.090984889,2.86672631,70.75873807
7.115752023,2.846757134,61.0684397
7.120724455,2.867444187,71.76016274
7.123919202,2.890488192,83.62750516
7.124308032,2.920484975,99.01831156
7.124962444,2.949278323,113.795653
7.141997276,2.918822506,98.38176946
7.147129209,2.932159713,105.2720016
7.149879532,17.58545223,99.9361061
7.158556019,15.25097337,100.811006
7.166455002,13.4532834,102.8089175
7.16766021,13.22923042,116.4792951
7.179257912,11.08809236,109.3998148
7.185908944,10.07897871,112.395687
7.195120187,8.874666652,110.3251415
7.196845745,8.697615072,122.7519861
7.19810414,8.580635298,135.8251828
7.216138615,6.841972644,112.2088162
7.219796718,6.583474787,120.644761
7.224013006,6.303511588,127.2922213
7.226909379,6.133907702,136.4090144
7.232453101,5.808470244,138.617084
7.25976948,4.546272958,98.37135639
7.288175848,3.79276108,73.90015188
7.290652443,3.772876222,86.5701803
7.312215562,3.440754087,73.99300801
7.328110906,3.279955946,71.20245929
7.334649814,3.2444384,79.08604881
7.342366666,3.202882729,84.48956157
7.346087827,3.200574783,94.78797032
7.356836494,3.141855745,93.41840891
7.359284399,3.153647855,105.1935149
7.368256959,17.7488037,88.76468254
7.368678647,17.65391511,104.0610874
7.374932528,15.93115818,108.4135396
7.378511698,15.05079685,117.2691078
7.384830997,13.61988372,119.9391305
7.400824514,10.67147318,104.4720312
7.41117145,9.2192396,101.8764714
7.417676033,8.459546202,106.0581851
7.428615942,7.365923227,102.1973625
7.435142464,6.830523234,106.302491
7.438400681,6.603393627,115.9112214
7.441596381,6.395126471,125.0437872
7.44784504,5.996420376,126.9403332
7.450642224,5.85021055,136.3054581
7.456583484,5.532471107,137.5936435
7.463057839,5.223993294,137.4888027
7.469135901,4.970376428,138.3229535
7.485589034,4.374977778,116.9371515
7.511607232,3.741145098,87.52218846
7.512915578,3.746373653,101.3906226
7.513142567,3.772991503,116.9539315
7.513193498,3.803130956,132.8398825
7.522635108,3.650657142,126.8407776
7.523692342,3.662710263,140.2913495
7.527641158,3.623513965,146.0170421
7.539673084,3.464839392,131.8557623
7.545632954,3.414108865,133.6005603
7.546513249,3.433465702,147.3560745
7.547468231,3.45146149,160.6627485
7.550091222,3.446078636,168.70683
7.551121429,3.462788125,181.3681177
7.577781815,3.193512871,124.4761096
7.584378967,3.168124576,125.7069604
7.585735226,3.187749414,138.4765443
7.604605137,3.076855432,112.5152808
7.604615881,3.107977601,128.4921151
7.60475714,3.13812293,144.1436387
7.610928489,3.122597239,143.9863699
7.611815416,3.146991084,157.5425227
7.635777121,3.021609274,115.4607211
7.647163183,2.994588247,108.9636758
7.650461886,3.009258164,118.3256779
7.653484425,3.024409613,127.6775844
7.661159179,3.014530133,126.2202467
7.674299962,2.981294752,114.2027938
7.675038746,3.008888778,128.6009563
7.686321208,2.984909482,119.6320185
7.688618501,3.004916068,130.4839793
7.689586152,3.030952418,144.0786532
7.692262447,3.046762296,152.8296873
7.704815643,3.008904336,136.0060378
7.711072688,3.007969254,136.5953538
7.727235294,2.963975176,116.2458355
7.734135163,2.965752529,117.9055088
7.759044429,2.906702109,89.60258525
7.770676154,2.902415119,88.04141341
7.77722705,2.913144345,93.84328858
7.791958144,2.899070894,87.17003458
7.797372277,2.913505285,94.73655716
7.802133635,2.928554515,102.5848455
7.804327684,2.951472428,114.394994
7.806297935,2.974332615,126.1678116
7.825490167,2.929476564,103.542024
7.827557068,2.952826985,115.5512306
7.828702442,2.979106261,129.047364
7.830693019,3.000803625,140.2055615
7.848921831,2.951022537,114.8971082
7.849482738,2.979816524,129.6710243
7.858092956,2.972402268,125.94793
7.859815818,2.995582204,137.8511117
7.860223378,3.024668323,152.7725052
7.861035228,3.051210482,166.3923357
7.861186736,3.081451493,181.9039507
7.862507765,3.103632898,193.2910265
7.884994019,3.001582154,141.0904035
7.892275935,2.996749351,138.645224
7.898065508,2.999407299,140.0318533
7.901535228,3.012926762,146.9786637
7.903904723,3.031293186,156.4069025
7.912243553,3.01708974,149.1480896
7.91418596,3.037565218,159.6552875
7.922214623,17.65659704,136.7431959
7.93123331,15.22522743,130.9989809
7.968904718,8.646366366,80.310735
8.000369985,5.917078439,61.13484768
8.056686837,3.798391049,39.19579165
8.109327443,3.137758909,32.92877016
8.114227869,3.131423213,46.32074147
8.338688024,2.7713879,21.45793549
8.385962582,2.780789882,27.38993815
8.390686069,2.80792516,41.37099138
8.397917376,2.829401817,52.47259996
8.451071235,2.799291452,37.39257895
8.51259475,2.785508843,30.45928846
8.529895238,2.80214988,39.0107455
8.548080854,2.813099178,44.63864904
8.551162169,2.839671752,58.26918583
8.561182715,2.85199429,64.59403422
8.570008151,2.8643803,70.95016343
8.593110301,2.847981636,62.54597555
8.604505753,2.856303748,66.8166108
8.652755706,2.81287395,44.54728279
8.670804865,2.82069989,48.56218231
8.674469454,17.47850098,45.51428065
8.67995018,30.61170606,41.33852081
8.696334266,22.85414579,47.18349638
8.711720949,17.55620086,52.00788028
8.734610929,12.14346298,50.73837751
8.744286467,25.15208343,42.72122455
8.748129127,38.15765741,39.96146044
8.785385247,19.58088158,37.59211356
8.796143058,16.35111957,47.28154234
8.80946847,13.19699513,53.3882761
8.810840759,12.94497783,68.07805306
8.829944056,9.734233253,64.04562491
8.830743866,9.654370133,79.10847283
8.866783253,6.131947276,57.04087392
8.9055685,4.330483367,44.95518551
9.504783929,2.766954596,20.9941016
9.512052488,2.793928003,34.82923334
9.561049735,2.788781002,32.19199475
9.619484663,17.41603453,13.47737735
9.813156461,3.072101168,21.17019642
9.859065269,17.53384114,11.48332372
9.905421225,8.622431387,23.56165906
9.991109275,18.46025644,8.37066252
10.00701246,14.20741089,23.45062597
10.04573578,8.05480386,29.50146753
10.05560741,7.133013472,41.11052035
10.08806771,19.69695011,23.89449421
10.09174722,18.52478803,38.55347878
10.10716823,14.36567823,45.64693175
10.1082301,14.15248771,60.79260436
10.13286582,24.3747897,39.11608571
10.15374155,17.02018924,43.46950836
10.1633801,14.54690388,52.72354622
10.17040066,13.03084893,62.47094491
10.18499095,10.45649378,63.92422206
10.18574794,10.37167958,79.03868879
10.18606845,10.35408444,94.5655082
10.18670609,10.2887412,109.4304034
10.1897266,24.50977628,103.3392388
10.19235332,23.42661253,114.3060219
10.21090104,17.04520233,96.42745751
10.21924191,14.87780989,98.37901094
10.2246602,13.66200711,104.7882319
10.23008388,12.57001095,110.5295656
10.24498384,10.06693584,99.33316563
10.27206786,7.032008091,75.8775845
10.27421645,6.882495954,88.89603921
10.27768655,21.26826783,83.30162027
10.28343484,33.91937851,74.82822372
10.43830229,4.175471402,24.14818328
10.52038121,17.67839071,8.734685409
10.5868664,21.3527136,6.014641167
10.60311991,30.84987554,5.762449773
10.61798787,23.64947431,21.56470166
10.61911279,37.8480057,21.22713073
10.62869688,46.38716607,18.42664865
10.63294134,57.49835829,17.36449657
10.64292542,47.61705347,31.12525214
10.67086019,43.06962905,19.97094154
10.68230158,49.48376394,16.93870691
10.68336065,63.16779465,16.71944433
10.68891434,71.47854402,15.51785542
10.69238916,81.52718831,14.84239722
10.70623539,77.13227021,12.49124911
10.718181,75.98562193,10.92902939
10.72920713,76.15323698,9.785550944
10.76072192,56.48954092,7.576230343
10.97166285,18.19059568,5.063000924
11.06940078,4.955330557,21.00363456
11.10999917,18.38501135,12.13305102
11.11988159,30.24225008,10.88378986
11.2292491,5.853550933,21.65477677
11.2373592,5.417916482,35.1600747
11.25699135,4.578130875,41.36414444
11.25736627,4.595563225,57.09238501
11.27232759,4.145795114,59.61921863
11.28915677,3.774008045,60.0075766
11.3115905,3.429845769,56.11863568
11.59756224,2.769222366,21.16162133
11.61432998,2.790880791,32.55512511
11.62224698,2.814002749,44.51898373
11.62469366,2.841461161,58.63137638
11.64072719,2.843655832,59.91653147
11.68405817,2.81230538,44.08168205
11.69097827,2.833605837,55.02946638
11.69224828,2.86234703,69.77450062
11.72654648,2.830699885,53.61764448
11.78364671,2.797250869,36.51350326
11.83241183,2.790135597,32.87920637
11.86634652,2.794533736,35.13947869
11.88518294,2.807276865,41.67679485
11.89234767,2.828923295,52.77952405
11.90130824,2.844831599,60.9392357
11.910225,2.858209746,67.80117084
11.92295892,2.861871865,69.67987953
11.93890154,2.858633674,68.01944073
11.94052117,2.885912365,82.01052821
11.95289035,2.884198242,81.13159669
11.99567503,2.830033755,53.35147558
12.0184209,2.826768236,51.67674052
12.05256376,2.812924881,44.5766886
12.062049,17.46339376,37.76799579
12.06253861,17.35107793,53.44857019
12.09352168,10.63184256,47.0685931
12.13623438,6.127526665,38.90085981
12.16260209,4.768650815,41.00452198
12.31525963,2.862917812,22.69391084
12.31921535,2.88444009,37.34748338
12.32271995,2.905570363,51.15734183
12.33377392,2.903082314,58.00090478
12.44019881,17.41946909,11.33367628
12.46445985,26.43828386,8.927510908
12.48952676,31.75664021,7.407654638
12.52613165,16.72306726,22.15461722
12.53621215,28.8329771,19.05238942
12.5421652,40.56746662,17.50546271
12.54681812,51.86955144,16.4247726
12.54839312,65.00976068,16.10139569
12.55689725,55.30100696,30.36406985
12.55765467,69.17453021,30.01373134
12.56333623,62.06934361,43.32621684
12.57717333,47.75664871,50.05932341
12.59621031,33.53223358,51.789556
12.61406584,24.31509537,53.73653463
12.61534695,38.43301214,52.53458742
12.62216889,33.91136941,62.47117423
12.62246029,48.39401352,62.16825956
12.62305967,62.51375425,61.51805386
12.63310881,66.293564,51.25758595
12.64090731,71.77866008,44.60749691
12.64667086,64.2927857,56.29449153
12.67764092,35.9010401,48.60723761
12.73265337,28.43657288,19.53900054
12.73550183,41.67714819,18.7646241
12.76966946,37.06189824,11.97812442
13.0072834,3.063248025,21.05413989
13.01337426,3.05688273,35.21213352
13.12514682,2.801287907,24.22550534
13.18201689,2.78795971,27.16048372
13.31235754,17.40340531,6.660211196
13.32421417,28.97067336,6.33951791
13.32448723,43.49159095,6.36327292
13.33416353,36.35173604,22.12226893
13.36775162,34.57086355,13.77429668
13.37200688,46.63741659,13.08903754
13.41700594,35.24897747,8.316292704
13.4852356,25.70618171,5.873815549
13.51012324,31.36317178,5.559886468
13.75928425,17.59570781,5.028877539
13.87098684,18.99096054,5.028743711
13.87636195,31.99794434,5.05627761
13.89453598,37.74416338,5.068356741
13.92966809,20.10573579,21.03072094
13.94227689,16.2652989,33.45618058
13.95152656,14.01148594,44.64911926
13.97440091,9.903043062,46.09052136
13.98222842,23.52822431,40.16623416
13.98496618,22.45153383,54.2920831
14.0099639,14.72571696,50.89606352
14.04081237,9.236458007,45.76160501
14.04101544,9.241305585,61.59630679
14.05530084,7.65575336,63.52953178
14.05579683,7.638384709,78.95167802
14.09595832,4.962737182,54.11805686
14.1308423,3.875403191,45.44484796
14.19791493,3.064924988,31.57038038
14.24500475,2.895299088,31.3567262
14.37047654,2.779918302,23.13752077
14.54000361,2.768432719,21.60511806
14.59164518,2.778579902,26.90739991
14.59725515,2.805229562,40.58156882
14.67275878,2.782292438,28.85494938
14.67510599,2.811353453,43.76063396
14.6862017,2.827502463,52.04537868
14.69824452,2.839058549,57.97416272
14.70966423,2.849159312,63.15608459
14.7206109,2.858055539,67.71990205
14.72459294,2.879888194,78.91803477
14.72704268,2.904191818,91.38337749
14.73624789,2.907063494,92.8568469
14.74503652,2.910644578,94.69404388
14.74762025,2.93303191,106.1764793
14.75633162,2.932683018,105.9979169
14.7616058,2.944163287,111.8862687
14.76641699,2.956238991,118.0799802
14.77207918,2.963827229,121.9721112
14.77951162,2.963518699,121.8140706
14.78686845,2.963549836,121.8302132
14.78931786,2.983854674,132.2444773
14.79621006,2.983102706,131.8589316
14.80460276,2.976076451,128.2553535
14.81252786,2.97204502,126.1877725
14.81395351,2.996598155,138.7809249
14.81526912,3.021019578,151.3065212
14.83990405,2.94123785,110.3872618
14.8400089,2.972002837,126.1664127
14.84002675,3.003113974,142.1231011
14.84228139,3.022520974,152.0768345
14.85486944,2.989889786,135.3406029
14.87061524,2.952429219,116.1274114
14.87925123,2.949253446,114.4986117
14.88194003,2.969270768,124.7653671
14.8850792,2.986255686,133.4768247
14.89010811,2.993481277,137.1827951
14.89272136,3.011552352,146.4513323
14.89528354,3.028970665,155.3850717
14.89930417,3.037510537,159.7651233
14.90077889,3.059935664,171.2668197
14.91924811,2.991009288,135.9149905
14.95794319,2.884673172,81.37596962
14.95948232,2.911354223,95.06049804
14.95985471,2.941246669,110.392128
14.96444747,2.954407081,117.142016
14.9736395,2.948882999,114.3087574
15.00606001,2.878387273,78.15199686
15.01110999,2.89587997,87.12388261
15.01170693,2.925175031,102.1491177
15.16652627,2.775509015,25.38645958
15.181851,2.79620877,36.00322164
15.18440956,2.824388271,50.45629356
15.20030628,2.83144292,54.07457486
15.23632444,2.813506867,44.87529676
15.27690643,2.801479104,38.70633969
15.3210282,2.794141972,34.94317527
15.44878893,17.40408947,7.351325375
15.46527271,13.31578363,22.68919971
15.48801495,9.480467164,32.22233049
15.51327681,6.836454394,37.42245595
15.53205595,5.583673547,43.26865659
15.54677926,19.52105527,33.53696458
15.56433681,14.5817447,41.08466333
15.5790955,11.58512931,47.85988269
15.61296577,7.261838024,42.7668971
15.62399666,6.3969731,51.28866123
15.64896384,4.989047155,49.09146996
15.65870314,4.62143333,57.28661793
15.65918768,4.634443345,72.78224611
15.65957459,4.651002989,88.25964577
15.66806092,4.383218507,91.26141818
15.67403672,4.228826324,97.54330881
15.6979323,3.692767538,78.38160846
15.70308895,3.63018175,87.19005339
15.70581794,3.613867629,98.823977
15.71083451,3.561235819,105.8666733
15.75390983,3.115733453,63.61512253
15.75444431,3.142888665,78.99175903
15.758617,3.141485976,89.06696273
15.75898289,3.169723147,104.4539097
15.77843935,3.061025684,88.39259279
15.78815014,3.034803419,89.67101614
15.79650026,3.020003596,92.64740488
15.85041504,2.863640836,50.81136202
15.85804426,2.876737903,60.32751248
15.95889742,2.785702572,28.35574414
15.96214621,2.81375547,42.88599083
15.9740715,2.828398317,50.84538505
15.98728152,17.47069161,40.23066335
15.98928816,31.55485112,38.87559935
15.99482191,28.56665731,51.32573771
16.06536427,23.70065629,16.32702416
16.07302538,20.75355609,30.71696787
16.0738368,20.49471085,46.3028288
16.08869188,30.59390411,35.71622352
16.09920213,39.97630811,29.92291529
16.10287368,52.00348511,28.18902854
16.1671929,31.0106479,11.43306471
16.22893082,25.62486331,6.898180179
16.23551046,37.4663919,6.69446412
16.25421661,26.65788798,22.16364638
16.26341217,22.67039616,35.2792346
16.40798447,3.873236103,22.67456365
17.04137951,17.39955736,5.025055235
17.07893778,9.685570104,21.0085443
17.16181989,4.091495849,24.0460453
17.24603533,3.018534151,24.52940645
17.26463599,2.961881085,34.46054771
17.31494842,2.84961573,31.76649631
17.34614257,2.827961129,35.34019747
17.35492852,2.844296976,46.44994358
17.38702508,2.824070635,42.81112434
17.39212297,2.846704889,55.14535019
17.39944591,2.862783892,64.31272229
17.46182912,2.803425813,38.02872039
17.48790685,2.807117287,40.60321316
17.50272951,2.82000329,47.46759965
17.52194403,2.824316097,49.91561179
17.54444481,2.823416518,49.63674294
17.56553657,2.824440571,50.27249757
17.57694143,2.837547149,57.03772797
17.57790338,2.866802831,72.04596063
17.5817915,2.888193415,83.02934888
17.58274288,2.916515642,97.55849256
17.58710459,2.932610336,105.8258224
17.58917836,2.955807911,117.7292575
17.59337222,2.969298335,124.6589643
17.61767631,2.910584729,94.5916274
17.63770279,2.884078369,81.0211984
17.65731578,2.867145243,72.35245267
17.66351982,2.8830079,80.49222098
17.68312444,2.866438778,72.00365826
17.70792159,2.846534119,61.80253565
17.73168116,2.835826957,56.3155251
17.75984027,17.45653748,34.24722844
17.91779697,3.392026153,22.23602105
18.0065605,17.51075176,7.946460272
18.04551052,9.54666896,22.34867007
18.05837915,8.032330485,34.4104656
18.06418622,7.482752853,47.18486093
18.0833908,5.999981498,49.72879536
18.10062924,5.079275272,52.68333453
18.10326068,19.62293207,50.26947926
18.17773078,6.575130948,31.20383108
18.18320196,6.208376614,44.48712429
18.19391456,5.569858422,52.87059699
18.21016336,4.814715315,55.58689552
18.23756602,3.968741151,50.24034423
18.2549959,3.63703878,52.92321844
18.26568933,3.494694957,59.69458195
18.28090431,3.326773271,61.34324207
18.28133185,3.352936529,76.86339913
18.29060482,3.279656125,80.69745694
18.30222129,3.198091494,81.0029106
18.3034257,3.218283057,95.19380835
18.33714352,3.012787997,66.94926675
18.34152789,3.020725285,77.74788088
18.34715098,3.021608263,86.00908691
18.37346221,2.935839161,68.86015865
18.38146324,2.937446552,75.41595014
18.4042626,2.894784881,65.62888983
18.44842148,2.832700646,46.06440953
18.47072689,2.829004678,47.28367004
18.47599307,2.85087769,59.05603796
18.47904467,2.875256752,71.85512573
18.52951816,2.8177829,45.35889145
18.53983235,2.83368745,53.83488274
18.76279736,2.768077833,21.55896455
18.81487548,17.41096265,10.87085237
18.9745931,3.368526724,21.23476588
19.00059276,3.143146415,30.64943603
19.12745606,2.799162559,23.02275016
19.18656353,17.41899752,10.55298261
19.27385912,5.328963268,21.96383053
19.27925796,19.72734845,20.25801768
19.28332987,18.42962569,35.06414397
19.32288569,9.881582141,34.62584254
19.33030165,8.92776663,46.54119244
19.34525604,7.358289742,51.80091738
19.34536005,7.379879469,67.7035879
19.35529297,6.574341818,72.40512057
19.37618736,5.294412501,65.37982113
19.38974079,4.718089807,67.04198459
19.41126323,4.055896564,61.33857227
19.41164116,4.077151078,76.91422336
19.42728889,3.747889351,73.5879669
19.4278585,3.767619556,88.81088824
19.4310717,3.734588767,99.59384209
19.4407768,3.589562857,98.90388273
19.46390119,3.304604066,80.13038316
19.46515381,3.321725322,94.27134651
19.48331742,17.80703991,67.10826947
19.49125467,15.62597973,73.99068362
19.49874226,13.86442346,80.39466484
19.50209945,13.17293045,91.49812832
19.5072689,12.17894474,99.0012793
19.51008993,11.69210167,109.8441229
19.51616104,10.69922717,113.8554794
19.51745469,10.52702538,127.0749545
19.54001651,7.728743632,98.73998251
19.54668681,7.136362237,103.0319393
19.56487944,5.825343178,89.12966506
19.57321176,20.01489166,76.24581779
19.57346226,34.59234156,75.92081121
19.57558003,33.30241545,88.97934541
19.57950418,45.65897865,82.67101819
19.58796624,39.00725505,86.57704194
19.60321296,29.50527455,81.13462909
19.61027944,26.00832662,87.09944721
19.6110801,40.30243355,85.82623952
19.61583344,51.55939467,78.5268101
19.61787639,64.26852136,75.61396942
19.62931939,66.34517761,61.19900987
19.63202068,77.66361263,58.27413542
19.63496482,88.04283582,55.25850961
19.64227383,91.10505304,48.45371255
19.64617962,99.12854402,45.21910712
19.64849501,109.4303899,43.42992388
19.66412674,95.44850785,33.14159668
19.6649233,108.6470033,32.7278112
19.66624908,120.5394013,32.03317509
19.67029106,126.0547779,29.9644367
19.67080692,124.8201866,45.70806755
19.67917512,120.6697759,39.46476586
19.70786954,83.8354095,24.44348702
19.71146839,92.86702293,23.12384128
19.72219409,90.12950878,19.65464595
19.74827199,69.27605135,13.72753546
19.75630806,59.42796038,28.43078509
19.76570992,64.37380923,24.44441294
19.76817418,76.07341357,23.5401141
19.79643911,59.06931673,15.56277291
19.80103649,68.78437746,14.6654126
19.81071735,71.8218604,12.99405474
19.81365068,82.54921417,12.56929936
19.82095838,86.36035905,11.57031807
19.82512788,94.3335386,11.07523803
19.84977187,73.35340909,8.739864568
19.88005899,55.93344118,7.069048698
19.88712467,63.5866865,6.826664905
19.89473233,69.66179777,6.599068664
19.91714168,60.15091808,6.050347318
19.92029746,56.6703145,21.98566709
19.92377174,53.08107152,36.84500677
19.92556747,65.96883116,35.75247135
19.92941147,61.3208418,49.47630542
19.93171911,73.34222286,47.50105432
19.93465331,83.98179665,45.10943479
19.93640267,95.85218128,43.7612577
19.93743524,108.6127217,42.99995185
19.93772823,122.6579136,42.80897585
19.93881862,134.7347888,42.02432306
19.9448574,134.3814394,37.84256305
19.9506311,134.6884562,34.29129592
19.95758318,132.2237149,30.51933893
19.97788493,103.675682,22.03225321
19.97808236,117.9416993,21.99619174
19.98005383,128.1514051,21.36993256
19.98339748,134.7025742,20.3417175
19.98499398,130.5866176,35.85933826
19.99011679,132.8000118,32.88467646
20.00025642,123.5902111,27.79634465
20.00308371,116.9772039,42.5426744
20.01064436,115.6088939,37.30433995
20.01141551,113.9125939,52.80977336
20.03026177,79.03063419,53.79397101
20.05578689,48.55867864,50.28335369
20.10790495,18.92507596,36.96386313
20.12278452,29.42182399,28.76603282
20.13859661,22.21797421,38.32094712
20.19298738,23.96412508,16.25460361
20.21026005,17.79449802,28.96528572
20.21066847,32.3357964,28.80135715
20.22986073,37.56419701,21.24350615
20.26961019,18.49499028,28.3319426
20.30921639,9.904018314,31.56322008
20.31290135,24.05852518,29.70658365
20.31517686,37.7736766,28.63819749
20.3159134,51.92512696,28.32353455
20.31832557,49.63959236,43.22468843
20.33513916,36.276408,48.30702289
20.3392692,33.64845414,60.87303692
20.37709783,31.90602141,31.24750783
20.38516868,27.58901385,43.33400979
20.38852438,26.00694826,56.84523573
20.40716422,33.42887583,40.74045638
20.41142832,30.95101174,53.81823371
20.41191478,30.70902849,69.34545561
20.41861681,27.23110353,77.27278458
20.43145215,21.71642791,76.90842259
20.43653154,19.91412362,85.96154579
20.44591206,17.00674672,88.11097265
20.44997191,15.9249739,97.62876598
20.455512,14.57283456,103.9128158
20.46747434,12.08534044,98.86483413
20.47083991,11.50791512,108.7541515
20.47177746,11.37615606,122.826605
20.47388724,11.05035079,133.9579794
20.47524089,10.85946437,146.5133033
20.49024914,8.784147366,125.8166856
20.50114627,7.630894963,118.1560979
20.52555217,5.771489312,90.45058469
20.52899329,5.600785564,100.7670196
20.52901661,5.630644744,116.7222865
20.53289842,5.445594395,124.3762252
20.5389315,5.168772212,126.8064354
20.53903885,5.194749632,142.5451238
20.54308502,5.034792808,147.8524117
20.55524236,4.569754401,133.0172552
20.55890777,4.471312191,139.9677914
20.57326187,4.069398277,122.2850264
20.59317858,3.662406847,99.74751903
20.60206607,3.542697714,100.3169956
20.6445436,3.112001556,61.75467702
20.65146097,3.094583717,70.42089812
20.67488033,2.991579059,61.95187209
20.68093656,2.99359035,71.45424607
20.69791158,2.950560048,68.32198308
20.74214906,2.855622336,47.13678946
20.76442732,2.843718867,47.98477026
20.79683564,2.823413199,43.47823315
21.41169164,17.39955418,5.025175205
21.41617172,16.17399308,21.02243254
21.4167038,30.69555233,20.88385262
21.42011092,28.88496363,35.83707802
21.42604732,25.98873912,48.38410424
21.42665573,25.73870229,63.85925989
21.42715587,25.54095093,79.27331357
21.43233434,23.32841802,87.96514572
21.4462742,32.98188877,67.80877515
21.44901558,46.03201276,64.48858428
21.45648531,40.05495004,72.23239652
21.48424585,38.81895919,43.61661578
21.50070921,28.72703574,48.78098118
21.50346018,27.36683334,62.43685397
21.53847941,14.99367587,49.50820266
21.57120539,9.137287322,44.12755734
21.57131401,9.154591477,60.04257395
21.57739546,23.08328946,53.76930711
21.60055151,15.57198725,51.68901022
21.62452179,10.71451825,49.90518106
21.63598269,9.11130366,56.7052744
21.63899273,8.770010539,69.68400056
21.67629532,5.62860405,51.67217035
21.68356116,5.268535882,61.35879206
21.69586169,4.747366003,65.06633765
21.71171311,4.232025431,64.74520202
21.71632012,4.131514633,75.48566963
21.73350667,3.756709305,70.98093776
21.76276232,3.335663249,57.7514555
21.78230947,3.172737739,56.68003901
21.81441364,2.996885845,48.19083288
21.8266165,2.971530304,54.83616988
22.06287603,2.769035791,21.43590432
22.14352005,2.773579086,24.27094905
22.25779661,2.770792701,22.9547125
22.2832656,2.788001175,31.78592232
22.29187492,2.810931534,43.54796065
22.3058362,2.823810261,50.15494621
22.3079476,2.851364485,64.28752032
22.33539316,2.833721542,55.24055659
22.33588877,2.863950674,70.74489712
22.37386604,2.826927435,51.7573594
22.38827339,2.835296548,56.05013415
22.39523977,2.85354517,65.40984889
22.40446561,2.86489271,71.23006216
22.40453449,2.895910381,87.13881276
22.40592302,2.922719276,100.8889296
22.41076537,2.936656426,108.0372589
22.4312804,2.90023672,89.35804369
22.45515657,2.868979177,73.3264164
22.45575187,2.898597824,88.51761941
22.46203842,2.910553035,94.64939369
22.47622821,2.898558039,88.49729613
22.48342388,2.907931045,93.30466793
22.50860063,2.871009687,74.36801262
22.53921686,2.840267919,58.60081034
22.54107382,2.867652835,72.64634712
22.54282247,2.894314948,86.32116279
22.58627849,2.833434479,55.0960139
22.59032202,2.857041054,67.20366554
22.5913039,2.885877885,81.99387803
22.61241078,2.865375594,71.47839936
