epoch,train_nll,train_acc,train_mae,val_nll,val_acc,val_mae
1,0.3317244415195681,0.8934427664330405,0.09426668767300886,0.2694093849834258,0.9001132977457655,0.07940702290777643
2,0.27284837580543597,0.8954291842063804,0.08600844837606542,0.25999371259127535,0.9005714610436889,0.08276836506943816
3,0.2690592101924376,0.8955547623414767,0.08498832744693753,0.25852359044266865,0.9006176325388284,0.07885944049054772
4,0.26745416610442985,0.8957229609345448,0.08433540578109766,0.2569564368389295,0.9006105292318839,0.08015786291544356
5,0.2662149930234555,0.8957655813925169,0.08425004668970684,0.25592737149213635,0.900741940410358,0.08326794250244843
6,0.26519671290294966,0.8958454947512144,0.08518610910769457,0.2547886383442068,0.900805870172859,0.08366254065463966
7,0.26419000191392283,0.8957632981536969,0.08504050562287992,0.253744246215502,0.9008769032423044,0.08332340413804255
8,0.26334516281314946,0.8958196180445887,0.08471470502094444,0.25336355004538597,0.900379671756186,0.07968887080297224
9,0.26220249167261905,0.8955692228540029,0.08401109287053683,0.25150432294158176,0.9004258432513257,0.0839718258533014
10,0.2607482892120161,0.8955060532466514,0.08379764999012024,0.2503219310447984,0.9000706779040982,0.0798871533905305
11,0.26063337082257737,0.8951042032143436,0.08346423032355325,0.250198540557974,0.8999783349138192,0.07775061531702725
12,0.25935753311096743,0.8955486737046234,0.08295693945666431,0.24912482226518667,0.9001736758547942,0.08100820514847132
13,0.25857822084992244,0.8955410629085571,0.08316797590593208,0.249270821980759,0.9001239527061824,0.07864110354715285
14,0.2580655047383694,0.8955524791026567,0.08287176009043207,0.24888855761297662,0.8997332708242323,0.07888366647842904
15,0.25876768861923066,0.895562373137543,0.08290315169769152,0.24784711981927376,0.9005750126971611,0.07928188348456718
